현대건설(000720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,772909,772909,749283,772909,2438590,1150786.0,100505344.0
1999-01-05,810036,853913,783035,816786,6179710,1216115.0,100505344.0
1999-01-06,830287,837037,789785,826911,3596230,1231190.0,100505344.0
1999-01-07,833662,840412,796535,806660,4729790,1201039.0,100505344.0
1999-01-08,789785,823536,756033,796535,4565720,1185963.0,100505344.0
1999-01-11,796535,806661,742533,789784,4622430,1175913.0,100505344.0
1999-01-12,803285,810036,745908,762783,3563790,1135710.0,100505344.0
1999-01-13,762784,769534,729032,742532,2827270,1105559.0,100505344.0
1999-01-14,708781,722282,645328,661529,2689480,984952.0,100505344.0
1999-01-15,662204,735782,662204,715531,2750530,1065357.0,100505344.0
1999-01-18,729032,752658,685155,695280,2196770,1035205.0,100505344.0
1999-01-19,648029,739158,648029,695280,3170440,1035205.0,100505344.0
1999-01-20,702031,715532,668279,672329,1478210,1001033.0,100505344.0
1999-01-21,675030,681780,621027,621702,1790170,925654.0,100505344.0
1999-01-22,629128,631153,594026,607526,2593290,904548.0,100505344.0
1999-01-25,614277,621027,597401,617652,2390800,919624.0,100505344.0
1999-01-26,625078,627778,560275,560274,2020250,834194.0,100505344.0
1999-01-27,560275,594026,526523,583900,3767490,869371.0,100505344.0
1999-01-28,590651,592676,560275,567025,2213770,844245.0,100505344.0
1999-01-29,570400,594026,570400,587275,2476890,874396.0,100505344.0
1999-02-01,587951,600101,577150,589301,2565940,877412.0,100505344.0
1999-02-02,577150,596051,553524,567025,3021650,844245.0,100505344.0
1999-02-03,573100,590651,556900,573775,2470670,854295.0,100505344.0
1999-02-04,567025,573100,540699,546774,1617160,814093.0,100505344.0
1999-02-05,548124,566350,548124,553524,1228290,824144.0,100505344.0
1999-02-08,540024,553524,533274,533273,1474440,793992.0,100505344.0
1999-02-09,536649,536649,483321,489396,1892930,728664.0,100505344.0
1999-02-10,491422,529898,479271,506272,4056700,753790.0,100505344.0
1999-02-11,513023,523148,500872,506272,2094340,753790.0,100505344.0
1999-02-12,560275,580526,541374,580525,4801460,864346.0,100505344.0
1999-02-18,599426,599426,553524,553524,2279170,824144.0,100505344.0
1999-02-19,540699,573775,513023,567025,2470310,844245.0,100505344.0
1999-02-22,553524,579176,543399,546774,2624100,814093.0,100505344.0
1999-02-23,549474,560275,526523,540023,1476610,804043.0,100505344.0
1999-02-24,540024,548799,516398,516397,1102670,768866.0,100505344.0
1999-02-25,496147,526523,496147,503572,1150110,749770.0,100505344.0
1999-02-26,513023,523823,513023,523148,1307510,778916.0,100505344.0
1999-03-02,538674,546774,533274,533273,1641990,793992.0,100505344.0
1999-03-03,502897,518423,500197,504922,4827620,751780.0,100505344.0
1999-03-04,509647,531923,507622,510322,3604220,759820.0,100505344.0
1999-03-05,496822,511673,488047,508972,5358280,1436410.0,190505344.0
1999-03-08,523823,572425,523148,567025,12246230,1600245.0,190505344.0
1999-03-09,567025,573775,543399,546774,7838430,1543093.0,190505344.0
1999-03-10,546774,550149,531248,546774,4394120,1543093.0,190505344.0
1999-03-11,553524,600101,550149,594026,11382160,1676447.0,190505344.0
1999-03-12,607527,614277,588626,594026,8515720,1676447.0,190505344.0
1999-03-15,614277,621027,591326,599426,7584000,1691687.0,190505344.0
1999-03-16,585251,606852,583901,604151,4019940,1705023.0,190505344.0
1999-03-17,624403,627103,583901,587275,6392360,1657396.0,190505344.0
1999-03-18,573775,587276,552849,552849,3877580,1560239.0,190505344.0
1999-03-19,556900,573775,553524,572425,4215410,1619462.0,190974258.0
1999-03-22,572425,583901,554199,563649,3711790,1594635.0,190974258.0
1999-03-23,570400,594026,570400,577825,3037770,1634740.0,190974258.0
1999-03-24,573775,585251,560275,579850,3310690,1659266.0,193162526.0
1999-03-25,578501,593351,567700,571075,3942920,1634155.0,193162526.0
1999-03-26,571750,579851,567025,570400,2458810,1632223.0,193162526.0
1999-03-29,567025,577150,553524,558924,3483890,1599386.0,193162526.0
1999-03-30,573775,576475,567025,571750,2710020,1636087.0,193162526.0
1999-03-31,573775,586601,571750,580525,3241210,1661198.0,193162526.0
1999-04-01,579851,617652,573775,614277,9256290,1757779.0,193162526.0
1999-04-02,621027,634528,607527,619002,7344330,1771300.0,193162526.0
1999-04-06,627778,695281,622377,681780,15346700,1950942.0,193162526.0
1999-04-07,695281,698656,668279,668279,10597200,1933245.0,195277306.0
1999-04-08,654779,668279,628453,661529,7926290,1913718.0,195277306.0
1999-04-09,681780,691906,654779,678404,8999610,1962537.0,195277306.0
1999-04-12,695281,702031,668279,681780,7343210,1972301.0,195277306.0
1999-04-13,681780,742533,668279,718906,14884210,2079703.0,195277306.0
1999-04-14,729032,732407,691906,698655,6711380,2021120.0,195277306.0
1999-04-15,708781,759409,698656,756033,16915690,2187106.0,195277306.0
1999-04-16,769534,793160,732407,739157,14855710,2138287.0,195277306.0
1999-04-19,756033,769534,729032,749283,8264460,2167578.0,195277306.0
1999-04-20,749283,756033,729032,735782,7320960,2128523.0,195277306.0
1999-04-21,732407,772909,712156,715531,8829360,2069939.0,195277306.0
1999-04-22,715532,735782,695281,735782,6310620,2135338.0,195902525.0
1999-04-23,756033,766159,715532,722281,6756850,2096157.0,195902525.0
1999-04-26,718907,783035,695281,756033,14055180,2194108.0,195902525.0
1999-04-27,776284,830287,756033,810035,19247990,2350830.0,195902525.0
1999-04-28,810036,857288,796535,823536,11533220,2390011.0,195902525.0
1999-04-29,816786,843787,769534,769533,9313530,2237787.0,196297115.0
1999-04-30,769534,783035,749283,752658,6605670,2188713.0,196297115.0
1999-05-03,759409,769534,729032,735782,5612180,2139639.0,196297115.0
1999-05-04,735782,756033,732407,739157,5759230,2161434.0,197391249.0
1999-05-06,752658,789785,742533,762783,8314140,2230521.0,197391249.0
1999-05-07,776284,783035,732407,739157,9217710,2172461.0,198398252.0
1999-05-10,735782,735782,708781,712156,6455150,2105590.0,199582024.0
1999-05-11,708781,732407,685155,688530,7312860,2035737.0,199582024.0
1999-05-12,675030,688530,655454,656128,4927590,1939937.0,199582024.0
1999-05-13,657479,673680,631153,634528,4231020,1876071.0,199582024.0
1999-05-14,635878,646679,604152,614277,6858240,1816196.0,199582024.0
1999-05-17,614277,629803,607527,607526,2753350,1796238.0,199582024.0
1999-05-18,614952,631153,614277,627777,2578090,1856113.0,199582024.0
1999-05-19,634528,637903,611577,613602,2478060,1814201.0,199582024.0
1999-05-20,607527,610902,560950,564324,3495860,1668506.0,199582024.0
1999-05-21,571075,573775,548799,560274,2450490,1656531.0,199582024.0
1999-05-24,560275,567025,535299,536648,2026400,1586677.0,199582024.0
1999-05-25,536649,553524,533949,544074,1631080,1608631.0,199582024.0
1999-05-26,544074,583901,536649,578500,3247380,1710418.0,199582024.0
1999-05-27,573775,596051,560950,569725,3792660,1684472.0,199582024.0
1999-05-28,567025,583901,554199,577150,2780020,1706426.0,199582024.0
1999-05-31,594701,619002,587276,587275,4224300,1736364.0,199582024.0
1999-06-01,587276,602802,580526,590651,2019310,1746343.0,199582024.0
1999-06-02,590651,631153,587276,607526,4368090,1796238.0,199582024.0
1999-06-03,635203,653429,608202,627777,6201570,1856113.0,199582024.0
1999-06-04,627103,633853,614277,616302,2277880,1822184.0,199582024.0
1999-06-07,634528,658154,623052,658154,4710190,1945925.0,199582024.0
1999-06-08,668279,671655,637903,648028,3831880,1915987.0,199582024.0
1999-06-09,641278,641278,607527,607526,3032060,1796238.0,199582024.0
1999-06-10,600777,624403,595376,624402,2806750,1846134.0,199582024.0
1999-06-11,631153,648029,608202,616302,2921710,1890659.0,207082024.0
1999-06-14,610902,613602,600777,601451,2268350,1845101.0,207082024.0
1999-06-15,587276,598751,553524,570400,2912800,1749843.0,207082024.0
1999-06-16,573775,587276,573775,579175,1703440,1776764.0,207082024.0
1999-06-17,577150,587276,570400,577825,2153780,1772622.0,207082024.0
1999-06-18,571075,583226,570400,573100,1695030,1758126.0,207082024.0
1999-06-21,577150,600777,574450,583900,2175840,1791260.0,207082024.0
1999-06-22,580526,606177,567025,604151,3436270,1853384.0,207082024.0
1999-06-23,600777,614277,587951,593351,2765050,1820251.0,207082024.0
1999-06-24,604152,624403,594026,600101,3112500,1840959.0,207082024.0
1999-06-25,596726,599426,586601,589976,2042520,1809897.0,207082024.0
1999-06-28,595376,600101,574450,574450,2196330,1762268.0,207082024.0
1999-06-29,580526,634528,580526,608876,7818810,1867880.0,207082024.0
1999-06-30,619002,621027,581201,594026,2931270,1822322.0,207082024.0
1999-07-01,594701,606852,587276,600776,2775420,1843030.0,207082024.0
1999-07-02,602802,621027,594026,618327,5339770,1896871.0,207082024.0
1999-07-05,641278,685155,635203,675029,11890910,2070820.0,207082024.0
1999-07-06,675030,705406,662204,669629,8103710,2054254.0,207082024.0
1999-07-07,681780,725657,678405,722281,10981550,2215778.0,207082024.0
1999-07-08,742533,776284,722282,749283,10348800,2298610.0,207082024.0
1999-07-09,742533,749283,712156,735782,6216840,2257194.0,207082024.0
1999-07-12,823536,823536,729032,752658,12913640,2308965.0,207082024.0
1999-07-13,735782,749283,681780,681780,7325940,2091528.0,207082024.0
1999-07-14,695281,705406,661529,666254,6445610,2043900.0,207082024.0
1999-07-15,649379,685155,648704,674354,5480720,2083748.0,208583388.0
1999-07-16,688530,702031,675030,698655,6285780,2158838.0,208583388.0
1999-07-19,702031,722282,671655,678404,5605370,2096263.0,208583388.0
1999-07-20,675030,759409,658154,708781,10671170,2190126.0,208583388.0
1999-07-21,698656,708781,662204,668279,6178120,2064976.0,208583388.0
1999-07-22,668279,688530,637903,660854,5431760,2145507.0,219152905.0
1999-07-23,654104,685155,608202,608201,6692260,1974568.0,219152905.0
1999-07-26,599426,621702,560275,575800,6739320,1869374.0,219152905.0
1999-07-27,583901,600777,575800,593351,4434730,1926354.0,219152905.0
1999-07-28,594026,619677,587951,594026,4831840,1928546.0,219152905.0
1999-07-29,590651,614277,587276,600776,6563990,2007914.0,225608348.0
1999-07-30,598751,600777,564325,570400,5129750,1906391.0,225608348.0
1999-08-02,587951,603477,573775,594026,5211890,1985353.0,225608348.0
1999-08-03,586601,617652,581201,598076,5349530,1998890.0,225608348.0
1999-08-04,614277,636553,607527,620352,7768760,2073341.0,225608348.0
1999-08-05,608877,616977,580526,585925,3456320,1968587.0,226795705.0
1999-08-06,592676,600101,580526,586600,2428810,1970855.0,226795705.0
1999-08-09,608877,625753,601452,607526,5712830,2041161.0,226795705.0
1999-08-10,607527,620352,594701,614277,3873810,2063841.0,226795705.0
1999-08-11,610227,616302,597401,603476,4341520,2027554.0,226795705.0
1999-08-12,603477,610902,591326,600101,3280160,2028327.0,228158286.0
1999-08-13,598751,598751,574450,587275,3318860,1984977.0,228158286.0
1999-08-16,587276,614277,574450,602126,4960330,2035172.0,228158286.0
1999-08-17,619677,621027,583901,587275,3654070,1984977.0,228158286.0
1999-08-18,580526,585251,560275,571750,2994750,1932501.0,228158286.0
1999-08-19,583901,657479,577150,657479,15594640,2222262.0,228158286.0
1999-08-20,643303,681780,631153,664904,15297990,2259668.0,229407875.0
1999-08-23,688530,715532,669630,688530,17107890,2339960.0,229407875.0
1999-08-24,688530,729032,670305,681780,22377870,2317020.0,229407875.0
1999-08-25,695281,715532,688530,691905,12882470,2351431.0,229407875.0
1999-08-26,708781,712156,654779,658154,8972410,2236727.0,229407875.0
1999-08-27,650054,685155,635878,681780,10641980,2323004.0,230000421.0
1999-08-30,705406,756033,695281,718906,22994840,2449504.0,230000421.0
1999-08-31,705406,729032,691906,708781,8124180,2415004.0,230000421.0
1999-09-01,702031,708781,648029,648028,8470790,2208004.0,230000421.0
1999-09-02,608202,626428,595376,601451,8044670,2049304.0,230000421.0
1999-09-03,601452,623052,594026,601451,5946520,2064233.0,231675926.0
1999-09-06,614277,647354,614277,624402,5556280,2143002.0,231675926.0
1999-09-07,625753,639928,608877,617652,4288120,2119835.0,231675926.0
1999-09-08,627103,629803,604152,607526,3296380,2085083.0,231675926.0
1999-09-09,604152,620352,600777,607526,3253800,2137208.0,237467524.0
1999-09-10,608877,627103,608877,621027,3721130,2184701.0,237467524.0
1999-09-13,630478,633853,577150,604151,7371010,2125334.0,237467524.0
1999-09-14,614277,617652,602127,604151,3342780,2125334.0,237467524.0
1999-09-15,614277,617652,594026,597401,3127490,2101588.0,237467524.0
1999-09-16,594026,604827,581201,583900,3215040,2055672.0,237649913.0
1999-09-17,575800,590651,567025,590651,3291490,2079437.0,237649913.0
1999-09-20,594026,598751,580526,583900,2411080,2055672.0,237649913.0
1999-09-21,580526,596726,580526,589301,2943770,2074684.0,237649913.0
1999-09-22,594701,604152,582551,589301,3761140,2074684.0,237649913.0
1999-09-27,594026,599426,576475,576475,2353510,2029530.0,237649913.0
1999-09-28,573775,587951,570400,575125,2307400,2024777.0,237649913.0
1999-09-29,575125,598751,567025,573775,3895190,2020024.0,237649913.0
1999-09-30,573775,583901,560275,560274,2664010,1973024.0,237713691.0
1999-10-01,560275,568375,506947,539348,3147700,1899332.0,237713691.0
1999-10-04,550824,577150,542724,552849,4978790,1946875.0,237713691.0
1999-10-05,549474,558250,473196,479271,3517480,1687767.0,237713691.0
1999-10-06,496147,526523,482646,521798,4495670,1837527.0,237713691.0
1999-10-07,529898,599426,513023,599426,8950140,2110898.0,237713691.0
1999-10-08,602127,612927,560275,560949,10515270,1975579.0,237735174.0
1999-10-11,567025,573775,551499,554199,3008140,1951806.0,237735174.0
1999-10-12,554199,558925,547449,554874,3433560,1954183.0,237735174.0
1999-10-13,554874,556900,533949,543398,2914870,1913768.0,237735174.0
1999-10-14,540699,556225,513023,546774,10068390,1925655.0,237735174.0
1999-10-15,554199,559600,533274,538673,3468130,1897270.0,237753134.0
1999-10-18,507622,527873,506947,516397,3000420,1818811.0,237753134.0
1999-10-19,533274,536649,519098,521122,3226750,1835454.0,237753134.0
1999-10-20,538674,546774,523823,533273,4593060,1886552.0,238804089.0
1999-10-21,536649,545424,517073,517747,2776880,1831627.0,238804089.0
1999-10-22,517748,526523,508972,515047,1646140,1822149.0,238813713.0
1999-10-25,515048,515048,489397,492096,2725880,1740952.0,238813713.0
1999-10-26,478596,495472,469821,486021,3202300,1719459.0,238813713.0
1999-10-27,485346,498847,477246,477246,2642020,1688413.0,238813713.0
1999-10-28,473196,484671,469821,480621,3533520,1700354.0,238813713.0
1999-10-29,480621,485346,473196,473870,5093740,1676530.0,238821905.0
1999-11-01,475896,494122,473871,489396,6158060,1731459.0,238821905.0
1999-11-02,489397,515723,482646,499522,6352930,1767282.0,238821905.0
1999-11-03,499522,499522,486696,490071,3680900,1733847.0,238821905.0
1999-11-04,499522,504247,490072,494121,4100690,1748176.0,238821905.0
1999-11-05,506272,540024,498172,520447,9613500,1841741.0,238876869.0
1999-11-08,540024,544749,513023,513697,5806540,1817853.0,238876869.0
1999-11-09,506947,519098,504247,517072,3701110,1829797.0,238876869.0
1999-11-10,516398,529898,502897,502897,5303440,1779633.0,238876869.0
1999-11-11,499522,503572,489397,490071,5643910,1734246.0,238876869.0
1999-11-12,492772,500872,482646,489396,6981910,1733074.0,239044682.0
1999-11-15,489397,509647,483321,490071,6610190,1735464.0,239044682.0
1999-11-16,490072,496822,482646,483321,4721050,1711560.0,239044682.0
1999-11-17,486696,496822,469821,469820,5957980,1663751.0,239044682.0
1999-11-18,459695,472521,459020,462395,3948760,1637456.0,239044682.0
1999-11-19,465771,496147,463070,473195,6571000,1675804.0,239059075.0
1999-11-22,473871,496147,473871,479271,5502840,1697319.0,239059075.0
1999-11-23,486021,492772,477921,478596,3748790,1694929.0,239059075.0
1999-11-24,478596,482646,465096,465770,2951100,1649508.0,239059075.0
1999-11-25,459695,462395,439444,442144,4131910,1565837.0,239059075.0
1999-11-26,438769,438769,411768,415143,4600230,1470266.0,239067648.0
1999-11-29,415143,427294,408393,411768,3207170,1458313.0,239067648.0
1999-11-30,406368,431344,406368,425268,5208430,1506126.0,239067648.0
1999-12-01,418518,423919,408393,408393,3534360,1446359.0,239067648.0
1999-12-02,411768,443495,409743,418518,5372320,1482219.0,239067648.0
1999-12-03,430669,450245,425269,435394,4882790,1541986.0,239067648.0
1999-12-06,434044,440119,415143,417168,2670370,1477438.0,239067648.0
1999-12-07,417168,423244,385442,389492,3574200,1379420.0,239067648.0
1999-12-08,371941,388817,359116,378016,3526260,1338779.0,239067648.0
1999-12-09,377342,386117,365191,365191,3336710,1293356.0,239067648.0
1999-12-10,365191,419869,361141,419868,8216920,1487018.0,239070394.0
1999-12-13,426619,468471,421894,442144,7806810,1565911.0,239070394.0
1999-12-14,438769,439444,425269,432694,3904770,1532441.0,239070394.0
1999-12-15,428644,449570,411768,414468,3353640,1467892.0,239070394.0
1999-12-16,407043,427969,405693,415143,2225790,1470283.0,239070394.0
1999-12-17,415818,424594,401643,408393,2038240,1446376.0,239070394.0
1999-12-20,411768,420544,401643,401642,2114730,1422469.0,239070394.0
1999-12-21,391517,418518,381392,391517,3551570,1386608.0,239070394.0
1999-12-22,384767,390167,371266,380716,2462340,1348357.0,239070394.0
1999-12-23,380042,388817,365191,365866,3741210,1295762.0,239070394.0
1999-12-24,378017,391517,371266,377341,4681840,1336442.0,239077313.0
1999-12-27,384092,388142,374642,375991,3317590,1331661.0,239077313.0
1999-12-28,373967,376667,357766,371266,3333200,1314925.0,239077313.0
2000-01-04,388297,426445,388297,426445,3807790,1496624.0,239077313.0
2000-01-05,415546,432576,398515,422358,4046430,1622634.0,261715108.0
2000-01-06,429170,432576,388978,390340,2201320,1499628.0,261715108.0
2000-01-07,395790,408052,393747,395109,2158810,1517971.0,261719153.0
2000-01-10,415546,415546,396472,397152,2159490,1525823.0,261719153.0
2000-01-11,397153,406690,388297,388978,2261860,1494416.0,261719153.0
2000-01-12,381485,381485,373991,374672,2220510,1439455.0,261719153.0
2000-01-13,369904,380803,367860,368541,1998820,1415901.0,261719153.0
2000-01-14,368541,378079,368541,369222,2031150,1418518.0,261719153.0
2000-01-17,370585,373310,365135,365816,2005950,1405432.0,261719153.0
2000-01-18,367860,369223,357642,359004,1886040,1379260.0,261719153.0
2000-01-19,352192,357642,340611,340611,3783470,1308638.0,261727589.0
2000-01-20,339930,340611,314725,330393,2352870,1269379.0,261727589.0
2000-01-21,326987,350830,317450,329711,4078250,1266762.0,261727589.0
2000-01-24,326987,339930,324943,328008,2626040,1260218.0,261727589.0
2000-01-25,331074,344017,327668,331755,3181730,1274613.0,261727589.0
2000-01-26,335162,363773,333799,348786,5503410,1340045.0,261727589.0
2000-01-27,354236,395109,347424,378078,6757980,1452588.0,261727589.0
2000-01-28,378760,386935,357642,357641,4346680,1374070.0,261727589.0
2000-01-31,350830,381485,348786,364454,6516590,1400243.0,261727589.0
2000-02-01,381485,381485,361048,361729,2775770,1389789.0,261730416.0
2000-02-02,361729,367860,357642,363772,3722470,1397640.0,261730416.0
2000-02-03,366498,370585,358323,360366,2658220,1384554.0,261730416.0
2000-02-07,360367,367179,351511,355598,4255970,1366233.0,261730416.0
2000-02-08,354236,357642,347424,347423,2467020,1334825.0,261730416.0
2000-02-09,347424,352192,339249,340611,2981540,1308652.0,261730416.0
2000-02-10,334480,335843,330393,330393,2739140,1269393.0,261730416.0
2000-02-11,326987,329712,318812,319493,3271130,1227516.0,261730416.0
2000-02-14,313362,316769,306550,308593,2910150,1185639.0,261730416.0
2000-02-15,303144,313362,300419,301781,3171950,1159466.0,261730416.0
2000-02-16,306550,321537,296332,306550,3196290,1177787.0,261730416.0
2000-02-17,303144,306210,296332,299737,2502970,1151614.0,261730416.0
2000-02-18,299738,299738,286114,286113,3106300,1099268.0,261730416.0
2000-02-21,273852,279301,263293,265676,2607220,1020756.0,261732290.0
2000-02-22,256140,272148,252734,263973,3104500,1014213.0,261732290.0
2000-02-23,269424,303485,267039,303484,4689650,1166017.0,261732290.0
2000-02-24,299057,299057,272830,277938,3709620,1067868.0,261732290.0
2000-02-25,273170,288157,265677,277938,2823490,1067868.0,261732290.0
2000-02-28,266017,275214,262611,265676,2521610,1020756.0,261732290.0
2000-02-29,271808,275895,264314,268401,2416770,1031225.0,261732290.0
2000-03-02,272830,275895,266017,271467,3288280,1043003.0,261732290.0
2000-03-03,277939,277939,264655,265676,2346910,1020756.0,261732290.0
2000-03-06,265677,299738,262952,282707,5645790,1086189.0,261732290.0
2000-03-07,282707,303144,275895,281685,4384240,1082263.0,261732290.0
2000-03-08,286114,301782,282707,293947,7205710,1129375.0,261732290.0
2000-03-09,301782,328349,300419,306550,9048600,1177795.0,261732290.0
2000-03-10,320175,324943,294288,297694,4559270,1143770.0,261732290.0
2000-03-13,297694,306550,289520,292244,3107090,1122832.0,261732290.0
2000-03-14,286114,289520,277598,279301,2674640,1073102.0,261732290.0
2000-03-15,279301,289520,274192,278620,2120320,1070485.0,261732290.0
2000-03-16,282707,286114,273170,275213,1891650,1057398.0,261732290.0
2000-03-17,279642,293607,277939,282707,4009560,1086189.0,261732290.0
2000-03-20,289179,290882,277939,279301,2409580,1073102.0,261732290.0
2000-03-21,275895,279301,273511,274532,1858000,1054781.0,261732290.0
2000-03-22,274873,277258,272830,273851,2642800,1052164.0,261732290.0
2000-03-23,274533,274873,268402,269764,2624680,1036460.0,261732290.0
2000-03-24,270445,272489,267039,268061,1779520,1029917.0,261732290.0
2000-03-27,264996,278279,258865,273170,3081030,1049546.0,261732290.0
2000-03-28,269083,272489,265677,266698,2314960,1024682.0,261732290.0
2000-03-29,266699,266699,266699,266698,0,1024682.0,261732290.0
2000-03-30,242175,258183,242175,250689,3520000,963175.0,261732290.0
2000-03-31,245921,258183,245240,253414,2280330,973644.0,261732290.0
2000-04-03,291223,291223,291223,291222,2779840,1118906.0,261732290.0
2000-04-04,299057,302463,269083,289860,11226160,1113671.0,261732290.0
2000-04-06,289520,299057,275895,280663,5232870,1078337.0,261732290.0
2000-04-07,278620,285432,270445,279301,5405340,1073102.0,261732290.0
2000-04-10,321197,321197,316769,321196,15481930,1234068.0,261732290.0
2000-04-11,347424,367179,328349,340611,30907250,1308661.0,261732290.0
2000-04-12,333799,339249,320515,333799,9654870,1282488.0,261732290.0
2000-04-14,320175,354236,320175,354235,10584540,1361008.0,261732290.0
2000-04-17,323581,371266,322218,341973,20077750,1313896.0,261732290.0
2000-04-18,373991,374672,342655,353554,12292580,1358391.0,261732290.0
2000-04-19,353555,357642,328349,331074,8319210,1272019.0,261732290.0
2000-04-20,334480,352873,332096,337886,12790920,1298192.0,261732302.0
2000-04-21,336524,344699,330393,339248,7054310,1303427.0,261732302.0
2000-04-24,331074,335843,310297,314043,6398180,1206586.0,261732302.0
2000-04-25,305188,309956,294969,297694,5796500,1143770.0,261732302.0
2000-04-26,301100,306550,255459,266358,12256690,1023373.0,261732302.0
2000-04-27,265677,272148,238428,267720,10481380,1028608.0,261732302.0
2000-04-28,271467,284751,269083,275895,7242770,1060016.0,261732302.0
2000-05-02,269083,282707,262952,274532,5121980,1054781.0,261732302.0
2000-05-03,275895,285092,275214,275213,4126070,1057399.0,261732302.0
2000-05-04,279301,282707,275214,276235,2938120,1061324.0,261732302.0
2000-05-08,279301,292245,277939,278279,5478600,1069176.0,261732302.0
2000-05-09,276576,276576,270445,272148,2457460,1045621.0,261732302.0
2000-05-10,262611,271808,262611,267720,2684910,1028608.0,261732302.0
2000-05-12,265677,267039,258865,259545,2639520,997200.0,261732302.0
2000-05-15,250690,257502,243197,245580,2428900,943545.0,261732302.0
2000-05-16,245240,255459,242515,250689,2608040,963175.0,261732302.0
2000-05-17,250690,254096,228210,230934,3011250,887273.0,261732302.0
2000-05-18,219013,225485,206410,211860,3305160,813987.0,261732302.0
2000-05-19,208454,221397,205048,220716,3286780,848013.0,261732302.0
2000-05-22,211179,217651,208454,208454,2015160,800901.0,261732302.0
2000-05-23,205048,218672,205048,211860,2983920,813987.0,261732302.0
2000-05-24,208454,243537,208454,241152,7223260,926532.0,261732302.0
2000-05-25,241153,271467,241153,256820,24341880,986731.0,261732302.0
2000-05-26,237066,244900,218332,218331,7448200,838852.0,261732302.0
2000-05-29,185633,216629,185633,191764,34306950,736776.0,261732302.0
2000-05-30,217310,220376,202323,220375,16654210,846704.0,261732302.0
2000-05-31,220376,253415,211179,234000,31305990,899050.0,261732302.0
2000-06-01,230935,240812,213223,213903,13992780,821839.0,261732302.0
2000-06-02,218672,228550,217991,221397,15748110,850630.0,261732302.0
2000-06-05,254437,254437,248646,254436,5621310,977570.0,261732302.0
2000-06-07,292585,292585,292585,292585,742240,1124140.0,261732302.0
2000-06-08,336183,336183,314725,336183,28966780,1291649.0,261732302.0
2000-06-09,320175,374672,307231,367860,39471990,1413354.0,261732302.0
2000-06-12,367860,396472,354236,395109,32129230,1518047.0,261732302.0
2000-06-13,380803,401921,335843,335842,23880290,1290340.0,261732302.0
2000-06-14,349467,385572,320856,346061,64089930,1329600.0,261732302.0
2000-06-15,349467,349467,294288,294288,38705050,1130684.0,261732302.0
2000-06-16,287135,305869,267039,273170,32349310,1049547.0,261732302.0
2000-06-19,273511,288838,260227,260227,22067120,999817.0,261732302.0
2000-06-20,263974,279301,248987,278620,26234570,1070485.0,261732302.0
2000-06-21,273170,296332,266358,266698,35970320,1037000.0,264878710.0
2000-06-22,282026,282707,264655,269082,13774090,1046271.0,264878710.0
2000-06-23,269764,287817,263293,277938,18774950,1080705.0,264878710.0
2000-06-26,280664,284751,276236,279301,10713220,1086003.0,264878710.0
2000-06-27,279301,294969,273170,285432,25124460,1109842.0,264878710.0
2000-06-28,289520,318812,288838,292925,32339920,1138978.0,264878710.0
2000-06-29,292926,294288,273852,277257,15806780,1078056.0,264878710.0
2000-06-30,273852,294969,273170,284069,15079550,1104544.0,264878710.0
2000-07-03,276576,284751,274533,275895,12638320,1072759.0,264878710.0
2000-07-04,278279,281345,263633,264314,12004250,1027729.0,264878710.0
2000-07-05,260908,269083,252734,266358,11275960,1035676.0,264878710.0
2000-07-06,262611,280664,259886,270104,19808490,1060387.0,267436891.0
2000-07-07,282707,299397,278620,284751,44865930,1117886.0,267436891.0
2000-07-10,293607,295651,275895,277938,16277210,1091143.0,267436891.0
2000-07-11,279983,302463,276576,277938,40420920,1091143.0,267436891.0
2000-07-12,278961,281686,264996,265676,15467580,1043004.0,267436891.0
2000-07-13,261590,269764,256140,260908,12579570,1024283.0,267436891.0
2000-07-14,258865,267721,257162,258864,10998420,1016260.0,267436891.0
2000-07-18,255459,261590,236384,244558,9305470,960098.0,267436891.0
2000-07-19,239109,248987,235703,238427,13184550,936029.0,267436891.0
2000-07-20,238428,240131,225144,230934,10180180,906611.0,267436891.0
2000-07-21,239109,241834,231616,232637,8013050,913297.0,267436891.0
2000-07-24,218332,221397,197895,198576,13795150,779579.0,267436891.0
2000-07-25,187336,214245,171668,205048,33168460,804985.0,267436891.0
2000-07-26,194830,211179,189380,198576,25341170,779579.0,267436891.0
2000-07-27,204367,209135,198576,198917,14952420,790253.0,270634729.0
2000-07-28,197555,198236,180183,186314,8818510,740186.0,270634729.0
2000-07-31,177799,183249,170306,179502,14672300,713123.0,270634729.0
2000-08-01,185293,202664,181205,195851,20507510,778075.0,270634729.0
2000-08-02,196873,207092,191424,198235,16043260,787547.0,270634729.0
2000-08-03,207773,211179,199939,210497,9085940,836602.0,270745074.0
2000-08-04,207773,219354,202323,215947,13482400,858262.0,270745074.0
2000-08-07,194148,202323,185293,185292,13468720,736427.0,270745074.0
2000-08-08,190742,193467,187336,189720,9993320,754025.0,270745074.0
2000-08-09,191424,206751,191424,197554,15183080,785161.0,270745074.0
2000-08-10,194489,205048,191424,198576,14453990,789222.0,270745074.0
2000-08-11,198917,205729,193467,197554,11233600,785161.0,270745074.0
2000-08-14,227188,227188,227188,227187,1699640,902935.0,270745074.0
