대한항공(003490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-06,14273,14459,13993,14414,1106880,967781.0,62639520.0
1999-05-07,14554,15673,14460,15208,1908140,1021024.0,62639520.0
1999-05-10,15206,15299,14739,14787,757150,992836.0,62639520.0
1999-05-11,14880,15253,14273,14274,761780,958385.0,62639520.0
1999-05-12,13993,14180,13201,13622,675980,914537.0,62639520.0
1999-05-13,13107,13526,12873,13061,602490,876953.0,62639520.0
1999-05-14,12688,13247,12267,12782,605560,858161.0,62639520.0
1999-05-17,12594,12967,12407,12688,578170,851897.0,62639520.0
1999-05-18,12781,13293,12595,13295,528060,892613.0,62639520.0
1999-05-19,12781,13060,12501,12782,957950,858161.0,62639520.0
1999-05-20,12501,12920,12128,12921,603420,867557.0,62639520.0
1999-05-21,12500,12594,11988,12455,583980,836238.0,62639520.0
1999-05-24,12313,12313,11801,11802,296670,792390.0,62639520.0
1999-05-25,11521,12221,11427,11849,283070,795522.0,62639520.0
1999-05-26,11940,12313,11567,12315,380080,826842.0,62639520.0
1999-05-27,12314,13714,12174,13341,1018250,895745.0,62639520.0
1999-05-28,13060,13387,12874,13341,361870,895745.0,62639520.0
1999-05-31,13293,13713,12873,13061,542540,876953.0,62639520.0
1999-06-01,12594,14086,12594,13901,691420,933329.0,62639520.0
1999-06-02,14180,14553,13806,13901,1376960,933329.0,62639520.0
1999-06-03,14366,14366,13293,13901,605690,933329.0,62639520.0
1999-06-04,13899,15205,13899,15114,1906750,1014760.0,62639520.0
1999-06-07,15766,17352,15299,17352,2160110,1165095.0,62639520.0
1999-06-08,17539,17912,16606,17913,2078290,1202679.0,62639520.0
1999-06-09,17725,17725,15860,15860,1418340,1064872.0,62639520.0
1999-06-10,15953,18239,15580,18240,2431820,1224603.0,62639520.0
1999-06-11,18659,20432,18192,19966,2783820,1340486.0,62639520.0
1999-06-14,19309,19497,18236,18472,945980,1240262.0,62639520.0
1999-06-15,18190,19125,17817,18472,1444930,1240262.0,62639520.0
1999-06-16,18845,19218,17913,18845,1126690,1265318.0,62639520.0
1999-06-17,19218,20756,18564,20477,1827140,1374937.0,62639520.0
1999-06-18,19685,20432,19312,19966,783850,1340486.0,62639520.0
1999-06-21,20150,22949,19964,22951,1650200,1540932.0,62639520.0
1999-06-22,22856,23603,22017,22577,1329760,1515876.0,62639520.0
1999-06-23,22856,23509,22017,22391,1339450,1503348.0,62639520.0
1999-06-24,22856,23135,21923,22017,1259620,1478293.0,62639520.0
1999-06-25,21457,22390,21457,22391,747480,1503348.0,62639520.0
1999-06-28,22577,24163,22203,23324,1309420,1565988.0,62639520.0
1999-06-29,23044,23977,22764,22904,876640,1537800.0,62639520.0
1999-06-30,20524,21924,20524,20991,2707960,1409389.0,62639520.0
1999-07-01,21458,23790,21178,22765,1169660,1528404.0,62639520.0
1999-07-02,22764,23790,22204,22671,1034940,1522140.0,62639520.0
1999-07-05,22671,23883,22577,23883,1214950,1603572.0,62639520.0
1999-07-06,23603,24534,23416,24349,898590,1634891.0,62639520.0
1999-07-07,24443,25189,23976,25189,1078930,1691267.0,62639520.0
1999-07-08,25283,25656,24535,24537,563530,1647419.0,62639520.0
1999-07-09,24536,26122,23603,26123,910570,1753907.0,62639520.0
1999-07-12,27054,27054,25329,25376,838240,1703795.0,62639520.0
1999-07-13,24815,25841,24535,25282,518940,1697531.0,62639520.0
1999-07-14,25283,25283,23323,23324,453140,1565988.0,62639520.0
1999-07-15,22856,23790,22576,23790,595460,1597308.0,62639520.0
1999-07-16,23790,25096,23323,25003,772860,1678739.0,62639520.0
1999-07-19,25654,26401,24721,25936,871620,1741379.0,62639520.0
1999-07-20,25283,26588,25189,25750,521470,1728851.0,62639520.0
1999-07-21,25562,25748,24256,25189,665040,1691267.0,62639520.0
1999-07-22,25050,25283,24163,24537,566060,1647419.0,62639520.0
1999-07-23,24255,24255,21830,22483,492360,1509612.0,62639520.0
1999-07-26,21924,22298,19685,21179,432220,1421917.0,62639520.0
1999-07-27,21876,24348,20989,24349,573550,1634891.0,62639520.0
1999-07-28,23604,24722,23604,23790,730350,1597308.0,62639520.0
1999-07-29,23790,24723,23743,24631,499120,1653683.0,62639520.0
1999-07-30,24536,24629,22950,23185,440940,1556592.0,62639520.0
1999-08-02,21551,23977,21551,23185,905740,1556592.0,62639520.0
1999-08-03,22250,23323,22018,22297,724830,1497085.0,62639520.0
1999-08-04,22763,22949,22204,22204,440390,1490821.0,62639520.0
1999-08-05,21551,22204,20804,21318,355930,1431313.0,62639520.0
1999-08-06,20898,21643,20431,20805,232790,1396861.0,62639520.0
1999-08-09,20989,21596,20524,21271,297560,1428181.0,62639520.0
1999-08-10,20804,21642,20804,21644,233170,1453237.0,62639520.0
1999-08-11,21549,22203,21317,22017,310110,1478293.0,62639520.0
1999-08-12,22017,22948,21736,22017,222720,1478293.0,62639520.0
1999-08-13,21737,22017,20617,21038,316790,1412521.0,62639520.0
1999-08-16,20524,22297,20524,21458,435240,1440709.0,62639520.0
1999-08-17,21456,22017,20524,21271,575450,1428181.0,62639520.0
1999-08-18,20897,21269,20524,20711,267400,1390597.0,62639520.0
1999-08-19,20524,21129,20338,20617,378640,1384333.0,62639520.0
1999-08-20,20338,20524,20057,20525,268660,1378069.0,62639520.0
1999-08-23,20478,21176,20103,21132,442420,1418785.0,62639520.0
1999-08-24,21271,22110,21131,21458,543650,1440709.0,62639520.0
1999-08-25,21551,24676,21458,24258,1142800,1628628.0,62639520.0
1999-08-26,24162,24162,23042,23603,414330,1584780.0,62639520.0
1999-08-27,22856,23975,22203,22857,757880,1534668.0,62639520.0
1999-08-30,22856,22856,22203,22391,244380,1503348.0,62639520.0
1999-08-31,22018,22809,21643,21924,307190,1472029.0,62639520.0
1999-09-01,21924,22111,21085,21179,342170,1421917.0,62639520.0
1999-09-02,20572,21738,19591,21179,360380,1421917.0,62639520.0
1999-09-03,20758,21178,20150,20805,542710,1396861.0,62639520.0
1999-09-06,20524,21642,20524,21271,681090,1428181.0,62639520.0
1999-09-07,21456,23182,21456,22951,674270,1540932.0,62639520.0
1999-09-08,22390,23043,22109,22391,409850,1503348.0,62639520.0
1999-09-09,22390,22763,22110,22204,525070,1490821.0,62639520.0
1999-09-10,22204,23230,22204,23045,544130,1547196.0,62639520.0
1999-09-13,24162,24162,23136,23417,442250,1572252.0,62639520.0
1999-09-14,23417,23417,22391,22671,487320,1522140.0,62639520.0
1999-09-15,22203,22763,21689,22017,195950,1478293.0,62639520.0
1999-09-16,21504,21877,20898,21179,594810,1421917.0,62639520.0
1999-09-17,20150,21456,20150,21365,316320,1434445.0,62639520.0
1999-09-20,21551,22110,20711,20759,263590,1393729.0,62639520.0
1999-09-21,21084,21877,20991,21365,538750,1434445.0,62639520.0
1999-09-22,21225,21225,20618,20805,238320,1396861.0,62639520.0
1999-09-27,20804,20897,19590,19779,378120,1327958.0,62639520.0
1999-09-28,19125,19684,18192,18566,1506000,1246526.0,62639520.0
1999-09-29,18378,18566,16466,16794,940860,1127511.0,62639520.0
1999-09-30,16791,17539,16046,16326,1373660,1096192.0,62639520.0
1999-10-01,16139,16700,14973,15954,1335970,1071136.0,62639520.0
1999-10-04,15580,16233,14088,14088,1795980,945857.0,62639520.0
1999-10-05,13526,13620,11987,11989,5509970,804918.0,62639520.0
1999-10-06,12126,13525,11240,13528,4107710,908273.0,62639520.0
1999-10-07,13854,14739,13247,14368,2697290,964649.0,62639520.0
1999-10-08,14320,15253,13807,14274,2301260,958385.0,62639520.0
1999-10-11,14368,14880,13993,14368,1178040,964649.0,62639520.0
1999-10-12,14088,14647,14088,14647,953890,983440.0,62639520.0
1999-10-13,14646,15579,14320,15393,1508820,1033552.0,62639520.0
1999-10-14,15112,15766,15065,15253,774610,1024156.0,62639520.0
1999-10-15,15206,15579,14833,15208,659120,1021024.0,62639520.0
1999-10-18,14460,15019,14274,14740,541420,989704.0,62639520.0
1999-10-19,14926,15206,14180,14553,494800,977177.0,62639520.0
1999-10-20,14739,14833,14274,14507,942600,974045.0,62639520.0
1999-10-21,14739,14786,14273,14274,603720,958385.0,62639520.0
1999-10-22,14088,14368,13900,14088,575250,945857.0,62639520.0
1999-10-25,14087,14087,12780,13248,347410,889481.0,62639520.0
1999-10-26,12594,14553,12594,14553,614240,977177.0,62639520.0
1999-10-27,14367,15112,14274,14460,562110,970913.0,62639520.0
1999-10-28,14181,15019,13993,14927,693380,1002232.0,62639520.0
1999-10-29,15486,15674,14647,14647,664220,983440.0,62639520.0
1999-11-01,15020,16139,14647,15860,1252700,1064872.0,62639520.0
1999-11-02,15580,16792,15112,15860,1721950,1064872.0,62639520.0
1999-11-03,15673,15766,14647,15114,1828220,1014760.0,62639520.0
1999-11-04,14833,15392,14739,15114,1743250,1014760.0,62639520.0
1999-11-05,15579,16232,15205,15393,2319570,1033552.0,62639520.0
1999-11-08,15345,16513,15113,16046,1697580,1077400.0,62639520.0
1999-11-09,16419,17258,16325,16979,1660160,1140039.0,62639520.0
1999-11-10,17072,17072,16371,16606,1102760,1114983.0,62639520.0
1999-11-11,16605,17212,16511,16606,1030420,1114983.0,62639520.0
1999-11-12,16792,17165,15486,16139,954180,1083664.0,62639520.0
1999-11-15,16139,16325,15392,15487,938240,1039816.0,62639520.0
1999-11-16,15674,16139,15580,15720,1228740,1055476.0,62639520.0
1999-11-17,15860,16140,14274,14320,1338970,961517.0,62639520.0
1999-11-18,14040,14832,13993,14553,1031240,977177.0,62639520.0
1999-11-19,14739,15812,14553,15487,1249840,1039816.0,62639520.0
1999-11-22,14925,15673,14647,14740,1176900,989704.0,62639520.0
1999-11-23,14925,15065,14554,14600,465840,980308.0,62639520.0
1999-11-24,14460,14460,13993,13995,524710,939593.0,62639520.0
1999-11-25,13620,14599,13060,13061,997180,876953.0,62639520.0
1999-11-26,13667,13667,12408,12502,1227010,839370.0,62639520.0
1999-11-29,12781,13060,12313,12873,541820,864425.0,62639520.0
1999-11-30,13526,14786,13434,14787,835980,992836.0,62639520.0
1999-12-01,15018,16139,14926,15393,1545210,1033552.0,62639520.0
1999-12-02,15766,15766,15160,15487,858590,1039816.0,62639520.0
1999-12-03,15673,16325,15673,16326,1198560,1096192.0,62639520.0
1999-12-06,16325,16466,15486,15860,696980,1064872.0,62639520.0
1999-12-07,15673,15766,13526,14927,854970,1002232.0,62639520.0
1999-12-08,13993,16418,13713,16139,1044990,1083664.0,62639520.0
1999-12-09,15860,17912,15393,15860,1275670,1064872.0,62639520.0
1999-12-10,17259,18004,16418,17539,1381180,1177623.0,62639520.0
1999-12-13,17865,17912,16979,17073,1061250,1146303.0,62639520.0
1999-12-14,17073,18005,16513,16933,1048730,1136907.0,62639520.0
1999-12-15,16932,17119,15860,16373,401570,1099324.0,62639520.0
1999-12-16,15859,16652,15766,16139,485700,1083664.0,62639520.0
1999-12-17,15861,16419,15767,16233,441120,1089928.0,62639520.0
1999-12-20,16605,16652,15953,16046,405700,1077400.0,62639520.0
1999-12-21,15626,16045,14553,14553,588790,977177.0,62639520.0
1999-12-22,14180,14599,13620,14274,686930,958385.0,62639520.0
1999-12-23,12174,13341,12174,12175,5477370,817446.0,62639520.0
1999-12-24,12034,12034,10727,10915,5913830,732882.0,62639520.0
1999-12-27,11148,11382,10448,10449,2435750,701563.0,62639520.0
1999-12-28,10168,11987,9244,11989,2871900,804918.0,62639520.0
2000-01-04,10471,11547,10471,11548,2247400,739146.0,62639520.0
2000-01-05,11352,12819,10862,12821,2645080,820578.0,62639520.0
2000-01-06,12721,12721,11057,11352,1862150,726618.0,62639520.0
2000-01-07,11742,11987,11155,11743,1593500,751674.0,62639520.0
2000-01-10,11546,11938,11401,11500,1043950,736014.0,62639520.0
2000-01-11,11351,11841,11303,11548,1234510,739146.0,62639520.0
2000-01-12,11351,11449,10862,10863,882660,695299.0,62639520.0
2000-01-13,10666,11254,10666,11205,834680,717223.0,62639520.0
2000-01-14,11646,11646,10813,10911,767130,698431.0,62639520.0
2000-01-17,10665,10764,10079,10520,962490,673375.0,62639520.0
2000-01-18,10274,10471,9932,9982,991200,638923.0,62639520.0
2000-01-19,9884,9981,8905,9003,1318060,576284.0,62639520.0
2000-01-20,8610,8904,8219,8406,1090070,538073.0,62639520.0
2000-01-21,8524,9286,8220,8515,1547900,544964.0,62639520.0
2000-01-24,8327,8796,8327,8416,1354630,538700.0,62639520.0
2000-01-25,8318,8338,8122,8124,796140,519908.0,62639520.0
2000-01-26,8171,8532,7975,8367,1107040,535568.0,62639520.0
2000-01-27,8435,9316,8367,9249,1392730,591943.0,62639520.0
2000-01-28,9296,9433,8953,9140,925730,585053.0,62639520.0
2000-01-31,8953,9384,8709,9297,922460,595075.0,62639520.0
2000-02-01,9688,10421,9502,10374,1978000,663979.0,62639520.0
2000-02-02,10372,10911,9882,10520,1496410,673375.0,62639520.0
2000-02-03,10520,10764,10275,10276,702530,657715.0,62639520.0
2000-02-07,10080,10666,9884,10276,1386450,657715.0,62639520.0
2000-02-08,10079,10471,9932,10374,754430,663979.0,62639520.0
2000-02-09,10276,10520,9884,9933,1042250,635791.0,62639520.0
2000-02-10,9785,9785,8836,9111,1234130,583174.0,62639520.0
2000-02-11,8816,9296,8562,8778,1373570,561876.0,62639520.0
2000-02-14,8367,9100,8367,8426,959600,539326.0,62639520.0
2000-02-15,8464,8767,8337,8426,774600,539326.0,62639520.0
2000-02-16,8465,8660,8327,8642,849780,553107.0,62639520.0
2000-02-17,8640,8954,8475,8935,997720,571899.0,62639520.0
2000-02-18,8808,8876,8416,8485,866220,543085.0,62639520.0
2000-02-21,8357,8416,7936,7976,640910,510512.0,62639520.0
2000-02-22,8025,8189,7573,7731,636120,494852.0,62639520.0
2000-02-23,7829,8846,7790,8515,1207080,544964.0,62639520.0
2000-02-24,8025,8465,7838,7877,754410,504248.0,62639520.0
2000-02-25,7730,8113,7633,7848,639000,502369.0,62639520.0
2000-02-28,7721,8025,7534,7535,860830,482324.0,62639520.0
2000-02-29,8120,8199,7583,7585,884200,485456.0,62639520.0
2000-03-02,7926,8318,7682,8025,2097070,513644.0,62639520.0
2000-03-03,8025,8073,7691,7751,1043270,496105.0,62639520.0
2000-03-06,8025,8562,7778,8367,2132440,535568.0,62639520.0
2000-03-07,8368,8994,8142,8573,2093880,548722.0,62639520.0
2000-03-08,8308,8533,8229,8416,1171650,538700.0,62639520.0
2000-03-09,8905,8983,8562,8612,1852960,551228.0,62639520.0
2000-03-10,8708,8787,8337,8367,1137530,535568.0,62639520.0
2000-03-13,8220,8651,8043,8112,1185530,519282.0,62639520.0
2000-03-14,8025,8211,7829,7898,772140,505501.0,62639520.0
2000-03-15,7671,7974,7671,7829,825300,501116.0,62639520.0
2000-03-16,8328,8504,7975,8221,3026390,526172.0,62639520.0
2000-03-17,8807,8807,8367,8416,2156370,538700.0,62639520.0
2000-03-20,8278,8709,8083,8378,1241390,536194.0,62639520.0
2000-03-21,8376,8701,8318,8612,1479230,551228.0,62639520.0
2000-03-22,8785,9490,8620,9395,2977420,601339.0,62639520.0
2000-03-23,9296,9776,9041,9042,1718040,578789.0,62639520.0
2000-03-24,9491,9491,9159,9463,1616190,605724.0,62639520.0
2000-03-27,9785,10569,9697,10079,2555110,645187.0,62639520.0
2000-03-28,9883,10224,9638,9884,1604720,632659.0,62639520.0
2000-03-29,10080,11351,9982,11059,5339710,707827.0,62639520.0
2000-03-30,11450,11547,10863,11059,3590640,707827.0,62639520.0
2000-03-31,10863,11058,10275,10276,1495950,657715.0,62639520.0
2000-04-03,10177,10912,10080,10471,1405800,670243.0,62639520.0
2000-04-04,10177,10911,10177,10716,1181540,685903.0,62639520.0
2000-04-06,10715,10862,10177,10227,781000,654583.0,62639520.0
2000-04-07,10276,10716,10226,10570,1140670,676507.0,62639520.0
2000-04-10,10666,11449,10471,11450,1725590,732882.0,62639520.0
2000-04-11,11449,11841,10764,10766,1790200,689035.0,62639520.0
2000-04-12,10616,11253,10616,11254,1463080,720354.0,62639520.0
2000-04-14,10961,11401,10813,11303,812900,723486.0,62639520.0
2000-04-17,10079,10568,9638,9787,1045700,626395.0,62639520.0
2000-04-18,10764,10764,9933,10227,1014570,688004.0,65837695.0
2000-04-19,10421,10715,10226,10374,1062310,697880.0,65837695.0
2000-04-20,10275,10569,10080,10471,975790,704463.0,65837695.0
2000-04-21,10519,11058,10372,10863,849430,730798.0,65837695.0
2000-04-24,10959,10959,10519,10520,685650,707755.0,65837695.0
2000-04-25,10324,10667,10276,10570,414570,711047.0,65837695.0
2000-04-26,10666,10763,9932,10079,558130,678128.0,65837695.0
2000-04-27,9784,10079,9393,9777,772940,657719.0,65837695.0
2000-04-28,9589,9980,9589,9982,729190,671544.0,65837695.0
2000-05-02,9785,9981,9737,9767,559970,657060.0,65837695.0
2000-05-03,9639,9639,9393,9590,321850,645209.0,65837695.0
2000-05-04,9403,9511,9296,9366,460560,630067.0,65837695.0
2000-05-08,9296,9492,9111,9198,655230,618874.0,65837695.0
2000-05-09,9198,9247,8767,8906,1180350,599123.0,65837695.0
2000-05-10,8709,8856,8435,8494,2130260,571471.0,65837695.0
2000-05-12,8512,8561,7876,7947,1674880,534602.0,65837695.0
2000-05-15,7633,7810,6900,6900,1326660,464156.0,65837695.0
2000-05-16,6859,7132,6800,6949,1605670,467448.0,65837695.0
2000-05-17,6938,6948,6116,6165,1819070,414777.0,65837695.0
2000-05-18,5871,5968,5685,5872,1252740,395026.0,65837695.0
2000-05-19,5822,5950,5558,5891,1110560,396343.0,65837695.0
2000-05-22,5725,5822,5402,5402,736280,363424.0,65837695.0
2000-05-23,5186,5724,5186,5480,1048670,368691.0,65837695.0
2000-05-24,5432,6263,5411,6008,1630170,404243.0,65837695.0
2000-05-25,6263,6909,6252,6910,2292900,464814.0,65837695.0
2000-05-26,6743,6850,6263,6263,1161350,421361.0,65837695.0
2000-05-29,5978,6655,5902,6547,798300,440454.0,65837695.0
2000-05-30,6664,7193,6664,6900,1407460,464156.0,65837695.0
2000-05-31,7241,7368,6957,6958,1287430,468106.0,65837695.0
2000-06-01,6899,6947,6704,6753,926470,454280.0,65837695.0
2000-06-02,6976,7124,6723,6900,1027780,464156.0,65837695.0
2000-06-05,7144,7868,7047,7869,2379380,529335.0,65837695.0
2000-06-07,7741,8297,7485,8112,2544780,545794.0,65837695.0
2000-06-08,8025,8171,7438,7486,1796000,503658.0,65837695.0
2000-06-09,7633,8025,7261,7731,1931320,520118.0,65837695.0
2000-06-12,7731,8308,7584,8025,1782890,539869.0,65837695.0
2000-06-13,7729,7886,7436,7437,913560,500366.0,65837695.0
2000-06-14,7436,7583,7143,7340,684620,493783.0,65837695.0
2000-06-15,7338,7338,6947,6949,1175040,467448.0,65837695.0
2000-06-16,7046,7339,7006,7291,1490560,490491.0,65837695.0
2000-06-19,6849,7289,6840,6949,820440,467448.0,65837695.0
2000-06-20,7055,7231,6968,7144,872530,480615.0,65837695.0
2000-06-21,7397,7798,7192,7321,1450660,492466.0,65837695.0
2000-06-22,7417,7681,7172,7330,855600,493124.0,65837695.0
2000-06-23,7231,7614,7095,7516,1688640,505633.0,65837695.0
2000-06-26,7731,8171,7593,8124,2042560,546453.0,65837695.0
2000-06-27,8219,9296,8219,9297,4091390,625458.0,65837695.0
2000-06-28,9490,9687,9001,9395,3422640,632042.0,65837695.0
2000-06-29,9297,9444,8759,8935,1753190,601098.0,65837695.0
2000-06-30,8905,9248,8572,9054,1407470,608999.0,65837695.0
2000-07-03,9003,9395,9003,9346,1141710,628750.0,65837695.0
2000-07-04,9297,9443,8709,8799,802730,591881.0,65837695.0
2000-07-05,8797,9101,8512,9102,810040,612291.0,65837695.0
2000-07-06,9110,10129,9101,9836,2451170,661669.0,65837695.0
2000-07-07,9785,10471,9746,10227,1789950,688004.0,65837695.0
2000-07-10,10274,10372,9833,9982,1335550,671544.0,65837695.0
2000-07-11,10177,10665,9833,9884,2257220,664961.0,65837695.0
2000-07-12,10177,10177,9521,9688,1123570,651793.0,65837695.0
2000-07-13,9688,9980,9491,9884,1055200,664961.0,65837695.0
2000-07-14,9933,9981,9491,9493,699710,638626.0,65837695.0
2000-07-18,9296,9483,8955,9091,744590,611632.0,65837695.0
2000-07-19,8905,9003,8709,8770,622310,589906.0,65837695.0
2000-07-20,8525,8993,8436,8710,908820,585955.0,65837695.0
2000-07-21,9092,9092,8719,8828,688380,593856.0,65837695.0
2000-07-24,8612,8797,8465,8485,524520,570813.0,65837695.0
2000-07-25,8337,8709,8220,8544,609200,574763.0,65837695.0
2000-07-26,8318,9052,8318,9003,618640,605707.0,65837695.0
2000-07-27,8817,8943,8639,8799,710830,591881.0,65837695.0
2000-07-28,8572,8778,8572,8622,580290,580030.0,65837695.0
2000-07-31,8610,8709,8269,8680,568240,583980.0,65837695.0
2000-08-01,8757,8944,8620,8885,498050,597806.0,65837695.0
2000-08-02,8689,8876,8544,8710,764460,585955.0,65837695.0
2000-08-03,8709,8808,8562,8710,601270,585955.0,65837695.0
2000-08-04,8621,8709,8416,8416,291350,566204.0,65837695.0
2000-08-07,8269,8484,8025,8025,355350,539869.0,65837695.0
2000-08-08,8023,8189,7827,7829,299970,526702.0,65837695.0
2000-08-09,7925,8953,7925,8857,1253890,595831.0,65837695.0
2000-08-10,8728,9062,8434,9003,951480,605707.0,65837695.0
2000-08-11,8797,9171,8709,9121,744300,613607.0,65837695.0
2000-08-14,9237,9315,8856,8926,810970,600440.0,65837695.0
2000-08-16,8808,9394,8640,9082,1632830,610974.0,65837695.0
2000-08-17,8807,8992,8758,8906,739690,599123.0,65837695.0
2000-08-18,8904,9002,8523,8553,652600,575421.0,65837695.0
2000-08-21,8318,8465,8133,8153,468740,548428.0,65837695.0
2000-08-22,8170,8367,8170,8172,502430,549745.0,65837695.0
2000-08-23,8416,8416,8025,8035,521680,540527.0,65837695.0
2000-08-24,8033,8054,7691,7781,1377730,523410.0,65837695.0
2000-08-25,7829,7906,7691,7781,584750,523410.0,65837695.0
2000-08-28,7829,7857,7702,7741,586870,520776.0,65837695.0
2000-08-29,7653,8269,7653,8124,700920,546453.0,65837695.0
2000-08-30,8180,8200,7886,7917,516070,532627.0,65837695.0
2000-08-31,7877,7916,7506,7721,492850,519459.0,65837695.0
