SK가스(018670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-07,14428,14712,13763,13766,62560,116087.0,8006000.0
1999-04-08,13859,14047,13478,13956,82370,117688.0,8006000.0
1999-04-09,14047,14428,13763,14050,63210,118489.0,8006000.0
1999-04-12,14047,14047,13572,13909,28580,117288.0,8006000.0
1999-04-13,14428,15566,14285,14715,193110,124093.0,8006000.0
1999-04-14,14808,15282,14522,14715,48990,124093.0,8006000.0
1999-04-15,14808,15092,14428,15095,160220,127295.0,8006000.0
1999-04-16,14997,15520,14238,14715,98160,124093.0,8006000.0
1999-04-19,14428,14997,14428,14810,61160,124894.0,8006000.0
1999-04-20,14854,15660,14854,15095,145320,127295.0,8006000.0
1999-04-21,12861,15376,12861,15189,111670,128096.0,8006000.0
1999-04-22,15376,15376,14428,14620,44710,123292.0,8006000.0
1999-04-23,14522,15139,14428,14715,60830,124093.0,8006000.0
1999-04-26,14808,15092,14428,14904,89150,125694.0,8006000.0
1999-04-27,15186,15566,14808,15570,137440,131298.0,8006000.0
1999-04-28,15852,16515,15092,16233,146920,136903.0,8006000.0
1999-04-29,16327,17371,16136,16139,204930,136102.0,8006000.0
1999-04-30,16610,16610,15660,15997,77650,134901.0,8006000.0
1999-05-03,15993,17513,15993,17277,129900,145709.0,8006000.0
1999-05-04,17750,18319,17560,18133,183130,152915.0,8006000.0
1999-05-06,18130,18605,17560,18133,437400,152915.0,8006000.0
1999-05-07,18986,19837,18319,18986,201830,160120.0,8006000.0
1999-05-10,19363,20219,18793,20031,173700,168927.0,8006000.0
1999-05-11,20408,21074,19460,19461,161500,164123.0,8006000.0
1999-05-12,19080,19363,16659,19178,122860,161721.0,8006000.0
1999-05-13,19174,19460,16327,18038,105590,152114.0,8006000.0
1999-05-14,15709,17940,15709,17089,79570,144108.0,8006000.0
1999-05-17,17086,17086,16136,16139,25080,136102.0,8006000.0
1999-05-18,15709,16515,15614,16044,26510,135301.0,8006000.0
1999-05-19,18036,18367,15947,16565,44580,139705.0,8006000.0
1999-05-20,16515,16515,15661,16044,30820,135301.0,8006000.0
1999-05-21,15234,16041,15186,15759,25770,132900.0,8006000.0
1999-05-24,15186,15566,15045,15570,22600,131298.0,8006000.0
1999-05-25,15566,16327,15424,16139,18580,136102.0,8006000.0
1999-05-26,16136,16610,16041,16615,32300,140105.0,8006000.0
1999-05-27,16753,16896,16231,16520,77660,139304.0,8006000.0
1999-05-28,16515,16801,15947,16520,38360,139304.0,8006000.0
1999-05-31,16990,16990,16231,16328,72800,137703.0,8006000.0
1999-06-01,16231,16515,15947,16233,31390,136903.0,8006000.0
1999-06-02,16136,17086,15947,16803,73910,141706.0,8006000.0
1999-06-03,16801,18414,16801,17611,150820,148511.0,8006000.0
1999-06-04,17940,19174,17798,18749,180130,158118.0,8006000.0
1999-06-07,21263,21263,19648,19936,219950,168126.0,8006000.0
1999-06-08,20408,20741,19554,19748,143610,166525.0,8006000.0
1999-06-09,19743,19743,18842,18986,96840,160120.0,8006000.0
1999-06-10,18605,19363,18273,18274,94980,154116.0,8006000.0
1999-06-11,18793,19174,18224,18607,51280,156918.0,8006000.0
1999-06-14,18224,18273,17560,18133,39540,152915.0,8006000.0
1999-06-15,18890,18890,17655,18133,34160,164808.0,8628665.0
1999-06-16,17086,18319,17086,18038,28710,163945.0,8628665.0
1999-06-17,18367,18605,17940,18133,42000,164808.0,8628665.0
1999-06-18,18130,18367,17560,18038,30070,163945.0,8628665.0
1999-06-21,18036,18511,17560,17752,83270,161356.0,8628665.0
1999-06-22,17750,18986,17276,18986,222770,172573.0,8628665.0
1999-06-23,19080,19460,18605,18798,44160,170848.0,8628665.0
1999-06-24,18986,19268,18462,18703,42650,169985.0,8628665.0
1999-06-25,18510,18793,18224,18703,32330,169985.0,8628665.0
1999-06-28,18319,19363,18319,18703,50500,169985.0,8628665.0
1999-06-29,18699,19363,18414,18986,53060,172573.0,8628665.0
1999-06-30,18890,20124,18605,19748,94190,179476.0,8628665.0
1999-07-01,19174,22308,19174,21170,159800,192419.0,8628665.0
1999-07-02,20882,22021,20882,21266,109940,193282.0,8628665.0
1999-07-05,21548,22213,20646,21028,67350,191125.0,8628665.0
1999-07-06,20976,20976,20124,20649,37330,187673.0,8628665.0
1999-07-07,20408,21074,19837,20649,53680,187673.0,8628665.0
1999-07-08,20976,22545,20408,21266,261330,193282.0,8628665.0
1999-07-09,21643,21738,20741,21266,44790,193282.0,8628665.0
1999-07-12,21738,22783,21358,21361,117810,194145.0,8628665.0
1999-07-13,21832,21832,20882,21361,59160,194145.0,8628665.0
1999-07-14,21453,21738,20408,20981,65280,190693.0,8628665.0
1999-07-15,20693,22783,19933,22310,123320,202774.0,8628665.0
1999-07-16,22308,22783,21832,22405,69310,203636.0,8628665.0
1999-07-19,24966,24966,22402,24493,242250,222620.0,8628665.0
1999-07-20,24631,27529,23920,25442,150680,231248.0,8628665.0
1999-07-21,24966,25154,23920,25158,84680,228660.0,8628665.0
1999-07-22,24681,24681,23446,23449,30280,213128.0,8628665.0
1999-07-23,23257,24016,22117,22310,36000,202774.0,8628665.0
1999-07-26,21832,22213,21263,21835,54150,198459.0,8628665.0
1999-07-27,21453,24681,21453,22784,47920,207088.0,8628665.0
1999-07-28,21548,23731,21548,23734,21890,215717.0,8628665.0
1999-07-29,22783,24681,22783,24683,47160,224345.0,8628665.0
1999-07-30,23731,24681,23257,24683,37570,224345.0,8628665.0
1999-08-02,24207,24207,23399,23639,12600,214854.0,8628665.0
1999-08-03,22783,24207,22783,24208,59880,220031.0,8628665.0
1999-08-04,23825,24586,23541,24208,23570,220031.0,8628665.0
1999-08-05,23446,23541,22213,23258,28420,211402.0,8628665.0
1999-08-06,22308,23494,22308,22784,5510,207088.0,8628665.0
1999-08-09,22877,22877,22308,22784,8860,207088.0,8628665.0
1999-08-10,22308,22686,21832,22500,7420,204499.0,8628665.0
1999-08-11,22308,22496,21643,21788,24030,198028.0,8628665.0
1999-08-12,21832,21832,21358,21361,18860,194145.0,8628665.0
1999-08-13,21832,21832,21074,21361,64490,194145.0,8628665.0
1999-08-16,21358,22308,21358,21361,8100,194145.0,8628665.0
1999-08-17,20976,21358,20219,20601,17630,187242.0,8628665.0
1999-08-18,19648,19933,18036,19936,12960,181202.0,8628665.0
1999-08-19,19080,20408,18986,19936,27510,181202.0,8628665.0
1999-08-20,19363,20503,19363,20316,25620,184653.0,8628665.0
1999-08-23,20408,20882,17322,20080,12470,182496.0,8628665.0
1999-08-24,20882,20882,18986,20743,76660,188536.0,8628665.0
1999-08-25,20837,20837,19317,20411,81510,185516.0,8628665.0
1999-08-26,20788,20788,19363,19604,90680,178182.0,8628665.0
1999-08-27,19460,19933,18510,19319,41190,175593.0,8628665.0
1999-08-30,18414,19886,18414,19461,42730,176888.0,8628665.0
1999-08-31,19933,20124,19268,19936,26080,181202.0,8628665.0
1999-09-01,19460,19648,18890,18986,21570,172573.0,8628665.0
1999-09-02,18319,18511,17750,18323,64750,166533.0,8628665.0
1999-09-03,18036,18224,17560,18038,25260,163945.0,8628665.0
1999-09-06,18036,18036,17608,17943,9770,163082.0,8628665.0
1999-09-07,18036,18699,17845,18323,39630,166533.0,8628665.0
1999-09-08,18699,20219,18511,18892,201950,171710.0,8628665.0
1999-09-09,19837,19837,18605,18798,49420,170848.0,8628665.0
1999-09-10,18699,19174,18510,18703,144230,169985.0,8628665.0
1999-09-13,18699,19317,18699,18703,47380,169985.0,8628665.0
1999-09-14,18793,18986,18699,18703,24320,169985.0,8628665.0
1999-09-15,18319,18842,18319,18607,27690,169122.0,8628665.0
1999-09-16,18224,18890,18130,18323,22140,166533.0,8628665.0
1999-09-17,17845,18414,17371,18323,24510,166533.0,8628665.0
1999-09-20,18036,18793,17750,18133,22470,164808.0,8628665.0
1999-09-21,17940,18511,17845,18133,34980,164808.0,8628665.0
1999-09-22,18130,18890,17845,18892,148490,171710.0,8628665.0
1999-09-27,18842,18936,18273,18417,35330,167396.0,8628665.0
1999-09-28,18130,18511,17940,18417,33730,167396.0,8628665.0
1999-09-29,18130,18605,17655,17943,44390,163082.0,8628665.0
1999-09-30,18036,18511,17655,17849,70590,162219.0,8628665.0
1999-10-01,17940,17940,17086,17849,73200,162219.0,8628665.0
1999-10-04,17750,18414,17560,18227,37170,165670.0,8628665.0
1999-10-05,17940,18036,17086,17563,17690,159630.0,8628665.0
1999-10-06,17133,17560,14997,17563,32080,159630.0,8628665.0
1999-10-07,16801,17750,16801,17468,13210,158767.0,8628665.0
1999-10-08,17465,18036,17181,17183,33940,156179.0,8628665.0
1999-10-11,17465,17560,17086,17183,28090,156179.0,8628665.0
1999-10-12,17322,17655,17086,17658,39740,160493.0,8628665.0
1999-10-13,18036,18036,17086,17136,66160,155747.0,8628665.0
1999-10-14,17560,18699,17371,18227,76670,165670.0,8628665.0
1999-10-15,18414,18511,17655,18227,31470,165670.0,8628665.0
1999-10-18,16327,17702,16327,17089,21880,155316.0,8628665.0
1999-10-19,17086,17560,17038,17089,67680,155316.0,8628665.0
1999-10-20,17086,17560,17086,17373,17570,157905.0,8628665.0
1999-10-21,17560,17655,16990,17183,16380,156179.0,8628665.0
1999-10-22,17086,17418,16705,16898,8930,153590.0,8628665.0
1999-10-25,17276,17276,15947,16044,10700,145824.0,8628665.0
1999-10-26,15661,16421,15661,16328,13230,148413.0,8628665.0
1999-10-27,15660,16515,15660,16520,11550,150139.0,8628665.0
1999-10-28,15852,16753,15852,16520,6780,150139.0,8628665.0
1999-10-29,16896,16896,16231,16615,36180,151002.0,8628665.0
1999-11-01,16990,17371,16515,16898,849390,153590.0,8628665.0
1999-11-02,17322,17845,17086,17183,142360,156179.0,8628665.0
1999-11-03,17371,17371,16705,16852,42160,153159.0,8628665.0
1999-11-04,16848,17560,16801,17563,109250,159630.0,8628665.0
1999-11-05,17940,18605,17655,18607,142420,169122.0,8628665.0
1999-11-08,18036,18462,17750,17849,80120,162219.0,8628665.0
1999-11-09,17845,17940,17560,17563,134890,159630.0,8628665.0
1999-11-10,17845,17940,17086,17327,79540,157473.0,8628665.0
1999-11-11,17371,17560,17181,17277,83800,157042.0,8628665.0
1999-11-12,17086,17371,16705,17089,103520,155316.0,8628665.0
1999-11-15,17086,17086,16327,16520,51450,150139.0,8628665.0
1999-11-16,16136,16990,15757,16233,59360,147550.0,8628665.0
1999-11-17,15852,15947,13953,15189,132890,138059.0,8628665.0
1999-11-18,14522,15186,14238,15000,27040,136333.0,8628665.0
1999-11-19,15947,15947,15186,15380,106390,139784.0,8628665.0
1999-11-22,15852,15947,15376,15616,48340,141942.0,8628665.0
1999-11-23,15661,16041,15566,15616,57550,141942.0,8628665.0
1999-11-24,14712,15661,14712,14904,20010,135470.0,8628665.0
1999-11-25,14238,14902,14047,14525,45190,132019.0,8628665.0
1999-11-26,14333,14712,13667,13672,37420,124253.0,8628665.0
1999-11-29,13384,13384,12244,13005,108820,118213.0,8628665.0
1999-11-30,13004,13572,12813,12816,46010,116487.0,8628665.0
1999-12-01,13763,13763,12909,12911,37470,117350.0,8628665.0
1999-12-02,12909,13287,12814,12911,33410,117350.0,8628665.0
1999-12-03,13287,13287,12482,12626,63530,114761.0,8628665.0
1999-12-06,12433,12766,12149,12152,35060,110447.0,8628665.0
1999-12-07,11864,11958,10914,10918,60770,99230.0,8628665.0
1999-12-08,10914,10914,10061,10253,77500,93190.0,8628665.0
1999-12-09,10393,11058,9965,10964,106670,99661.0,8628665.0
1999-12-10,12576,12576,11958,12578,113770,114330.0,8628665.0
1999-12-13,13241,13241,12244,12578,141850,114330.0,8628665.0
1999-12-14,12528,13763,12528,13386,135940,121664.0,8628665.0
1999-12-15,13716,13716,11864,12626,70930,114761.0,8628665.0
1999-12-16,12528,12624,11958,12152,39610,110447.0,8628665.0
1999-12-17,12149,12528,11389,11771,44270,106995.0,8628665.0
1999-12-20,11770,12149,11676,11771,62570,106995.0,8628665.0
1999-12-21,11864,11864,10536,11013,42070,100093.0,8628665.0
1999-12-22,11058,11200,10061,10538,31200,95778.0,8628665.0
1999-12-23,10487,10820,10202,10253,54400,93190.0,8628665.0
1999-12-24,11389,11389,10250,10348,68010,94052.0,8628665.0
1999-12-27,10914,11008,10582,11013,49970,100093.0,8628665.0
1999-12-28,10631,11389,10631,11394,47090,103544.0,8628665.0
2000-01-04,10439,11200,10439,10918,23110,99230.0,8628665.0
2000-01-05,10631,10868,10156,10443,71680,94915.0,8628665.0
2000-01-06,10726,10868,10156,10253,34910,93190.0,8628665.0
2000-01-07,10250,10914,10013,10681,32680,97072.0,8628665.0
2000-01-10,10726,11008,10439,10823,38270,98367.0,8628665.0
2000-01-11,10820,10914,10156,10158,190080,92327.0,8628665.0
2000-01-12,10439,10631,10202,10253,40170,93190.0,8628665.0
2000-01-13,10536,10914,10250,10727,42050,97504.0,8628665.0
2000-01-14,10914,11864,10914,11394,147860,103544.0,8628665.0
2000-01-17,11958,12292,11581,11867,119580,107858.0,8628665.0
2000-01-18,12054,12054,11105,11676,72170,106133.0,8628665.0
2000-01-19,11770,11864,10772,10776,61320,97935.0,8628665.0
2000-01-20,11389,11483,10061,10727,70060,97504.0,8628665.0
2000-01-21,10820,10963,10250,10681,71940,97072.0,8628665.0
2000-01-24,10250,10631,10250,10348,17730,94052.0,8628665.0
2000-01-25,10631,10631,10345,10489,48940,95347.0,8628665.0
2000-01-26,10631,10631,10202,10443,41260,94915.0,8628665.0
2000-01-27,10439,10963,10439,10964,31070,99661.0,8628665.0
2000-01-28,11200,11581,10963,11156,36800,101387.0,8628665.0
2000-01-31,11152,11532,11152,11394,48120,103544.0,8628665.0
2000-02-01,11864,11864,11389,11394,22700,103544.0,8628665.0
2000-02-02,11483,11581,11008,11582,35840,105270.0,8628665.0
2000-02-03,11626,11911,11626,11820,35130,107427.0,8628665.0
2000-02-07,11864,12006,11770,12009,49850,109153.0,8628665.0
2000-02-08,12054,12054,11676,11867,41440,107858.0,8628665.0
2000-02-09,11864,11864,11246,11582,40080,105270.0,8628665.0
2000-02-10,11581,11581,11008,11439,42180,103975.0,8628665.0
2000-02-11,11438,11438,10631,11156,36760,101387.0,8628665.0
2000-02-14,11152,11152,10631,10776,38190,97935.0,8628665.0
2000-02-15,10726,10726,10108,10681,35940,97072.0,8628665.0
2000-02-16,10677,10914,10156,10681,64260,97072.0,8628665.0
2000-02-17,10726,12244,10439,10727,105860,97504.0,8628665.0
2000-02-18,10726,11008,10202,10538,75790,95778.0,8628665.0
2000-02-21,10439,10726,9538,10443,47950,94915.0,8628665.0
2000-02-22,10345,10345,9775,10158,35720,92327.0,8628665.0
2000-02-23,9586,10914,9586,10776,70250,97935.0,8628665.0
2000-02-24,10439,10631,9823,10395,26590,94484.0,8628665.0
2000-02-25,10345,10345,9870,10348,66660,94052.0,8628665.0
2000-02-28,10061,10345,9775,10348,26920,94052.0,8628665.0
2000-02-29,10536,10631,10061,10443,51270,94915.0,8628665.0
2000-03-02,10439,10439,9965,10443,64120,94915.0,8628665.0
2000-03-03,10250,10439,9775,9873,51200,89738.0,8628665.0
2000-03-06,9870,10726,9680,10681,147580,97072.0,8628665.0
2000-03-07,10914,11200,10677,10681,60020,97072.0,8628665.0
2000-03-08,11105,11105,10677,11108,46120,100955.0,8628665.0
2000-03-09,11294,11294,10914,11108,56860,100955.0,8628665.0
2000-03-10,10914,11105,10631,11013,43470,100093.0,8628665.0
2000-03-13,10772,11958,10726,11344,108200,103113.0,8628665.0
2000-03-14,11770,11770,11105,11344,85390,103113.0,8628665.0
2000-03-15,11389,11483,10439,10823,81110,98367.0,8628665.0
2000-03-16,10914,11342,10820,11344,27870,103113.0,8628665.0
2000-03-17,11483,11911,11105,11250,96160,102250.0,8628665.0
2000-03-20,11246,11342,10726,10823,43270,98367.0,8628665.0
2000-03-21,10820,11105,10439,11108,43390,100955.0,8628665.0
2000-03-22,11200,11200,10820,11156,25160,101387.0,8628665.0
2000-03-23,11105,11200,10772,10823,61660,98367.0,8628665.0
2000-03-24,10631,10914,10536,10823,35220,98367.0,8628665.0
2000-03-27,10914,11246,10536,10918,38150,99230.0,8628665.0
2000-03-28,10868,11008,10677,10918,53460,99230.0,8628665.0
2000-03-29,10963,11389,10820,11059,47430,100524.0,8628665.0
2000-03-30,11008,11294,10677,11013,23520,100093.0,8628665.0
2000-03-31,10914,11105,10631,11013,20550,100093.0,8628665.0
2000-04-03,10914,10914,10487,10489,14520,95347.0,8628665.0
2000-04-04,10250,10345,9775,9968,10070,90601.0,8628665.0
2000-04-06,9586,9870,9492,9636,19500,87581.0,8628665.0
2000-04-07,9329,9680,9300,9399,46560,85424.0,8628665.0
2000-04-10,9492,9680,9394,9399,112920,85424.0,8628665.0
2000-04-11,9492,9586,9111,9113,53300,82835.0,8628665.0
2000-04-12,9017,9111,8922,8933,41440,81196.0,8628665.0
2000-04-14,8912,8968,8778,8972,24270,81541.0,8628665.0
2000-04-17,7896,8533,7782,7784,84480,70755.0,8628665.0
2000-04-18,8161,8447,7782,7784,57330,70755.0,8628665.0
2000-04-19,8161,8161,7782,7784,222270,70755.0,8628665.0
2000-04-20,7878,8066,7878,7938,59410,72136.0,8628665.0
2000-04-21,7982,8210,7972,8166,37240,74207.0,8628665.0
2000-04-24,7992,8161,7992,8070,40610,73344.0,8628665.0
2000-04-25,8001,8210,8001,8166,85900,74207.0,8628665.0
2000-04-26,8161,8246,8019,8070,51090,73344.0,8628665.0
2000-04-27,7696,8056,7696,7908,29040,71877.0,8628665.0
2000-04-28,7716,8294,7716,8136,23540,73948.0,8628665.0
2000-05-02,8161,8161,8019,8116,20790,73775.0,8628665.0
2000-05-03,8115,8294,7972,8136,36210,73948.0,8628665.0
2000-05-04,8220,8246,8019,8136,28280,73948.0,8628665.0
2000-05-08,8161,8294,8076,8211,27480,74638.0,8628665.0
2000-05-09,8351,8351,8161,8240,10360,74897.0,8628665.0
2000-05-10,8161,8351,8115,8354,13730,75932.0,8628665.0
2000-05-12,8210,8265,8066,8230,9480,74811.0,8628665.0
2000-05-15,7764,8125,7764,8126,18600,73861.0,8628665.0
2000-05-16,8066,8351,7896,8354,19930,75932.0,8628665.0
2000-05-17,8447,8447,8076,8345,22580,75846.0,8628665.0
2000-05-18,7887,8066,7782,8070,12780,73344.0,8628665.0
2000-05-19,8076,8115,7878,8070,12910,73344.0,8628665.0
2000-05-22,7924,8066,7734,7879,12730,71618.0,8628665.0
2000-05-23,7592,7952,7592,7784,13010,70755.0,8628665.0
2000-05-24,7602,7829,7175,7832,9460,71186.0,8628665.0
2000-05-25,7810,8343,7810,8012,45040,72826.0,8628665.0
2000-05-26,7791,7868,7592,7832,45720,71186.0,8628665.0
2000-05-29,7686,7782,7592,7728,11230,70237.0,8628665.0
2000-05-30,7602,8161,7602,7975,21880,72481.0,8628665.0
2000-05-31,8066,8161,8019,8032,13740,72999.0,8628665.0
2000-06-01,8115,8190,7878,7975,7280,72481.0,8628665.0
2000-06-02,7992,8161,7972,8022,24700,72912.0,8628665.0
2000-06-05,8076,8447,8076,8166,85540,74207.0,8628665.0
2000-06-07,8133,8351,7982,8260,50230,75069.0,8628665.0
2000-06-08,8542,8542,8029,8032,46210,72999.0,8628665.0
2000-06-09,7972,8037,7828,8042,33640,73085.0,8628665.0
2000-06-12,8037,8190,8037,8166,82610,74207.0,8628665.0
2000-06-13,8220,8294,8056,8070,42930,73344.0,8628665.0
2000-06-14,8019,8076,7972,8070,24970,73344.0,8628665.0
2000-06-15,8066,8066,7905,8061,31830,73257.0,8628665.0
2000-06-16,7924,8037,7924,7975,12170,72481.0,8628665.0
2000-06-19,7878,8086,7838,7842,16450,71273.0,8628665.0
2000-06-20,7878,7962,7734,7737,6370,70324.0,8628665.0
2000-06-21,7878,7878,7734,7775,12640,70669.0,8628665.0
2000-06-22,7744,7878,7744,7766,9220,70582.0,8628665.0
2000-06-23,7782,7782,7696,7708,7220,70065.0,8628665.0
2000-06-26,7782,7972,7658,7784,51200,70755.0,8628665.0
2000-06-27,7878,7878,7696,7718,43590,70151.0,8628665.0
2000-06-28,7782,8294,7734,8250,73150,74983.0,8628665.0
2000-06-29,8255,8275,7828,7879,30090,71618.0,8628665.0
2000-06-30,7942,8010,7838,7975,29200,72481.0,8628665.0
2000-07-03,8161,9158,8066,9019,120920,81972.0,8628665.0
2000-07-04,9017,9017,8551,8553,92540,77744.0,8628665.0
2000-07-05,8684,8684,8170,8354,37030,75932.0,8628665.0
2000-07-06,8493,9586,8351,9588,210430,87150.0,8628665.0
2000-07-07,9586,9586,9205,9399,103500,85424.0,8628665.0
2000-07-10,9394,9492,9036,9209,61300,83698.0,8628665.0
2000-07-11,9300,9586,8826,8829,64000,80247.0,8628665.0
2000-07-12,8637,8997,8637,8734,16320,79384.0,8628665.0
2000-07-13,8637,8922,8637,8734,15490,79384.0,8628665.0
2000-07-14,8826,8826,8684,8734,28520,79384.0,8628665.0
2000-07-18,8570,8731,8314,8354,17150,75932.0,8628665.0
2000-07-19,8161,8304,8066,8166,30540,74207.0,8628665.0
2000-07-20,7887,8255,7878,8260,20830,75069.0,8628665.0
2000-07-21,8304,8351,8161,8166,11520,74207.0,8628665.0
2000-07-24,8180,8180,7972,7975,14640,72481.0,8628665.0
2000-07-25,7801,8161,7782,8022,46290,72912.0,8628665.0
2000-07-26,8151,8151,7924,8070,23340,73344.0,8628665.0
2000-07-27,7896,8066,7878,8022,9180,72912.0,8628665.0
2000-07-28,7932,8019,7782,7975,14450,72481.0,8628665.0
2000-07-31,7868,7878,7772,7879,40170,71618.0,8628665.0
2000-08-01,7810,8161,7782,7918,24450,71963.0,8628665.0
2000-08-02,7982,7982,7848,7879,10930,71618.0,8628665.0
2000-08-03,7972,8161,7878,7947,39720,72222.0,8628665.0
2000-08-04,7992,7992,7886,7975,9460,72481.0,8628665.0
2000-08-07,7878,7962,7878,7879,16170,71618.0,8628665.0
2000-08-08,7868,7952,7754,7814,28760,71014.0,8628665.0
2000-08-09,7838,8010,7782,8012,27660,72826.0,8628665.0
2000-08-10,8010,8010,7791,7928,9320,72049.0,8628665.0
2000-08-11,7820,8056,7820,8022,12120,72912.0,8628665.0
2000-08-14,8161,8389,8019,8211,46870,74638.0,8628665.0
2000-08-16,8343,8684,8304,8354,57890,75932.0,8628665.0
2000-08-17,8351,8447,8161,8166,44940,74207.0,8628665.0
2000-08-18,8170,8238,8019,8107,15320,73689.0,8628665.0
2000-08-21,8161,8190,8106,8191,24690,74465.0,8628665.0
2000-08-22,8161,8229,8151,8166,11820,74207.0,8628665.0
2000-08-23,8210,8210,8066,8070,16640,73344.0,8628665.0
2000-08-24,8125,8200,7905,7975,20620,72481.0,8628665.0
2000-08-25,7982,8125,7915,7984,22550,72567.0,8628665.0
2000-08-28,8001,8141,8001,8116,15850,73775.0,8628665.0
2000-08-29,8151,8210,8125,8201,22290,74552.0,8628665.0
2000-08-30,8161,8399,8161,8354,44410,75932.0,8628665.0
2000-08-31,8066,8351,7972,8175,22190,74293.0,8628665.0
2000-09-01,8076,8922,8076,8563,132500,77831.0,8628665.0
2000-09-04,8731,9017,8551,8734,106860,79384.0,8628665.0
2000-09-05,8873,8873,8351,8449,39590,76795.0,8628665.0
2000-09-06,8351,8579,8351,8449,25130,76795.0,8628665.0
2000-09-07,8351,8826,8265,8544,45050,77658.0,8628665.0
2000-09-08,8731,8731,8351,8506,28900,77313.0,8628665.0
2000-09-14,8551,8617,8304,8497,33050,77227.0,8628665.0
2000-09-15,8369,8589,8343,8384,27080,76191.0,8628665.0
2000-09-18,8170,8343,7686,7975,38720,72481.0,8628665.0
