웰바이오텍(010600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-03-07,3571,3622,3467,3581,1880,7487.0,1795346.0
2003-03-10,3617,3628,3524,3525,7720,7379.0,1795346.0
2003-03-11,3307,3524,3307,3525,5300,7379.0,1795346.0
2003-03-12,3445,3610,3445,3600,120,7522.0,1795346.0
2003-03-13,3372,3434,3372,3393,1380,7092.0,1795346.0
2003-03-14,3693,3693,3487,3487,1510,7289.0,1795346.0
2003-03-17,3436,3488,3312,3478,1610,7271.0,1795346.0
2003-03-18,3611,3621,3476,3487,410,7280.0,1795346.0
2003-03-19,3523,3647,3523,3647,810,7630.0,1795346.0
2003-03-20,3619,3722,3537,3723,3030,7792.0,1795346.0
2003-03-21,3701,3866,3618,3845,1050,8034.0,1795346.0
2003-03-24,3839,3839,3704,3695,2370,7720.0,1795346.0
2003-03-25,3564,3647,3564,3647,1290,7630.0,1795346.0
2003-03-26,3725,3725,3704,3695,150,7720.0,1795346.0
2003-03-27,3715,3715,3715,3695,0,7711.0,1795346.0
2003-03-28,3724,3724,3724,3704,20,7729.0,1795346.0
2003-03-31,3724,3724,3724,3704,100,7729.0,1795346.0
2003-04-01,3584,3667,3574,3657,530,7639.0,1795346.0
2003-04-02,3628,3628,3628,3629,0,7585.0,1795346.0
2003-04-03,3639,3742,3629,3619,2870,7549.0,1795346.0
2003-04-04,3637,3657,3637,3647,1520,7630.0,1795346.0
2003-04-07,3646,3781,3615,3761,7570,7864.0,1795346.0
2003-04-08,3780,3821,3749,3770,810,7873.0,1795346.0
2003-04-09,3741,3772,3700,3742,5010,7828.0,1795346.0
2003-04-10,3750,3853,3750,3761,2730,7864.0,1795346.0
2003-04-11,3769,3851,3769,3779,5034,7900.0,1795346.0
2003-04-14,3809,3912,3809,3902,1680,8160.0,1795346.0
2003-04-15,3915,3915,3833,3864,5414,8079.0,1795346.0
2003-04-16,3868,3961,3868,3930,1960,8223.0,1795346.0
2003-04-17,3930,3930,3868,3930,1680,8223.0,1795346.0
2003-04-18,3930,3930,3858,3930,5490,8223.0,1795346.0
2003-04-21,3929,3939,3877,3940,640,8241.0,1795346.0
2003-04-22,3879,3930,3806,3817,5170,7989.0,1795346.0
2003-04-23,3911,3911,3911,3911,100,8187.0,1795346.0
2003-04-24,3871,3902,3871,3893,700,8133.0,1795346.0
2003-04-25,3735,3838,3621,3808,2180,7971.0,1795346.0
2003-04-28,3740,3740,3647,3647,2030,7630.0,1795346.0
2003-04-29,3646,3760,3646,3761,4660,7864.0,1795346.0
2003-04-30,3740,3782,3637,3751,1900,7846.0,1795346.0
2003-05-02,3758,3789,3738,3779,530,7900.0,1795346.0
2003-05-06,3752,3773,3721,3732,660,7810.0,1795346.0
2003-05-07,3738,3820,3738,3779,1090,7900.0,1795346.0
2003-05-09,3704,3734,3704,3704,2780,7738.0,1795346.0
2003-05-12,3741,3854,3710,3855,1400,8061.0,1795346.0
2003-05-13,3855,3855,3783,3845,220,8034.0,1795346.0
2003-05-14,3794,3846,3701,3836,2450,8016.0,1795346.0
2003-05-15,3833,3833,3678,3751,4596,7837.0,1795346.0
2003-05-16,3727,3841,3727,3779,4180,7891.0,1795346.0
2003-05-19,3678,3751,3678,3751,430,7846.0,1795346.0
2003-05-20,3660,3722,3660,3723,170,7792.0,1795346.0
2003-05-21,3663,3777,3632,3695,1140,7720.0,1795346.0
2003-05-22,3751,3751,3751,3751,740,7846.0,1795346.0
2003-05-23,3781,3812,3708,3761,2850,7855.0,1795346.0
2003-05-26,3788,3840,3737,3789,6660,7917.0,1795346.0
2003-05-27,3805,3805,3733,3723,2829,7783.0,1795346.0
2003-05-28,3735,3818,3735,3808,3920,7953.0,1795346.0
2003-05-29,3818,3818,3736,3798,3970,7935.0,1795346.0
2003-05-30,3798,3901,3695,3902,14260,8169.0,1795346.0
2003-06-02,3897,3949,3773,3949,5990,8259.0,1795346.0
2003-06-03,3950,3950,3795,3827,2360,7998.0,1795346.0
2003-06-04,3943,3943,3819,3902,4719,8151.0,1795346.0
2003-06-05,3910,4054,3899,4034,12530,8429.0,1795346.0
2003-06-09,4050,4102,3957,3968,19280,8294.0,1795346.0
2003-06-10,3955,3955,3800,3883,9460,8115.0,1795346.0
2003-06-11,3890,3942,3870,3911,4400,8178.0,1795346.0
2003-06-12,3901,3911,3849,3911,3410,8187.0,1795346.0
2003-06-13,3878,3930,3878,3930,1610,8223.0,1795346.0
2003-06-16,3954,3964,3840,3893,11890,8124.0,1795346.0
2003-06-17,3928,3949,3866,3949,3410,8259.0,1795346.0
2003-06-18,3994,4015,3994,4015,350,8402.0,1795346.0
2003-06-19,4015,4025,3911,4015,8910,8402.0,1795346.0
2003-06-20,4025,4025,3911,4015,1470,8393.0,1795346.0
2003-06-23,4199,4199,3962,4138,9260,8645.0,1795346.0
2003-06-24,4072,4072,3918,3949,4640,8259.0,1795346.0
2003-06-25,3982,4033,3930,4034,12024,8438.0,1795346.0
2003-06-26,4022,4166,4022,4156,8895,8689.0,1795346.0
2003-06-27,4066,4179,4066,4128,13150,8627.0,1795346.0
2003-06-30,4165,4165,4042,4166,8150,8707.0,1795346.0
2003-07-01,4126,4167,4043,4147,3790,8672.0,1795346.0
2003-07-02,4073,4166,4063,4156,2340,8689.0,1795346.0
2003-07-03,4125,4187,4063,4156,5250,8689.0,1795346.0
2003-07-04,4198,4198,4054,4147,5660,8663.0,1795346.0
2003-07-07,4067,4170,4067,4119,3790,8618.0,1795346.0
2003-07-08,4190,4190,4077,4119,6800,8618.0,1795346.0
2003-07-09,4119,4140,4037,4109,5600,8600.0,1795346.0
2003-07-10,4089,4089,4006,3996,7110,8348.0,1795346.0
2003-07-11,3967,4050,3957,3968,4951,8294.0,1795346.0
2003-07-14,3952,4024,3952,4024,2600,8420.0,1795346.0
2003-07-15,4034,4148,4003,4024,3890,8420.0,1795346.0
2003-07-16,4001,4063,4001,4053,520,8465.0,1795346.0
2003-07-18,3994,4025,3901,4015,1690,8402.0,1795346.0
2003-07-21,3985,4016,3975,3996,280,8339.0,1795346.0
2003-07-22,3967,3967,3874,3864,5312,8079.0,1795346.0
2003-07-23,3859,3911,3828,3911,750,8187.0,1795346.0
2003-07-24,3867,3909,3826,3827,150,8007.0,1795346.0
2003-07-25,3836,3836,3826,3827,1260,8007.0,1795346.0
2003-07-28,3847,3981,3795,3827,1360,8007.0,1795346.0
2003-07-29,3822,3874,3822,3864,2357,8079.0,1795346.0
2003-07-30,3898,4073,3857,3940,6050,8241.0,1795346.0
2003-07-31,4011,4011,3835,3836,2130,8016.0,1795346.0
2003-08-01,3855,3855,3835,3845,6040,8043.0,1795346.0
2003-08-04,3874,3874,3874,3864,410,8079.0,1795346.0
2003-08-05,3868,3950,3806,3930,660,8214.0,1795346.0
2003-08-06,3949,3949,3949,3949,10,8259.0,1795346.0
2003-08-07,3901,3901,3901,3902,1070,8169.0,1795346.0
2003-08-08,4060,4060,3812,3864,2251,8070.0,1795346.0
2003-08-11,3820,3872,3738,3779,2523,7900.0,1795346.0
2003-08-12,3846,3846,3743,3836,3810,8016.0,1795346.0
2003-08-13,3790,3800,3780,3770,6438,7882.0,1795346.0
2003-08-14,3737,3912,3737,3789,5190,7917.0,1795346.0
2003-08-18,3866,3866,3742,3845,360,8034.0,1795346.0
2003-08-19,3803,3865,3803,3855,20,8052.0,1795346.0
2003-08-20,3848,3848,3673,3808,6350,7971.0,1795346.0
2003-08-21,3707,3820,3707,3779,200,7900.0,1795346.0
2003-08-22,3789,3789,3696,3779,340,7900.0,1795346.0
2003-08-25,3713,3909,3713,3713,1280,7756.0,1795346.0
2003-08-26,3728,3862,3708,3770,230,7882.0,1795346.0
2003-08-27,3727,3789,3675,3676,2340,7684.0,1795346.0
2003-08-28,3693,3724,3642,3704,2180,7729.0,1795346.0
2003-08-29,3704,3715,3663,3695,1320,7720.0,1795346.0
2003-09-01,3782,3782,3638,3638,3070,7612.0,1795346.0
2003-09-02,3655,3778,3624,3676,4080,7675.0,1795346.0
2003-09-03,3727,3727,3686,3676,820,7684.0,1795346.0
2003-09-04,3727,3727,3686,3676,2370,7684.0,1795346.0
2003-09-05,3733,3733,3650,3723,2390,7783.0,1795346.0
2003-09-08,3733,3733,3733,3723,50,7783.0,1795346.0
2003-09-09,3626,3699,3616,3647,7430,7630.0,1795346.0
2003-09-15,3651,3651,3620,3610,210,7540.0,1795346.0
2003-09-16,3620,3630,3558,3610,2080,7540.0,1795346.0
2003-09-17,3579,3579,3352,3497,9450,7307.0,1795346.0
2003-09-18,3501,3553,3449,3553,460,7433.0,1795346.0
2003-09-19,3573,3573,3470,3553,1490,7424.0,1795346.0
2003-09-22,3523,3523,3430,3431,500,7181.0,1795346.0
2003-09-23,3517,3517,3445,3497,660,7298.0,1795346.0
2003-09-24,3524,3534,3524,3534,6890,7397.0,1795346.0
2003-09-25,3553,3553,3553,3553,10,7433.0,1795346.0
2003-09-26,3609,3609,3444,3506,620,7325.0,1795346.0
2003-09-29,3518,3518,3301,3374,5686,7047.0,1795346.0
2003-09-30,3535,3535,3390,3525,679,7379.0,1795346.0
2003-10-01,3523,3523,3306,3431,4420,7181.0,1795346.0
2003-10-02,3557,3557,3382,3393,2714,7083.0,1795346.0
2003-10-06,3521,3521,3366,3450,1125,7217.0,1795346.0
2003-10-07,3372,3516,3372,3506,620,7325.0,1795346.0
2003-10-08,3441,3472,3431,3421,817,7145.0,1795346.0
2003-10-09,3463,3515,3453,3516,1160,7343.0,1795346.0
2003-10-10,3515,3515,3515,3516,1420,7343.0,1795346.0
2003-10-13,3461,3482,3430,3431,700,7181.0,1795346.0
2003-10-14,3482,3482,3410,3431,1020,7181.0,1795346.0
2003-10-15,3430,3544,3430,3431,540,7181.0,1795346.0
2003-10-16,3565,3565,3410,3431,1660,7181.0,1795346.0
2003-10-17,3557,3557,3403,3393,300,7092.0,1795346.0
2003-10-20,3550,3550,3384,3478,1070,7271.0,1795346.0
2003-10-21,3546,3546,3392,3402,800,7110.0,1795346.0
2003-10-22,3412,3412,3412,3402,160,7110.0,1795346.0
2003-10-23,3407,3407,3345,3346,2100,7002.0,1795346.0
2003-10-24,3345,3345,3345,3346,100,7002.0,1795346.0
2003-10-27,3428,3428,3345,3346,2537,7002.0,1795346.0
2003-10-28,3435,3610,3435,3600,7570,7522.0,1795346.0
2003-10-29,3627,3772,3627,3638,4660,7603.0,1795346.0
2003-10-30,3687,3687,3625,3657,3000,7639.0,1795346.0
2003-10-31,3669,3679,3576,3638,3740,7603.0,1795346.0
2003-11-03,3658,3658,3534,3534,1671,7397.0,1795346.0
2003-11-04,3648,3648,3565,3638,2940,7612.0,1795346.0
2003-11-05,3636,3760,3636,3761,6800,7864.0,1795346.0
2003-11-06,3763,3763,3618,3732,2820,7801.0,1795346.0
2003-11-07,3731,4103,3731,3845,15270,8043.0,1795346.0
2003-11-10,3994,4097,3695,4015,41350,8402.0,1795346.0
2003-11-11,4017,4192,3728,4100,45480,8564.0,1795346.0
2003-11-12,3905,4381,3905,4185,8290,8743.0,1795346.0
2003-11-13,4182,4203,4182,4204,1620,8797.0,1795346.0
2003-11-14,4200,4283,4066,4232,10210,8851.0,1795346.0
2003-11-17,4283,4283,4087,4232,7270,8851.0,1795346.0
2003-11-18,4038,4286,4007,4204,12860,8797.0,1795346.0
2003-11-19,4080,4256,4080,4194,5530,8779.0,1795346.0
2003-11-20,4190,4211,4077,4119,5330,8618.0,1795346.0
2003-11-21,4172,4203,4120,4204,8540,8797.0,1795346.0
2003-11-24,4168,4281,4168,4251,5200,8887.0,1795346.0
2003-11-25,4245,4256,4039,4194,3900,8779.0,1795346.0
2003-11-26,4173,4214,4080,4090,4042,8537.0,1795346.0
2003-11-27,4087,4170,4087,4119,3310,8618.0,1795346.0
2003-11-28,4132,4132,4050,4081,5090,8528.0,1795346.0
2003-12-01,4119,4119,4016,4109,6770,8600.0,1795346.0
2003-12-02,4005,4129,4005,4119,6811,8618.0,1795346.0
2003-12-03,4142,4204,4008,4081,6500,8519.0,1795346.0
2003-12-04,4095,4095,4033,4034,3710,8438.0,1795346.0
2003-12-05,4056,4067,3901,3902,7390,8169.0,1795346.0
2003-12-08,3938,3949,3835,3949,5130,8259.0,1795346.0
2003-12-09,3957,4009,3823,3968,5610,8294.0,1795346.0
2003-12-10,3954,3954,3788,3789,1180,7917.0,1795346.0
2003-12-11,3802,3967,3626,3864,5970,8079.0,1795346.0
2003-12-12,3915,3915,3822,3864,5280,8079.0,1795346.0
2003-12-15,3949,3949,3845,3949,13610,8259.0,1795346.0
2003-12-16,3877,3877,3825,3836,13260,8025.0,1795346.0
2003-12-17,3902,3902,3768,3789,1470,7917.0,1795346.0
2003-12-18,3761,3854,3761,3855,805,8061.0,1795346.0
2003-12-19,3890,3983,3818,3911,1100,8187.0,1795346.0
2003-12-22,3798,4045,3798,3798,990,7926.0,1795346.0
2003-12-23,3943,3943,3778,3902,780,8169.0,1795346.0
2003-12-24,3808,3818,3798,3798,1720,7935.0,1795346.0
2003-12-26,3809,3912,3767,3902,1550,8151.0,1795346.0
2003-12-29,3818,3818,3756,3808,3190,7953.0,1795346.0
2003-12-30,3811,3821,3780,3770,3912,7882.0,1795346.0
2004-01-02,3868,4332,3806,4260,220,8896.0,1795346.0
2004-01-05,4178,4178,3817,3817,20,7989.0,1795346.0
2004-01-06,3832,3956,3801,3874,650,8097.0,1795346.0
2004-01-07,3902,3902,3902,3893,1000,8133.0,1795346.0
2004-01-08,3818,4045,3818,3808,1738,7953.0,1795346.0
2004-01-09,3807,4210,3807,3808,2640,7953.0,1795346.0
2004-01-12,3794,4279,3784,3836,3392,8025.0,1795346.0
2004-01-13,3812,3884,3812,3864,490,8070.0,1795346.0
2004-01-14,3879,3879,3806,3817,980,7989.0,1795346.0
2004-01-15,3828,4024,3818,3808,2380,7953.0,1795346.0
2004-01-16,3773,3773,3691,3732,752,7810.0,1795346.0
2004-01-19,3695,3736,3695,3685,880,7702.0,1795346.0
2004-01-20,3663,3704,3663,3695,280,7720.0,1795346.0
2004-01-26,3704,3704,3653,3695,1850,7720.0,1795346.0
2004-01-27,3760,3760,3760,3761,10,7864.0,1795346.0
2004-01-28,3760,3760,3760,3761,0,7864.0,1795346.0
2004-01-29,3652,3818,3652,3808,20,7953.0,1795346.0
2004-01-30,3523,3657,3523,3544,9070,7415.0,1795346.0
2004-02-02,3550,3695,3520,3685,1990,7702.0,1795346.0
2004-02-03,3515,3515,3515,3516,400,7361.0,1795346.0
2004-02-04,3657,3657,3533,3647,50,7621.0,1795346.0
2004-02-05,3648,3866,3483,3525,2140,7379.0,1795346.0
2004-02-06,3880,3880,3539,3695,150,7711.0,1795346.0
2004-02-09,3715,3715,3715,3695,10,7711.0,1795346.0
2004-02-10,3700,3700,3617,3638,520,7612.0,1795346.0
2004-02-11,3715,3715,3715,3695,20,7711.0,1795346.0
2004-02-12,3474,3618,3474,3516,460,7361.0,1795346.0
2004-02-13,3529,3611,3467,3478,1680,7271.0,1795346.0
2004-02-16,3487,3601,3436,3591,740,7505.0,1795346.0
2004-02-17,3539,3622,3488,3478,80,7271.0,1795346.0
2004-02-18,3510,3634,3458,3572,1320,7460.0,1795346.0
2004-02-19,3503,3524,3431,3421,7272,7154.0,1795346.0
2004-02-20,3422,3515,3422,3516,2710,7361.0,1795346.0
2004-02-23,3436,3601,3436,3591,20,7505.0,1795346.0
2004-02-24,3520,3736,3468,3468,50,7253.0,1795346.0
2004-02-25,3430,3523,3410,3431,1440,7181.0,1795346.0
2004-02-26,3430,3616,3430,3431,1380,7181.0,1795346.0
2004-02-27,3440,3450,3440,3440,3650,7190.0,1795346.0
2004-03-02,3439,3573,3408,3553,6498,7424.0,1795346.0
2004-03-03,3608,3608,3443,3516,60,7343.0,1795346.0
2004-03-04,3562,3562,3562,3563,200,7451.0,1795346.0
2004-03-05,3430,3523,3430,3431,1723,7181.0,1795346.0
2004-03-08,3430,3430,3430,3431,17,7181.0,1795346.0
2004-03-09,3445,3497,3435,3487,400,7289.0,1795346.0
2004-03-10,3430,3430,3430,3431,1290,7181.0,1795346.0
2004-03-11,3430,3430,3348,3431,720,7181.0,1795346.0
2004-03-12,3379,3431,3059,3421,3130,7154.0,1795346.0
2004-03-15,3425,3693,3218,3270,750,6840.0,1795346.0
2004-03-16,3273,3438,3056,3346,2660,6993.0,1795346.0
2004-03-17,3263,3345,3263,3346,1520,7002.0,1795346.0
2004-03-18,3298,3360,3298,3299,432,6885.0,1795346.0
2004-03-19,3318,3318,3318,3308,56,6912.0,1795346.0
2004-03-22,3322,3322,3260,3270,530,6840.0,1795346.0
2004-03-23,3270,3270,3270,3270,0,6840.0,1795346.0
2004-03-24,3197,3393,3197,3280,380,6858.0,1795346.0
2004-03-25,3199,3364,3199,3365,1240,7038.0,1795346.0
2004-03-26,3355,3365,3324,3355,70,7011.0,1795346.0
2004-03-29,3345,3345,3345,3346,30,7002.0,1795346.0
2004-03-30,3345,3520,3304,3459,2850,7235.0,1795346.0
2004-03-31,3488,3488,3488,3478,10,7271.0,1795346.0
2004-04-01,3363,3425,3363,3374,1210,7056.0,1795346.0
2004-04-02,3524,3524,3286,3421,1370,7145.0,1795346.0
2004-04-06,3493,3493,3338,3421,3250,7145.0,1795346.0
2004-04-07,3379,3441,3379,3421,1450,7145.0,1795346.0
2004-04-08,3435,3497,3373,3487,3330,7289.0,1795346.0
2004-04-09,3494,3618,3443,3516,2300,7343.0,1795346.0
2004-04-12,3446,3488,3405,3478,400,7271.0,1795346.0
2004-04-13,3433,3433,3402,3402,1030,7110.0,1795346.0
2004-04-14,3410,3430,3399,3431,800,7181.0,1795346.0
2004-04-16,3433,3433,3412,3402,720,7110.0,1795346.0
2004-04-19,3431,3431,3431,3421,16,7137.0,1795346.0
2004-04-20,3431,3431,3431,3421,0,7137.0,1795346.0
2004-04-21,3434,3506,3403,3497,3100,7307.0,1795346.0
2004-04-22,3506,3506,3372,3497,560,7307.0,1795346.0
2004-04-23,3461,3461,3389,3431,1280,7172.0,1795346.0
2004-04-26,3430,3430,3430,3431,100,7181.0,1795346.0
2004-04-27,3340,3515,3340,3516,20,7361.0,1795346.0
2004-04-28,3474,3608,3391,3516,820,7361.0,1795346.0
2004-04-29,3557,3557,3412,3402,490,7110.0,1795346.0
2004-04-30,3303,3468,3303,3468,2090,7253.0,1795346.0
2004-05-03,3425,3611,3425,3591,110,7496.0,1795346.0
2004-05-04,3535,3535,3422,3412,24,7119.0,1795346.0
2004-05-06,3418,3553,3418,3553,460,7433.0,1795346.0
2004-05-07,3430,3543,3430,3544,30,7415.0,1795346.0
2004-05-10,3390,3493,3348,3421,1410,7145.0,1795346.0
2004-05-11,3423,3423,3176,3176,4160,6643.0,1795346.0
2004-05-12,3343,3374,3281,3374,290,7056.0,1795346.0
2004-05-13,3336,3336,3336,3336,223,6984.0,1795346.0
2004-05-14,3352,3352,3280,3270,20,6831.0,1795346.0
2004-05-17,3278,3608,3134,3402,1820,7110.0,1795346.0
2004-05-18,3270,3270,3270,3270,160,6840.0,1795346.0
2004-05-19,3681,3681,3392,3393,420,7092.0,1795346.0
2004-05-20,3280,3517,3280,3497,20,7298.0,1795346.0
2004-05-21,3227,3413,3227,3393,20,7083.0,1795346.0
2004-05-24,3386,3479,3386,3459,1260,7235.0,1795346.0
2004-05-25,3639,3639,3515,3516,20,7334.0,1795346.0
2004-05-27,3647,3647,3647,3647,20,7630.0,1795346.0
2004-05-28,3648,3648,3401,3412,9965,7128.0,1795346.0
2004-05-31,3483,3483,3276,3421,1590,7145.0,1795346.0
2004-06-01,3543,3543,3543,3544,20,7415.0,1795346.0
2004-06-02,3585,3585,3523,3544,250,7415.0,1795346.0
2004-06-03,3855,3855,3359,3421,1000,7163.0,1795346.0
2004-06-04,3591,3591,3591,3581,10,7487.0,1795346.0
2004-06-07,3704,3704,3704,3695,10,7720.0,1795346.0
2004-06-08,3817,3817,3817,3817,10,7989.0,1795346.0
2004-06-09,3413,3516,3413,3506,1680,7325.0,1795346.0
2004-06-10,3582,3582,3582,3572,10,7469.0,1795346.0
2004-06-11,3381,3536,3340,3516,540,7361.0,1795346.0
2004-06-14,3268,3516,3268,3506,20,7325.0,1795346.0
2004-06-15,3515,3515,3515,3516,10,7352.0,1795346.0
2004-06-16,3602,3602,3313,3468,30,7253.0,1795346.0
2004-06-17,3544,3544,3544,3534,10,7388.0,1795346.0
2004-06-18,3683,3683,3611,3591,20,7496.0,1795346.0
2004-06-21,3234,3430,3234,3431,220,7181.0,1795346.0
2004-06-22,3620,3620,3620,3600,10,7514.0,1795346.0
2004-06-23,3557,3557,3237,3289,581,6867.0,1795346.0
2004-06-24,3526,3526,3299,3289,540,6876.0,1795346.0
2004-06-25,3299,3412,3299,3402,1120,7101.0,1795346.0
2004-06-28,3320,3413,3320,3393,410,7083.0,1795346.0
2004-06-29,3289,3413,3289,3393,2690,7083.0,1795346.0
2004-06-30,3404,3404,3404,3384,0,7065.0,1795346.0
2004-07-01,3345,3345,3345,3346,90,7002.0,1795346.0
2004-07-02,3274,3336,3274,3336,20,6984.0,1795346.0
2004-07-05,3404,3404,3239,3384,220,7074.0,1795346.0
2004-07-06,3296,3337,3285,3327,720,6939.0,1795346.0
2004-07-07,3322,3322,3270,3270,606,6840.0,1795346.0
2004-07-08,3294,3345,3294,3346,500,7002.0,1795346.0
2004-07-09,3346,3346,3264,3336,260,6984.0,1795346.0
2004-07-12,3329,3340,3195,3186,520,6661.0,1795346.0
2004-07-13,3309,3309,3298,3299,1000,6894.0,1795346.0
2004-07-14,3227,3309,3175,3289,620,6876.0,1795346.0
2004-07-15,3300,3300,3156,3280,510,6858.0,1795346.0
2004-07-16,3300,3300,3300,3280,0,6849.0,1795346.0
2004-07-19,3299,3299,3114,3289,1050,6867.0,1795346.0
2004-07-20,3342,3342,3218,3270,840,6840.0,1795346.0
2004-07-21,3315,3315,3129,3120,1300,6517.0,1795346.0
2004-07-22,3283,3283,3015,3025,3741,6320.0,1795346.0
2004-07-23,3052,3073,3032,3063,342,6400.0,1795346.0
2004-07-26,3072,3072,3072,3073,300,6427.0,1795346.0
2004-07-27,3016,3191,2975,3120,1370,6517.0,1795346.0
2004-07-28,3027,3099,3016,3007,380,6284.0,1795346.0
2004-07-29,3026,3067,2943,3016,620,6302.0,1795346.0
2004-07-30,3027,3027,3027,3007,10,6275.0,1795346.0
2004-08-02,3007,3007,3007,2997,0,6266.0,1795346.0
2004-08-03,3002,3054,3002,3044,676,6365.0,1795346.0
2004-08-04,2929,3114,2929,3063,190,6409.0,1795346.0
2004-08-05,3032,3073,3032,3063,1479,6400.0,1795346.0
2004-08-06,3082,3082,2969,3073,1000,6427.0,1795346.0
2004-08-09,3033,3074,2919,3054,2760,6391.0,1795346.0
2004-08-10,2981,3064,2981,3054,2664,6382.0,1795346.0
2004-08-11,2980,3063,2959,3063,4580,6409.0,1795346.0
2004-08-12,3085,3085,3044,3044,1901,6373.0,1795346.0
2004-08-13,3126,3126,2972,3044,830,6373.0,1795346.0
2004-08-16,3148,3148,3148,3139,10,6553.0,1795346.0
2004-08-17,3126,3126,3013,3044,2680,6373.0,1795346.0
2004-08-18,3139,3139,3139,3129,10,6535.0,1795346.0
2004-08-19,3148,3148,3138,3139,2330,6553.0,1795346.0
2004-08-20,3134,3155,3072,3073,970,6427.0,1795346.0
2004-08-23,3186,3186,3186,3176,10,6634.0,1795346.0
2004-08-24,3191,3191,3026,3016,1574,6302.0,1795346.0
2004-08-25,3220,3478,3138,3468,70204,7244.0,1795346.0
2004-08-26,3329,3422,3113,3186,35964,6652.0,1795346.0
2004-08-27,3276,3317,3090,3101,15093,6481.0,1795346.0
2004-08-30,3093,3103,2979,3073,8740,6427.0,1795346.0
2004-08-31,3035,3046,3035,3025,1070,6311.0,1795346.0
2004-09-01,3150,3150,3037,3120,1280,6508.0,1795346.0
2004-09-02,3060,3101,3060,3091,2450,6463.0,1795346.0
2004-09-03,3066,3148,3014,3139,1110,6571.0,1795346.0
2004-09-06,3169,3169,3045,3139,740,6553.0,1795346.0
2004-09-07,3057,3129,3057,3120,500,6517.0,1795346.0
2004-09-08,3047,3099,3006,3007,1876,6284.0,1795346.0
2004-09-09,2992,3075,2982,3044,1910,6373.0,1795346.0
2004-09-10,3000,3072,3000,3073,2060,6427.0,1795346.0
2004-09-13,3031,3072,3031,3073,977,6427.0,1795346.0
2004-09-14,3172,3172,3058,3110,53,6499.0,1795346.0
2004-09-15,3143,3143,3039,3091,760,6463.0,1795346.0
2004-09-16,3129,3129,3129,3120,10,6517.0,1795346.0
2004-09-17,3140,3140,3078,3120,400,6508.0,1795346.0
2004-09-20,3057,3140,3057,3120,840,6508.0,1795346.0
2004-09-21,3034,3147,3034,3148,20,6589.0,1795346.0
2004-09-22,3147,3147,3044,3044,343,6373.0,1795346.0
2004-09-23,3214,3214,3214,3204,10,6697.0,1795346.0
2004-09-24,3075,3147,3075,3148,350,6589.0,1795346.0
2004-09-30,3138,3138,3107,3139,420,6571.0,1795346.0
2004-10-01,3107,3221,3097,3139,1610,6562.0,1795346.0
2004-10-04,3085,3177,3074,3157,2630,6607.0,1795346.0
2004-10-05,3145,3176,3145,3176,2230,6643.0,1795346.0
2004-10-06,3176,3176,3176,3176,570,6643.0,1795346.0
2004-10-07,3134,3217,3134,3176,560,6643.0,1795346.0
2004-10-08,3233,3233,3161,3223,1050,6733.0,1795346.0
2004-10-11,3222,3243,3191,3233,30,6751.0,1795346.0
2004-10-12,3275,3275,3100,3214,1880,6706.0,1795346.0
2004-10-13,3244,3244,3244,3223,10,6724.0,1795346.0
2004-10-14,3110,3234,3110,3214,60,6706.0,1795346.0
2004-10-15,3195,3205,3164,3195,1240,6679.0,1795346.0
2004-10-18,3309,3309,3092,3186,1430,6661.0,1795346.0
2004-10-19,3193,3224,3193,3214,1330,6715.0,1795346.0
2004-10-20,3148,3221,3107,3139,1200,6553.0,1795346.0
2004-10-21,3234,3234,3234,3214,10,6706.0,1795346.0
2004-10-22,3252,3252,3117,3139,1170,6553.0,1795346.0
2004-10-25,3134,3176,3134,3176,1550,6643.0,1795346.0
2004-10-26,3150,3150,3129,3120,197,6517.0,1795346.0
2004-10-27,3224,3224,3224,3214,10,6715.0,1795346.0
2004-10-28,3121,3152,3121,3101,1450,6472.0,1795346.0
2004-10-29,3121,3121,3111,3101,803,6472.0,1795346.0
2004-11-01,3108,3149,3087,3129,30,6526.0,1795346.0
2004-11-02,3111,3111,3111,3101,780,6481.0,1795346.0
2004-11-03,3068,3130,3068,3110,1330,6490.0,1795346.0
2004-11-04,3129,3129,3129,3120,280,6517.0,1795346.0
2004-11-05,3129,3129,3129,3120,0,6517.0,1795346.0
2004-11-08,3108,3149,3108,3129,20,6526.0,1795346.0
2004-11-09,3328,3328,3328,3308,30,6903.0,1795346.0
2004-11-10,3134,3196,3134,3176,2660,6643.0,1795346.0
2004-11-11,3176,3176,3176,3176,410,6643.0,1795346.0
2004-11-12,3238,3238,3083,3176,2310,6643.0,1795346.0
2004-11-15,3129,3160,3109,3120,1200,6508.0,1795346.0
2004-11-16,3140,3140,3140,3120,0,6508.0,1795346.0
2004-11-17,3139,3139,3139,3129,10,6535.0,1795346.0
2004-11-18,3139,3139,3098,3129,940,6535.0,1795346.0
2004-11-19,3107,3148,3107,3139,160,6544.0,1795346.0
2004-11-22,3261,3261,3261,3252,0,6795.0,1795346.0
2004-11-23,3093,3186,2928,3176,2380,6634.0,1795346.0
2004-11-24,3097,3148,3097,3139,1800,6553.0,1795346.0
2004-11-25,3186,3186,3186,3176,10,6634.0,1795346.0
2004-11-26,3158,3158,3158,3148,0,6580.0,1795346.0
2004-11-29,3111,3162,3111,3101,360,6472.0,1795346.0
