빙그레(005180),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-05-22,14000,14250,13650,14200,188250,141308.0,9951241.0
2002-05-23,14350,14700,14200,14300,327345,142303.0,9951241.0
2002-05-24,14500,15050,14300,15050,530246,149766.0,9951241.0
2002-05-27,15200,15550,14750,14850,495860,147776.0,9951241.0
2002-05-28,14800,15050,14200,14300,272330,142303.0,9951241.0
2002-05-29,14300,14400,13650,14000,274885,139317.0,9951241.0
2002-05-30,13500,13800,13000,13000,231030,129366.0,9951241.0
2002-05-31,12750,13100,12000,12100,398612,120410.0,9951241.0
2002-06-03,12300,12300,11650,12150,285322,120908.0,9951241.0
2002-06-04,11800,11950,11550,11950,216620,118917.0,9951241.0
2002-06-05,12050,12400,12050,12200,206190,121405.0,9951241.0
2002-06-07,11950,12700,11800,12500,281433,124391.0,9951241.0
2002-06-10,12550,12700,12300,12500,220347,124391.0,9951241.0
2002-06-11,12600,12600,12150,12200,133020,121405.0,9951241.0
2002-06-12,12050,12300,12000,12200,142590,121405.0,9951241.0
2002-06-14,12050,12400,12050,12350,123690,122898.0,9951241.0
2002-06-17,12300,12550,12100,12200,116850,121405.0,9951241.0
2002-06-18,12300,12600,11900,11900,144230,118420.0,9951241.0
2002-06-19,11800,11900,10600,10600,221910,105483.0,9951241.0
2002-06-20,10500,10800,9900,10350,227600,102995.0,9951241.0
2002-06-21,10350,10450,9910,10200,189850,101503.0,9951241.0
2002-06-24,9990,9990,9300,9450,243160,94039.0,9951241.0
2002-06-25,9600,9680,8720,8740,234240,86974.0,9951241.0
2002-06-26,8430,8430,7510,7660,318570,76227.0,9951241.0
2002-06-27,8100,8200,7910,8100,242554,80605.0,9951241.0
2002-06-28,8310,9310,8280,9310,343750,92646.0,9951241.0
2002-07-02,8700,9980,8700,9500,336170,94537.0,9951241.0
2002-07-03,9400,9650,9310,9470,173460,94238.0,9951241.0
2002-07-04,9800,9800,9500,9620,167790,95731.0,9951241.0
2002-07-05,9620,9930,9620,9680,236590,96328.0,9951241.0
2002-07-08,10100,10100,9520,9690,205690,96428.0,9951241.0
2002-07-09,9800,11100,9690,11100,457590,110459.0,9951241.0
2002-07-10,11100,11650,10700,11150,477400,110956.0,9951241.0
2002-07-11,11000,11050,10700,10800,195770,107473.0,9951241.0
2002-07-12,10850,11300,10850,11000,211244,109464.0,9951241.0
2002-07-15,11200,11200,10800,10950,158510,108966.0,9951241.0
2002-07-16,10950,11100,10250,10450,179960,103990.0,9951241.0
2002-07-18,10500,10850,10500,10500,122490,104488.0,9951241.0
2002-07-19,10600,11250,10300,11100,427130,110459.0,9951241.0
2002-07-22,11100,11550,10550,10600,487690,105483.0,9951241.0
2002-07-23,10750,11150,10600,11100,348320,110459.0,9951241.0
2002-07-24,11050,11050,10700,10700,211535,106478.0,9951241.0
2002-07-25,11200,11750,11100,11450,613300,113942.0,9951241.0
2002-07-26,11450,11800,11050,11200,363960,111454.0,9951241.0
2002-07-29,11700,11750,11200,11400,308470,113444.0,9951241.0
2002-07-30,11600,11800,11400,11550,285921,114937.0,9951241.0
2002-07-31,11450,11550,10900,11000,232620,109464.0,9951241.0
2002-08-01,11100,11300,10600,10600,186322,105483.0,9951241.0
2002-08-02,10200,10300,9960,10300,205960,102498.0,9951241.0
2002-08-05,9950,10000,9200,9360,177950,93144.0,9951241.0
2002-08-06,8660,9100,8660,9000,194880,89561.0,9951241.0
2002-08-07,9210,9440,9120,9270,100580,92248.0,9951241.0
2002-08-08,9510,9570,9310,9490,87310,94437.0,9951241.0
2002-08-09,9600,9870,9600,9700,118290,96527.0,9951241.0
2002-08-12,9700,9800,9430,9600,75720,95532.0,9951241.0
2002-08-13,9460,9690,9460,9690,76170,96428.0,9951241.0
2002-08-14,9500,9790,9440,9720,102860,96726.0,9951241.0
2002-08-16,10000,10150,9850,9950,117220,99015.0,9951241.0
2002-08-19,9970,10250,9860,10250,104540,102000.0,9951241.0
2002-08-20,10500,10600,10050,10400,106960,103493.0,9951241.0
2002-08-21,10150,11650,10150,10750,293370,106976.0,9951241.0
2002-08-22,10900,10900,10550,10850,131380,107971.0,9951241.0
2002-08-23,10850,10900,10550,10700,109110,106478.0,9951241.0
2002-08-26,10400,10600,10300,10500,71850,104488.0,9951241.0
2002-08-27,10550,10600,10300,10400,51070,103493.0,9951241.0
2002-08-28,10300,10550,10250,10400,65690,103493.0,9951241.0
2002-08-29,10300,10750,10200,10750,131100,106976.0,9951241.0
2002-08-30,10800,11100,10750,10850,133206,107971.0,9951241.0
2002-09-02,11100,11100,10700,10750,77431,106976.0,9951241.0
2002-09-03,10750,10950,10750,10850,96340,107971.0,9951241.0
2002-09-04,10650,10750,10000,10600,219630,105483.0,9951241.0
2002-09-05,10700,10700,10300,10300,97880,102498.0,9951241.0
2002-09-06,10050,10200,9860,9900,148190,98517.0,9951241.0
2002-09-09,10000,10000,9400,9410,92640,93641.0,9951241.0
2002-09-10,9330,9650,9330,9460,85860,94139.0,9951241.0
2002-09-11,10000,10000,9610,9700,57740,96527.0,9951241.0
2002-09-12,9710,10000,9710,10000,67720,99512.0,9951241.0
2002-09-13,9820,10000,9720,9960,50850,99114.0,9951241.0
2002-09-16,10100,10100,9810,9960,47090,99114.0,9951241.0
2002-09-17,10550,10550,10100,10400,58750,103493.0,9951241.0
2002-09-18,10000,10250,10000,10200,51090,101503.0,9951241.0
2002-09-19,10400,10400,10100,10300,52070,102498.0,9951241.0
2002-09-23,10200,10400,10000,10200,55520,101503.0,9951241.0
2002-09-24,10000,10200,9930,10200,78590,101503.0,9951241.0
2002-09-25,10050,10150,9700,9750,136690,97025.0,9951241.0
2002-09-26,9950,10050,9400,9430,191210,93840.0,9951241.0
2002-09-27,9150,9200,8550,9000,310350,89561.0,9951241.0
2002-09-30,8010,8600,8010,8320,79860,82794.0,9951241.0
2002-10-01,8050,8620,8050,8620,164588,85780.0,9951241.0
2002-10-02,8730,8830,8530,8730,97719,86874.0,9951241.0
2002-10-04,8550,8730,8490,8680,45590,86377.0,9951241.0
2002-10-07,8600,8600,8410,8600,93570,85581.0,9951241.0
2002-10-08,8400,8500,8320,8450,95637,84088.0,9951241.0
2002-10-09,8420,8500,8160,8230,79190,81899.0,9951241.0
2002-10-10,8060,8150,7720,7880,162537,78416.0,9951241.0
2002-10-11,7990,8010,7600,7600,132100,75629.0,9951241.0
2002-10-14,7790,7870,7770,7790,166820,77520.0,9951241.0
2002-10-15,7890,8000,7770,8000,132870,79610.0,9951241.0
2002-10-16,8200,8380,8150,8220,151870,81799.0,9951241.0
2002-10-17,8250,8390,8120,8350,78908,83093.0,9951241.0
2002-10-18,8600,8800,8450,8800,129160,87571.0,9951241.0
2002-10-21,8800,9130,8660,9000,92290,89561.0,9951241.0
2002-10-22,9210,9360,9040,9040,151590,89959.0,9951241.0
2002-10-23,9100,9150,8800,9050,97270,90059.0,9951241.0
2002-10-24,9200,9250,8770,8790,95630,87471.0,9951241.0
2002-10-25,8710,8820,8690,8800,59060,87571.0,9951241.0
2002-10-28,8850,9100,8850,9080,92600,90357.0,9951241.0
2002-10-29,9010,9210,8970,9100,58620,90556.0,9951241.0
2002-10-30,9190,9190,8990,9050,51470,90059.0,9951241.0
2002-10-31,9050,9220,8910,9000,42890,89561.0,9951241.0
2002-11-01,8840,9300,8840,9000,82980,89561.0,9951241.0
2002-11-04,9050,9180,9050,9170,46100,91253.0,9951241.0
2002-11-05,9090,9180,9080,9130,29550,90855.0,9951241.0
2002-11-06,9130,9330,9130,9240,65130,91949.0,9951241.0
2002-11-07,9340,9340,9210,9210,30594,91651.0,9951241.0
2002-11-08,9230,9230,9040,9100,55590,90556.0,9951241.0
2002-11-11,9030,9100,8960,8970,48840,89263.0,9951241.0
2002-11-12,8870,8910,8700,8860,41704,88168.0,9951241.0
2002-11-13,8860,8970,8770,8800,32810,87571.0,9951241.0
2002-11-14,9200,9200,8950,9100,46770,90556.0,9951241.0
2002-11-15,9150,9200,9060,9100,31680,90556.0,9951241.0
2002-11-18,9100,9510,9030,9330,110977,92845.0,9951241.0
2002-11-19,9330,9790,9330,9720,159550,96726.0,9951241.0
2002-11-20,9750,9790,9650,9720,83720,96726.0,9951241.0
2002-11-21,9900,9900,9710,9770,76834,97224.0,9951241.0
2002-11-22,9810,10300,9810,10200,147276,101503.0,9951241.0
2002-11-25,10350,10350,9980,10000,204214,99512.0,9951241.0
2002-11-26,9980,10650,9940,10550,119190,104986.0,9951241.0
2002-11-27,10500,11150,10400,11000,161870,109464.0,9951241.0
2002-11-28,11250,11450,10850,10950,125900,108966.0,9951241.0
2002-11-29,11100,11200,10900,11200,49021,111454.0,9951241.0
2002-12-02,11350,12000,11200,11850,159130,117922.0,9951241.0
2002-12-03,12000,12100,11750,11850,126710,117922.0,9951241.0
2002-12-04,11550,11950,11550,11700,130840,116430.0,9951241.0
2002-12-05,11850,11900,11550,11700,65060,116430.0,9951241.0
2002-12-06,11800,12100,11250,11450,361360,113942.0,9951241.0
2002-12-09,11200,11500,10650,10900,177150,108469.0,9951241.0
2002-12-10,10600,11400,10500,11150,101260,110956.0,9951241.0
2002-12-11,11450,11500,11200,11200,82170,111454.0,9951241.0
2002-12-12,11100,11800,11100,11800,91450,117425.0,9951241.0
2002-12-13,11800,11800,11500,11800,59100,117425.0,9951241.0
2002-12-16,11600,11750,11600,11600,52140,115434.0,9951241.0
2002-12-17,11850,11950,11600,11600,70680,115434.0,9951241.0
2002-12-18,11600,11900,11550,11900,76430,118420.0,9951241.0
2002-12-20,12000,12000,11700,11900,50710,118420.0,9951241.0
2002-12-23,11750,11850,11100,11250,116640,111951.0,9951241.0
2002-12-24,11000,11100,10250,10700,178910,106478.0,9951241.0
2002-12-26,10500,10700,10250,10500,152918,104488.0,9951241.0
2002-12-27,10250,10500,10000,10000,106080,99512.0,9951241.0
2002-12-30,9600,9600,8850,9340,250900,92945.0,9951241.0
2003-01-02,9600,10150,9320,10100,127470,100508.0,9951241.0
2003-01-03,10550,10800,10400,10550,98510,104986.0,9951241.0
2003-01-06,10650,10650,10250,10550,86000,104986.0,9951241.0
2003-01-07,10700,10800,10350,10500,102142,104488.0,9951241.0
2003-01-08,10450,10800,10450,10800,79900,107473.0,9951241.0
2003-01-09,10650,10700,10500,10600,72323,105483.0,9951241.0
2003-01-10,10750,11000,10200,10500,192692,104488.0,9951241.0
2003-01-13,10500,10750,10450,10500,111450,104488.0,9951241.0
2003-01-14,10750,10950,10600,10950,74080,108966.0,9951241.0
2003-01-15,11000,11250,10950,11100,79284,110459.0,9951241.0
2003-01-16,10950,11150,10900,11150,61710,110956.0,9951241.0
2003-01-17,11000,11150,10900,10950,59873,108966.0,9951241.0
2003-01-20,10750,10900,10700,10900,57120,108469.0,9951241.0
2003-01-21,10750,10850,10750,10800,35430,107473.0,9951241.0
2003-01-22,10600,10700,10400,10450,83180,103990.0,9951241.0
2003-01-23,10400,10700,10350,10700,43680,106478.0,9951241.0
2003-01-24,10700,10850,10300,10500,62150,104488.0,9951241.0
2003-01-27,10100,10200,9900,10150,51230,101005.0,9951241.0
2003-01-28,10000,10300,9980,10250,37400,102000.0,9951241.0
2003-01-29,10450,10450,10250,10300,51795,102498.0,9951241.0
2003-01-30,10350,10750,10350,10700,84570,106478.0,9951241.0
2003-02-03,10500,10650,10300,10550,125811,104986.0,9951241.0
2003-02-04,10550,10700,10500,10600,27800,105483.0,9951241.0
2003-02-05,10400,10550,10300,10350,59176,102995.0,9951241.0
2003-02-06,10300,10450,10150,10300,45740,102498.0,9951241.0
2003-02-07,10200,10300,9920,10100,98203,100508.0,9951241.0
2003-02-10,9900,10100,9860,10000,96854,99512.0,9951241.0
2003-02-11,10150,10250,9900,10050,82510,100010.0,9951241.0
2003-02-12,9910,10100,9910,10100,49720,100508.0,9951241.0
2003-02-13,10100,10400,10050,10400,49410,103493.0,9951241.0
2003-02-14,10350,10450,10300,10400,46350,103493.0,9951241.0
2003-02-17,10650,11000,10550,11000,110760,109464.0,9951241.0
2003-02-18,11000,11050,10700,10850,62830,107971.0,9951241.0
2003-02-19,11150,11300,10950,11100,78490,110459.0,9951241.0
2003-02-20,10900,11300,10850,11100,55555,110459.0,9951241.0
2003-02-21,11250,11250,10900,11000,27855,109464.0,9951241.0
2003-02-24,11150,11350,11100,11350,86740,112947.0,9951241.0
2003-02-25,11200,11200,10950,11000,56200,109464.0,9951241.0
2003-02-26,11050,11100,10900,10950,41180,108966.0,9951241.0
2003-02-27,10800,10850,10650,10700,45240,106478.0,9951241.0
2003-02-28,10750,10950,10750,10900,27498,108469.0,9951241.0
2003-03-03,11000,11150,10900,11100,42830,110459.0,9951241.0
2003-03-04,10800,10900,10750,10800,29830,107473.0,9951241.0
2003-03-05,10700,10700,10100,10250,76904,102000.0,9951241.0
2003-03-06,10350,10400,9970,10150,67800,101005.0,9951241.0
2003-03-07,10000,10000,9800,9930,60553,98816.0,9951241.0
2003-03-10,9930,9930,9500,9500,52526,94537.0,9951241.0
2003-03-11,9110,9250,8860,9000,104298,89561.0,9951241.0
2003-03-12,9060,9600,9060,9500,70949,94537.0,9951241.0
2003-03-13,9800,9800,9360,9520,67150,94736.0,9951241.0
2003-03-14,10100,10200,9960,10150,97590,101005.0,9951241.0
2003-03-17,9810,9900,9400,9400,66060,93542.0,9951241.0
2003-03-18,9940,10100,9710,10000,89360,99512.0,9951241.0
2003-03-19,9770,10100,9770,9950,46960,99015.0,9951241.0
2003-03-20,10100,10800,10100,10600,116510,105483.0,9951241.0
2003-03-21,10850,10850,10450,10700,70190,106478.0,9951241.0
2003-03-24,10700,10700,10300,10400,69160,103493.0,9951241.0
2003-03-25,9850,10600,9850,10450,157690,103990.0,9951241.0
2003-03-26,10700,10950,10550,10600,129640,105483.0,9951241.0
2003-03-27,10400,10700,10400,10700,54740,106478.0,9951241.0
2003-03-28,10850,10950,10700,10900,49440,108469.0,9951241.0
2003-03-31,10700,10900,10450,10550,42550,104986.0,9951241.0
2003-04-01,10250,10500,10250,10450,48210,103990.0,9951241.0
2003-04-02,10650,10700,10450,10700,49300,106478.0,9951241.0
2003-04-03,10950,11250,10900,11100,217120,110459.0,9951241.0
2003-04-04,11150,11900,11000,11650,330440,115932.0,9951241.0
2003-04-07,11950,12550,11800,12200,241861,121405.0,9951241.0
2003-04-08,12100,12400,11850,12150,191287,120908.0,9951241.0
2003-04-09,12000,12400,11850,12250,155287,121903.0,9951241.0
2003-04-10,12350,12750,12200,12550,187271,124888.0,9951241.0
2003-04-11,12800,12850,12250,12300,189000,122400.0,9951241.0
2003-04-14,12350,12600,12100,12300,189669,122400.0,9951241.0
2003-04-15,12450,12500,12000,12050,216460,119912.0,9951241.0
2003-04-16,12300,12400,12050,12400,255269,123395.0,9951241.0
2003-04-17,12300,12300,12050,12150,162860,120908.0,9951241.0
2003-04-18,12400,13100,12350,12950,641981,128869.0,9951241.0
2003-04-21,13000,13300,12750,13050,294807,129864.0,9951241.0
2003-04-22,13100,13150,12700,12700,236780,126381.0,9951241.0
2003-04-23,12800,12900,12150,12400,197250,123395.0,9951241.0
2003-04-24,12300,12650,12250,12350,135960,122898.0,9951241.0
2003-04-25,12150,12150,11100,11650,260418,115932.0,9951241.0
2003-04-28,11450,11900,11300,11700,138190,116430.0,9951241.0
2003-04-29,11950,12050,11800,11950,203580,118917.0,9951241.0
2003-04-30,12150,12200,11800,11800,140890,117425.0,9951241.0
2003-05-02,12000,12450,11800,12450,225750,123893.0,9951241.0
2003-05-06,12650,12650,12200,12350,173349,122898.0,9951241.0
2003-05-07,12350,12400,12050,12350,226820,122898.0,9951241.0
2003-05-09,12350,12600,12200,12600,210089,125386.0,9951241.0
2003-05-12,12850,13000,12600,12700,265600,126381.0,9951241.0
2003-05-13,12800,12850,12200,12300,242342,122400.0,9951241.0
2003-05-14,12300,12650,12250,12600,196661,125386.0,9951241.0
2003-05-15,12900,13650,12800,13400,969412,133347.0,9951241.0
2003-05-16,13700,13850,13250,13600,591936,135337.0,9951241.0
2003-05-19,13350,13400,12800,12800,283551,127376.0,9951241.0
2003-05-20,12550,13100,12550,13000,250090,129366.0,9951241.0
2003-05-21,12850,13050,12750,12950,163570,128869.0,9951241.0
2003-05-22,12800,12950,12300,12450,388460,123893.0,9951241.0
2003-05-23,12600,12900,12400,12750,308320,126878.0,9951241.0
2003-05-26,13050,13400,13000,13200,430060,131356.0,9951241.0
2003-05-27,13400,13450,12750,12900,374650,128371.0,9951241.0
2003-05-28,13250,13300,12750,12850,261380,127873.0,9951241.0
2003-05-29,12700,12900,12550,12550,266868,124888.0,9951241.0
2003-05-30,12400,12700,12400,12650,188607,125883.0,9951241.0
2003-06-02,12750,12850,12650,12750,208914,126878.0,9951241.0
2003-06-03,12750,12800,12400,12450,224533,123893.0,9951241.0
2003-06-04,12450,12550,12150,12300,234284,122400.0,9951241.0
2003-06-05,12400,12500,12200,12250,206951,121903.0,9951241.0
2003-06-09,12150,12600,12000,12400,261030,123395.0,9951241.0
2003-06-10,12300,12350,12100,12150,155070,120908.0,9951241.0
2003-06-11,12150,12350,12050,12050,169463,119912.0,9951241.0
2003-06-12,12100,12300,12000,12250,158855,121903.0,9951241.0
2003-06-13,12300,12350,12150,12300,150608,122400.0,9951241.0
2003-06-16,12250,12350,12150,12200,161080,121405.0,9951241.0
2003-06-17,12350,12350,12000,12200,359705,121405.0,9951241.0
2003-06-18,12200,12200,11850,11950,217082,118917.0,9951241.0
2003-06-19,11900,11900,11650,11750,252662,116927.0,9951241.0
2003-06-20,11600,12000,11600,12000,188120,119415.0,9951241.0
2003-06-23,11850,11950,11650,11700,85490,116430.0,9951241.0
2003-06-24,11400,11700,11300,11400,130540,113444.0,9951241.0
2003-06-25,11500,11750,11450,11650,106840,115932.0,9951241.0
2003-06-26,11650,11650,11350,11450,99830,113942.0,9951241.0
2003-06-27,11550,11600,11250,11300,124162,112449.0,9951241.0
2003-06-30,11200,11300,11100,11150,106491,110956.0,9951241.0
2003-07-01,11200,11350,11000,11350,144530,112947.0,9951241.0
2003-07-02,11450,11800,11350,11700,200500,116430.0,9951241.0
2003-07-03,11850,11850,11200,11300,157468,112449.0,9951241.0
2003-07-04,11350,11450,11250,11300,90180,112449.0,9951241.0
2003-07-07,11300,12200,11300,12200,479890,121405.0,9951241.0
2003-07-08,12350,12400,11850,12200,258656,121405.0,9951241.0
2003-07-09,12200,12350,11950,12000,159070,119415.0,9951241.0
2003-07-10,11900,12150,11900,12000,103493,119415.0,9951241.0
2003-07-11,11900,12000,11800,11900,92970,118420.0,9951241.0
2003-07-14,11900,12050,11750,11750,146000,116927.0,9951241.0
2003-07-15,11800,11850,11400,11400,148080,113444.0,9951241.0
2003-07-16,11450,11550,11300,11400,107130,113444.0,9951241.0
2003-07-18,11300,11400,11150,11250,61060,111951.0,9951241.0
2003-07-21,11150,11400,11150,11300,44720,112449.0,9951241.0
2003-07-22,11200,11300,11150,11200,47010,111454.0,9951241.0
2003-07-23,11300,11750,11300,11700,133040,116430.0,9951241.0
2003-07-24,11650,11750,11400,11450,111430,113942.0,9951241.0
2003-07-25,11550,11900,11400,11850,154855,117922.0,9951241.0
2003-07-28,11750,11850,11650,11800,88400,117425.0,9951241.0
2003-07-29,11800,11800,11400,11450,147225,113942.0,9951241.0
2003-07-30,11550,11750,11550,11700,125515,116430.0,9951241.0
2003-07-31,11850,11900,11600,11700,96920,116430.0,9951241.0
2003-08-01,11800,11800,11550,11600,90381,115434.0,9951241.0
2003-08-04,11550,11800,11400,11550,103070,114937.0,9951241.0
2003-08-05,11450,11600,11350,11350,86095,112947.0,9951241.0
2003-08-06,11100,11300,10950,11050,68784,109961.0,9951241.0
2003-08-07,11050,11150,10850,10950,65200,108966.0,9951241.0
2003-08-08,11450,12000,11250,11500,363620,114439.0,9951241.0
2003-08-11,11200,11200,10950,11200,67216,111454.0,9951241.0
2003-08-12,11000,11250,10850,10850,69876,107971.0,9951241.0
2003-08-13,10700,10950,10500,10750,106900,106976.0,9951241.0
2003-08-14,10900,10900,10600,10750,92156,106976.0,9951241.0
2003-08-18,10700,10750,10300,10300,169534,102498.0,9951241.0
2003-08-19,10500,11500,10350,11200,472270,111454.0,9951241.0
2003-08-20,11500,12800,11200,12250,1371650,121903.0,9951241.0
2003-08-21,12600,12950,12200,12800,1028890,127376.0,9951241.0
2003-08-22,12950,14000,12800,13500,1102548,134342.0,9951241.0
2003-08-25,13600,13800,13200,13500,325780,134342.0,9951241.0
2003-08-26,13700,14050,13450,14050,470191,139815.0,9951241.0
2003-08-27,14000,14250,13500,13550,253950,134839.0,9951241.0
2003-08-28,13600,13750,13450,13500,185794,134342.0,9951241.0
2003-08-29,13650,13700,13400,13550,180460,134839.0,9951241.0
2003-09-01,13600,13800,13500,13750,162030,136830.0,9951241.0
2003-09-02,13850,14450,13850,13850,285370,137825.0,9951241.0
2003-09-03,14000,14150,13000,13000,181100,129366.0,9951241.0
2003-09-04,13400,13750,13200,13500,172530,134342.0,9951241.0
2003-09-05,13600,13600,13000,13450,97614,133844.0,9951241.0
2003-09-08,13250,13250,12850,12950,86246,128869.0,9951241.0
2003-09-09,13050,13200,12950,13000,113680,129366.0,9951241.0
2003-09-15,13200,13600,13000,13500,110030,134342.0,9951241.0
2003-09-16,13800,14500,13750,14450,290882,143795.0,9951241.0
2003-09-17,14700,14750,13950,14450,208299,143795.0,9951241.0
2003-09-18,14200,14200,13900,14100,82460,140312.0,9951241.0
2003-09-19,14100,14400,14000,14300,110890,142303.0,9951241.0
2003-09-22,14300,14700,13250,13400,158613,133347.0,9951241.0
2003-09-23,13050,13450,12400,13450,174410,133844.0,9951241.0
2003-09-24,13200,13400,12900,12900,121050,128371.0,9951241.0
2003-09-25,12400,12800,12100,12300,121390,122400.0,9951241.0
2003-09-26,12100,13100,12100,13000,123180,129366.0,9951241.0
2003-09-29,12750,12950,12700,12900,26030,128371.0,9951241.0
2003-09-30,12900,13200,12750,12800,54210,127376.0,9951241.0
2003-10-01,12550,13250,12500,13200,75120,131356.0,9951241.0
2003-10-02,13100,13450,13050,13200,42891,131356.0,9951241.0
2003-10-06,13300,13400,13000,13350,61700,132849.0,9951241.0
2003-10-07,13300,13500,13150,13300,40860,132352.0,9951241.0
2003-10-08,13400,13400,13100,13100,79000,130361.0,9951241.0
2003-10-09,13000,13650,13000,13650,66990,135834.0,9951241.0
2003-10-10,13800,14150,13700,13950,134523,138820.0,9951241.0
2003-10-13,13900,14300,13600,14150,146087,140810.0,9951241.0
2003-10-14,14150,14200,13800,14150,133983,140810.0,9951241.0
2003-10-15,14450,16250,14450,16250,1424218,161708.0,9951241.0
2003-10-16,16000,16700,15700,15950,508539,158722.0,9951241.0
2003-10-17,16200,16200,15800,16050,195216,159717.0,9951241.0
2003-10-20,16050,16350,15800,15850,132602,157727.0,9951241.0
2003-10-21,15950,16800,15850,16000,339793,159220.0,9951241.0
2003-10-22,16000,16150,15800,15800,115080,157230.0,9951241.0
2003-10-23,15800,16300,15600,15700,120450,156234.0,9951241.0
2003-10-24,15700,15850,14950,14950,116952,148771.0,9951241.0
2003-10-27,15000,15300,14850,15050,118100,149766.0,9951241.0
2003-10-28,15050,15350,14800,15100,150713,150264.0,9951241.0
2003-10-29,15450,16400,15250,15800,243110,157230.0,9951241.0
2003-10-30,15850,16100,15400,15850,92750,157727.0,9951241.0
2003-10-31,16000,16250,15550,16100,72034,160215.0,9951241.0
2003-11-03,16000,16500,16000,16250,80091,161708.0,9951241.0
2003-11-04,16350,16400,15500,15500,75253,154244.0,9951241.0
2003-11-05,15650,16050,15400,16050,56018,159717.0,9951241.0
2003-11-06,16000,17250,15950,16950,325911,168674.0,9951241.0
2003-11-07,17150,17500,16700,17050,159953,169669.0,9951241.0
2003-11-10,16950,17350,16600,17050,99690,169669.0,9951241.0
2003-11-11,16800,17350,16800,17100,89350,170166.0,9951241.0
2003-11-12,17150,17500,16700,16700,93225,166186.0,9951241.0
2003-11-13,16750,17200,16600,16800,106658,167181.0,9951241.0
2003-11-14,16850,16900,16250,16600,122050,165191.0,9951241.0
2003-11-17,16400,16600,15950,16000,75370,159220.0,9951241.0
2003-11-18,15850,16100,15450,15550,97010,154742.0,9951241.0
2003-11-19,15700,16600,15650,15650,356300,155737.0,9951241.0
2003-11-20,15750,16350,15700,15750,162700,156732.0,9951241.0
2003-11-21,15600,15750,15250,15300,80860,152254.0,9951241.0
2003-11-24,15300,15450,14850,15050,59180,149766.0,9951241.0
2003-11-25,15100,15700,15100,15700,49560,156234.0,9951241.0
2003-11-26,15700,15900,15650,15800,42016,157230.0,9951241.0
2003-11-27,15900,16150,15750,15950,72130,158722.0,9951241.0
2003-11-28,16000,16200,15900,16000,41935,159220.0,9951241.0
2003-12-01,16250,16900,16000,16350,111380,162703.0,9951241.0
2003-12-02,16650,16750,16250,16500,58525,164195.0,9951241.0
2003-12-03,16500,17000,16400,16800,55520,167181.0,9951241.0
2003-12-04,16700,17650,16600,17200,102765,171161.0,9951241.0
2003-12-05,17050,17450,16800,17150,81770,170664.0,9951241.0
2003-12-08,16800,17250,16600,17050,69590,169669.0,9951241.0
2003-12-09,17050,17450,17000,17050,41200,169669.0,9951241.0
2003-12-10,16950,17400,16900,17150,44314,170664.0,9951241.0
2003-12-11,17550,17550,16900,16900,59369,168176.0,9951241.0
2003-12-12,17000,17250,16850,17200,56070,171161.0,9951241.0
2003-12-15,17700,18000,17400,18000,108407,179122.0,9951241.0
2003-12-16,17800,18650,17800,18500,159330,184098.0,9951241.0
2003-12-17,18600,18650,17750,18000,105100,179122.0,9951241.0
2003-12-18,18000,18900,17950,18700,119810,186088.0,9951241.0
2003-12-19,18900,20600,18850,20450,482323,203503.0,9951241.0
2003-12-22,20300,20400,19400,19400,142250,193054.0,9951241.0
2003-12-23,19700,19950,18850,19000,88001,189074.0,9951241.0
2003-12-24,19000,19400,18600,18650,89503,185591.0,9951241.0
2003-12-26,18600,18900,18450,18500,73401,184098.0,9951241.0
2003-12-29,18100,19200,18100,19200,41982,191064.0,9951241.0
2003-12-30,19250,20150,19250,20000,45333,199025.0,9951241.0
2004-01-02,20000,20900,20000,20700,74337,205991.0,9951241.0
2004-01-05,20550,20600,20000,20100,63415,200020.0,9951241.0
2004-01-06,20300,20400,19800,20300,56433,202010.0,9951241.0
2004-01-07,20300,20350,19950,20150,57040,200518.0,9951241.0
2004-01-08,20050,20450,20000,20000,48816,199025.0,9951241.0
2004-01-09,19900,20500,19900,20100,49370,200020.0,9951241.0
2004-01-12,20000,20000,19400,19400,61093,193054.0,9951241.0
2004-01-13,19300,19700,19300,19600,33250,195044.0,9951241.0
2004-01-14,19450,20400,19450,20100,59330,200020.0,9951241.0
2004-01-15,20300,20300,19300,20000,45600,199025.0,9951241.0
2004-01-16,20000,20200,19350,19550,58800,194547.0,9951241.0
2004-01-19,19500,19850,19450,19600,42190,195044.0,9951241.0
2004-01-20,19350,19550,19050,19100,50130,190069.0,9951241.0
2004-01-26,19000,19300,18600,18950,58430,188576.0,9951241.0
2004-01-27,18950,19000,18600,18900,33970,188078.0,9951241.0
2004-01-28,18650,19450,18600,19250,45550,191561.0,9951241.0
2004-01-29,19300,19500,19000,19250,31920,191561.0,9951241.0
2004-01-30,19400,20350,19350,20200,126413,201015.0,9951241.0
2004-02-02,20500,21800,20200,21400,210581,212957.0,9951241.0
2004-02-03,21800,22000,20650,21200,141461,210966.0,9951241.0
2004-02-04,21100,22200,20700,21500,169282,213952.0,9951241.0
2004-02-05,21300,21700,21000,21050,65070,209474.0,9951241.0
2004-02-06,21050,21450,21000,21200,48640,210966.0,9951241.0
2004-02-09,21350,21400,21000,21000,57653,208976.0,9951241.0
2004-02-10,20900,21250,20900,21200,46450,210966.0,9951241.0
