텔코웨어(078000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-11-16,10946,10946,10401,10446,183280,103536.0,9003125.0
2004-11-17,10491,10764,10401,10673,160345,105787.0,9003125.0
2004-11-18,10809,11491,10582,11172,468593,110738.0,9003125.0
2004-11-19,11173,11309,10628,10900,188998,108038.0,9003125.0
2004-11-22,10900,11445,10764,11399,298238,112989.0,9003125.0
2004-11-23,11536,11672,11127,11581,194982,114790.0,9003125.0
2004-11-24,11627,11627,11354,11354,177106,112539.0,9003125.0
2004-11-25,11445,11445,10946,11172,183200,110738.0,9003125.0
2004-11-26,11127,11536,10673,10718,216691,106237.0,9003125.0
2004-11-29,10809,10900,10628,10763,103755,106687.0,9003125.0
2004-11-30,10855,11127,10537,10582,200706,104886.0,9003125.0
2004-12-01,10491,10673,10264,10491,164505,103986.0,9003125.0
2004-12-02,10628,10855,10446,10491,187871,103986.0,9003125.0
2004-12-03,10582,10628,8965,9764,414670,96784.0,9003125.0
2004-12-06,10083,10083,9583,9673,143042,95933.0,9007750.0
2004-12-07,9538,9765,9401,9401,121075,93230.0,9007750.0
2004-12-08,9174,10719,9174,10355,591910,102688.0,9007750.0
2004-12-09,10355,10491,9629,9628,200628,95482.0,9007750.0
2004-12-10,9629,10037,9538,9537,189431,94581.0,9007750.0
2004-12-13,9629,9946,9538,9901,122984,98184.0,9007750.0
2004-12-14,9856,9901,9629,9628,90080,95482.0,9007750.0
2004-12-15,10219,10537,10037,10264,214675,101788.0,9007750.0
2004-12-16,10401,10401,10037,10355,124469,102688.0,9007750.0
2004-12-17,10401,11036,10174,10900,215840,108093.0,9007750.0
2004-12-20,10764,10946,10628,10945,76550,108543.0,9007750.0
2004-12-21,11036,11036,10401,10491,116507,104040.0,9007750.0
2004-12-22,10491,10582,10264,10309,94773,102238.0,9007750.0
2004-12-23,10491,10537,9810,9810,111523,97284.0,9007750.0
2004-12-24,9629,9992,9629,9810,75870,97284.0,9007750.0
2004-12-27,9719,10446,9719,10446,112820,103589.0,9007750.0
2004-12-28,10355,10446,9992,10037,82504,99536.0,9007750.0
2004-12-29,9901,10128,9810,10037,97240,99536.0,9007750.0
2004-12-30,9946,10355,9946,10309,98520,102238.0,9007750.0
2005-01-03,10491,10946,10446,10763,323456,106742.0,9007750.0
2005-01-04,10946,11127,10537,10536,211671,104490.0,9007750.0
2005-01-05,10401,11036,10264,11036,156755,109444.0,9007750.0
2005-01-06,10946,11400,10264,10718,251701,106291.0,9007750.0
2005-01-07,10628,10764,10446,10627,116720,105391.0,9007750.0
2005-01-10,10764,11536,10719,11399,337051,113047.0,9007750.0
2005-01-11,11400,11581,10991,11399,268261,113047.0,9007750.0
2005-01-12,11809,12399,11445,11445,651673,113498.0,9007750.0
2005-01-13,11491,11809,11354,11717,225704,116200.0,9007750.0
2005-01-14,11809,12263,11581,11899,265470,118002.0,9007750.0
2005-01-17,11990,12444,11809,12308,407871,122055.0,9007750.0
2005-01-18,12808,13035,12354,12535,411376,124307.0,9007750.0
2005-01-19,12899,13989,12581,13080,1505553,129712.0,9007750.0
2005-01-20,13080,13307,11809,12217,529459,121154.0,9007750.0
2005-01-21,12263,12853,11899,12398,448230,122956.0,9007750.0
2005-01-24,13671,14216,13625,14215,437239,140971.0,9007750.0
2005-01-25,14897,15260,13398,13625,1001170,135116.0,9007750.0
2005-01-26,14034,14307,12717,13216,520060,131063.0,9007750.0
2005-01-27,13353,13716,13035,13489,368733,133765.0,9007750.0
2005-01-28,13489,13852,13171,13171,376784,130612.0,9007750.0
2005-01-31,12989,13262,12490,12580,259540,124757.0,9007750.0
2005-02-01,12626,12989,12444,12989,224793,128811.0,9007750.0
2005-02-02,12808,12989,12217,12353,221556,122505.0,9007750.0
2005-02-03,12354,12626,12263,12626,178318,125208.0,9007750.0
2005-02-04,13035,13353,12490,12580,398461,124757.0,9007750.0
2005-02-07,12717,13035,12535,12898,259892,127910.0,9007750.0
2005-02-11,12717,12717,12399,12626,234110,125208.0,9007750.0
2005-02-14,12717,14488,12626,14488,764762,143686.0,9008500.0
2005-02-15,15669,16623,14988,16622,1669857,164856.0,9008500.0
2005-02-16,16623,18530,15487,17712,990113,175666.0,9008500.0
2005-02-17,17713,20211,16804,17167,1585479,170261.0,9008500.0
2005-02-18,18167,19484,17486,18167,1265332,180170.0,9008500.0
2005-02-21,18985,19257,16714,16986,626085,168459.0,9008500.0
2005-02-22,16668,17213,14761,15124,579810,149992.0,9008500.0
2005-02-23,14624,16032,14534,15850,539301,157198.0,9008500.0
2005-02-24,15851,16941,15714,15714,485643,155847.0,9008500.0
2005-02-25,15624,16032,14170,14942,500933,148190.0,9008500.0
2005-02-28,15351,15805,14942,15759,376436,156297.0,9008500.0
2005-03-02,15987,16169,15533,15850,387065,157198.0,9008500.0
2005-03-03,15987,16623,15851,16395,410492,162603.0,9008500.0
2005-03-04,16396,16532,15533,15532,268138,154045.0,9008500.0
2005-03-07,15624,15714,14352,14442,279752,143584.0,9030450.0
2005-03-08,14443,14670,13216,13761,358437,136811.0,9030450.0
2005-03-09,13762,14079,13307,13897,225510,138166.0,9030450.0
2005-03-10,13353,13943,13353,13806,208363,137263.0,9030450.0
2005-03-11,13898,14715,13898,14533,292373,144487.0,9030450.0
2005-03-14,14579,15578,14534,15532,314463,154421.0,9030450.0
2005-03-15,15624,15624,14261,14442,185203,143584.0,9030450.0
2005-03-16,14261,15397,13852,15033,325860,149454.0,9030450.0
2005-03-17,14897,15260,14079,14306,188950,142230.0,9030450.0
2005-03-18,14079,15033,14079,14261,199930,141778.0,9030450.0
2005-03-21,14352,14624,14034,14079,158633,139972.0,9030450.0
2005-03-22,13943,15714,13943,14533,694500,144487.0,9030450.0
2005-03-23,14806,15169,14443,15078,235680,149905.0,9030450.0
2005-03-24,15442,15669,14488,14987,278570,149002.0,9030450.0
2005-03-25,14852,15260,14170,14579,204522,144939.0,9030450.0
2005-03-28,14624,14897,14352,14351,141980,142681.0,9030450.0
2005-03-29,14397,14443,13716,13716,148170,136360.0,9030450.0
2005-03-30,13625,13943,13398,13398,177610,133199.0,9030450.0
2005-03-31,13716,13807,12853,13443,178410,133651.0,9030450.0
2005-04-01,13216,13852,13216,13761,140300,136811.0,9030450.0
2005-04-04,13671,13671,13262,13307,93250,132296.0,9030450.0
2005-04-06,13307,13353,12899,12898,144720,128527.0,9051200.0
2005-04-07,13080,13126,12626,12853,119989,128074.0,9051200.0
2005-04-08,12989,13444,12853,13398,178686,133505.0,9051200.0
2005-04-11,13262,13398,13035,13171,112706,131242.0,9051200.0
2005-04-12,13126,13534,13080,13216,109036,131695.0,9051200.0
2005-04-13,13171,13353,13035,13080,103694,130337.0,9051200.0
2005-04-14,12808,12944,12490,12716,99540,126717.0,9051200.0
2005-04-15,13126,13262,12762,12807,211460,127622.0,9051200.0
2005-04-18,12581,12853,12172,12217,96846,121739.0,9051200.0
2005-04-19,12263,12808,12217,12262,295519,122191.0,9051200.0
2005-04-20,12308,12899,11899,11899,358741,118571.0,9051200.0
2005-04-21,11491,11809,11036,11263,266950,112235.0,9051200.0
2005-04-22,11581,11581,10900,10900,170722,108614.0,9051200.0
2005-04-25,10764,11082,10764,10991,108991,109520.0,9051200.0
2005-04-26,11082,11491,10991,11081,182381,110425.0,9051200.0
2005-04-27,11264,11627,11173,11626,221045,115855.0,9051200.0
2005-04-28,11581,11763,11309,11354,104070,113140.0,9051200.0
2005-04-29,11082,11445,10991,11081,63730,110425.0,9051200.0
2005-05-02,11127,11218,10809,10809,57898,107709.0,9051200.0
2005-05-03,10900,11536,10719,11536,126765,114950.0,9051200.0
2005-05-04,11672,11672,11264,11626,45260,115855.0,9051200.0
2005-05-06,11536,11763,11445,11626,43200,115855.0,9051200.0
2005-05-09,11809,11809,11445,11490,29775,114498.0,9051200.0
2005-05-10,11491,11990,11491,11853,63260,118137.0,9052650.0
2005-05-11,11672,11854,11264,11263,40440,112253.0,9052650.0
2005-05-12,11264,11536,11218,11263,32405,112253.0,9052650.0
2005-05-13,11082,11536,11082,11536,29830,114969.0,9052650.0
2005-05-16,11400,11945,11400,11763,72040,117232.0,9052650.0
2005-05-17,12081,12081,11627,11672,48770,116327.0,9052650.0
2005-05-18,11672,11899,11445,11445,41258,114063.0,9052650.0
2005-05-19,11672,11899,11445,11899,86110,118590.0,9052650.0
2005-05-20,11945,11990,11672,11853,39108,118137.0,9052650.0
2005-05-23,11854,12081,11672,12081,61792,120400.0,9052650.0
2005-05-24,12036,12581,11945,12353,110507,123116.0,9052650.0
2005-05-25,12535,12853,12263,12308,182673,122663.0,9052650.0
2005-05-26,12308,12535,12126,12217,74290,121758.0,9052650.0
2005-05-27,12308,12989,12308,12989,207791,129453.0,9052650.0
2005-05-30,13171,13216,12717,13171,127520,131263.0,9052650.0
2005-05-31,13307,15079,13262,14488,608948,144390.0,9052650.0
2005-06-01,14670,14806,14125,14124,179432,140769.0,9052650.0
2005-06-02,14352,14397,13580,13579,183430,135337.0,9052650.0
2005-06-03,13671,14216,13489,14215,158022,141674.0,9052650.0
2005-06-07,13807,14125,13716,13761,94430,137148.0,9052650.0
2005-06-08,13852,14352,13716,13897,159540,138506.0,9052650.0
2005-06-09,13898,14261,13807,14124,113299,140769.0,9052650.0
2005-06-10,14307,14852,14034,14442,253373,143937.0,9052650.0
2005-06-13,14170,14261,13716,13897,107978,138506.0,9052650.0
2005-06-14,13762,14079,13126,13261,108057,132169.0,9052650.0
2005-06-15,13171,13489,13035,13352,65170,133074.0,9052650.0
2005-06-16,13625,13807,13489,13625,69090,135790.0,9052650.0
2005-06-17,13444,13898,13307,13761,52440,137148.0,9052650.0
2005-06-20,13807,13989,13580,13625,38960,135790.0,9052650.0
2005-06-21,13625,13625,13126,13352,79530,133074.0,9052650.0
2005-06-22,13534,13534,13171,13398,28950,133527.0,9052650.0
2005-06-23,13444,13580,13216,13307,36390,132621.0,9052650.0
2005-06-24,13171,13625,13126,13625,30930,135790.0,9052650.0
2005-06-27,13398,13625,13171,13534,137930,134884.0,9052650.0
2005-06-28,13444,13534,12989,13443,55060,133979.0,9052650.0
2005-06-29,13625,13625,13171,13171,51372,131263.0,9052650.0
2005-06-30,13126,13489,13035,13489,62210,134432.0,9052650.0
2005-07-01,13444,13444,12989,13034,65608,129906.0,9052650.0
2005-07-04,13035,13852,13035,13806,136611,137600.0,9052650.0
2005-07-05,13852,14307,13852,14079,112281,140316.0,9052650.0
2005-07-06,14352,14352,13852,13897,71010,138506.0,9052650.0
2005-07-07,13671,14170,13671,13852,40400,138053.0,9052650.0
2005-07-08,13762,13898,13171,13307,74910,132621.0,9052650.0
2005-07-11,13398,14079,13398,14079,45741,140316.0,9052650.0
2005-07-12,14170,14715,14034,14170,121400,141221.0,9052650.0
2005-07-13,14216,14352,13716,13716,43559,136695.0,9052650.0
2005-07-14,13716,13762,13353,13352,66970,133074.0,9052650.0
2005-07-15,13353,14034,13262,13897,222060,138506.0,9052650.0
2005-07-18,13716,14534,13716,14079,156970,140316.0,9052650.0
2005-07-19,13943,14670,13943,14669,154980,146200.0,9052650.0
2005-07-20,14715,15124,14443,14760,1153084,147106.0,9052650.0
2005-07-21,15215,15669,14670,14987,287552,149369.0,9052650.0
2005-07-22,14852,14988,14352,14397,121934,143485.0,9052650.0
2005-07-25,14624,14806,14397,14442,159161,143937.0,9052650.0
2005-07-26,14352,14534,14307,14351,139871,143032.0,9052650.0
2005-07-27,14443,15487,14443,15487,201917,154348.0,9052650.0
2005-07-28,15896,16123,15533,15805,110316,157516.0,9052650.0
2005-07-29,15714,16078,15397,16077,78720,160232.0,9052650.0
2005-08-01,16078,16305,15760,15805,84425,157516.0,9052650.0
2005-08-02,15987,15987,15351,15850,70070,157969.0,9052650.0
2005-08-03,15805,16259,14761,15351,221470,152990.0,9052650.0
2005-08-04,15533,15533,14715,14715,79548,146653.0,9052650.0
2005-08-05,14579,14579,14216,14215,49674,141674.0,9052650.0
2005-08-08,14170,14534,13625,13625,86639,135790.0,9052650.0
2005-08-09,13534,13989,13444,13988,132859,139411.0,9052650.0
2005-08-10,14261,14261,13807,13852,58481,138053.0,9052650.0
2005-08-11,13762,14352,13671,14351,126740,143032.0,9052650.0
2005-08-12,14761,15260,14352,14533,256740,144842.0,9052650.0
2005-08-16,14670,15805,14397,14533,287721,144842.0,9052650.0
2005-08-17,14942,15306,14579,15260,347892,152085.0,9052650.0
2005-08-18,15260,15351,14942,15214,102660,151632.0,9052650.0
2005-08-19,15442,15533,14806,14896,87630,148463.0,9052650.0
2005-08-22,14806,15169,14670,14851,214610,148011.0,9052650.0
2005-08-23,14806,14897,14170,14306,151780,142579.0,9052650.0
2005-08-24,14170,14352,13762,13852,124530,138053.0,9052650.0
2005-08-25,13807,14761,13716,14442,375071,143937.0,9052650.0
2005-08-26,14261,14806,14170,14306,56927,142579.0,9052650.0
2005-08-29,14170,14170,13534,13534,46430,134884.0,9052650.0
2005-08-30,13625,14170,13534,14124,77641,140769.0,9052650.0
2005-08-31,13852,14397,13671,13897,62520,138506.0,9052650.0
2005-09-01,14034,14352,13898,14261,76360,142127.0,9052650.0
2005-09-02,14352,14988,14170,14806,195460,147558.0,9052650.0
2005-09-05,15079,15079,14534,14806,86102,147558.0,9052650.0
2005-09-06,14624,14988,14488,14624,37822,145748.0,9052650.0
2005-09-07,14988,14988,14534,14896,123580,148463.0,9052650.0
2005-09-08,15079,15215,14715,14987,69590,149604.0,9066900.0
2005-09-09,14988,15033,14715,14942,49200,149151.0,9066900.0
2005-09-12,15079,15079,14534,14533,62637,145070.0,9066900.0
2005-09-13,14488,14715,14170,14170,114695,141444.0,9066900.0
2005-09-14,14170,14397,13716,13897,92075,138724.0,9066900.0
2005-09-15,13716,14216,13716,13943,95943,139177.0,9066900.0
2005-09-16,13898,14670,13898,14669,98130,146430.0,9066900.0
2005-09-20,14670,14942,14397,14624,100510,145977.0,9066900.0
2005-09-21,14624,15169,14488,15169,95170,151417.0,9066900.0
2005-09-22,15033,15397,14942,15396,68285,153684.0,9066900.0
2005-09-23,15578,15578,15033,15033,58180,150057.0,9066900.0
2005-09-26,14942,15260,14670,14987,126260,149604.0,9066900.0
2005-09-27,15079,16123,14988,16077,347290,160484.0,9066900.0
2005-09-28,16350,16532,15851,16350,167860,163204.0,9066900.0
2005-09-29,16305,16577,16123,16350,74072,163204.0,9066900.0
2005-09-30,16532,17077,16441,16804,191830,167738.0,9066900.0
2005-10-04,16895,16986,16396,16804,88360,167738.0,9066900.0
2005-10-05,16804,16941,16214,16259,79130,162298.0,9066900.0
2005-10-06,15896,16577,15805,16350,116180,163204.0,9066900.0
2005-10-07,16169,17213,16169,16622,120430,165924.0,9066900.0
2005-10-10,16577,17077,16350,16350,133051,163240.0,9068900.0
2005-10-11,16396,16714,16350,16713,76288,166868.0,9068900.0
2005-10-12,16804,18122,16804,17621,377000,175937.0,9068900.0
2005-10-13,17395,17985,16986,17758,88464,177297.0,9068900.0
2005-10-14,17758,17940,17077,17167,105840,171402.0,9068900.0
2005-10-17,16895,17259,16169,16304,58000,162787.0,9068900.0
2005-10-18,16169,16577,15942,15986,54670,159613.0,9068900.0
2005-10-19,16123,16123,15487,15487,40491,154625.0,9068900.0
2005-10-20,15533,16487,15533,16486,50507,164601.0,9068900.0
2005-10-21,16305,16668,16078,16531,38150,165054.0,9068900.0
2005-10-24,16804,16986,16623,16986,46100,169588.0,9068900.0
2005-10-25,17122,17440,16668,16713,47472,166868.0,9068900.0
2005-10-26,16714,17213,16623,16804,34680,167775.0,9068900.0
2005-10-27,17349,17940,17349,17939,243362,179111.0,9068900.0
2005-10-28,17940,17940,17122,17621,79110,175937.0,9068900.0
2005-10-31,17804,17895,17213,17621,59500,175937.0,9068900.0
2005-11-01,17395,17985,17395,17485,82590,174576.0,9068900.0
2005-11-02,17486,17849,17213,17849,100841,178204.0,9068900.0
2005-11-03,17895,18349,17667,18076,73458,180471.0,9068900.0
2005-11-04,18076,18076,17667,18076,41150,180471.0,9068900.0
2005-11-07,17849,18167,17849,18076,59397,180471.0,9068900.0
2005-11-08,18485,18757,18440,18666,150422,186366.0,9068900.0
2005-11-09,18621,19393,18349,18848,142757,188180.0,9068900.0
2005-11-10,19166,19711,18848,19075,162161,190484.0,9070650.0
2005-11-11,18985,19530,18530,19347,117569,193205.0,9070650.0
2005-11-14,19166,19348,18576,18802,95130,187762.0,9070650.0
2005-11-15,19075,19212,18712,18757,46310,187309.0,9070650.0
2005-11-16,18803,19030,18031,18030,91840,180052.0,9070650.0
2005-11-17,18258,18349,18031,18257,65873,182320.0,9070650.0
2005-11-18,18440,18712,18167,18257,87453,182320.0,9070650.0
2005-11-21,18621,18621,17667,17894,78807,178692.0,9070650.0
2005-11-22,18122,18530,17758,18348,85940,183227.0,9070650.0
2005-11-23,18712,19075,18530,18530,118370,185041.0,9070650.0
2005-11-24,18530,18803,17985,18076,88437,180506.0,9070650.0
2005-11-25,18122,18485,18122,18167,71807,181413.0,9070650.0
2005-11-28,18757,19439,18757,18802,146633,187762.0,9070650.0
2005-11-29,18621,19757,18621,19529,187133,195019.0,9070650.0
2005-11-30,19711,20075,19166,19938,138726,199101.0,9070650.0
2005-12-01,19802,20665,19802,20392,142113,203636.0,9070650.0
2005-12-02,20529,20710,19984,19983,55960,199554.0,9070650.0
2005-12-05,20392,21891,20256,21527,217067,214974.0,9070650.0
2005-12-06,21937,21937,20892,21664,127260,216335.0,9070650.0
2005-12-07,21755,21800,20256,20982,138330,209532.0,9070650.0
2005-12-08,20892,20892,19984,20256,88951,202342.0,9073650.0
2005-12-09,20302,20665,19666,19665,110278,196445.0,9073650.0
2005-12-12,19484,21800,19484,21800,207320,217768.0,9073650.0
2005-12-13,22164,22345,21074,21346,97664,213231.0,9073650.0
2005-12-14,21528,22345,21346,22072,161220,220490.0,9073650.0
2005-12-15,22118,23435,21710,21891,168965,218675.0,9073650.0
2005-12-16,21346,22345,21165,22254,84060,222304.0,9073650.0
2005-12-19,22527,23072,22164,22527,100810,225027.0,9073650.0
2005-12-20,22164,22845,22164,22436,48710,224119.0,9073650.0
2005-12-21,22436,23435,22300,22572,95510,225480.0,9073650.0
2005-12-22,22663,22981,21255,21437,102066,214138.0,9073650.0
2005-12-23,21437,22073,21255,21936,62281,219129.0,9073650.0
2005-12-26,22027,22890,21982,22163,139312,221397.0,9073650.0
2005-12-27,22255,22890,22255,22300,144798,222758.0,9073650.0
2005-12-28,23050,23400,22150,22150,88710,200981.0,9073650.0
2005-12-29,22100,23100,21600,23100,159200,209601.0,9073650.0
2006-01-02,23000,23300,22550,23250,333990,210962.0,9073650.0
2006-01-03,24300,24350,23100,23300,261848,211416.0,9073650.0
2006-01-04,23400,23400,22500,22500,133837,204157.0,9073650.0
2006-01-05,22250,22500,20850,21900,147010,198713.0,9073650.0
2006-01-06,21150,21950,21100,21100,121770,191454.0,9073650.0
2006-01-09,21100,21300,20050,20250,157600,183741.0,9073650.0
2006-01-10,20350,21500,20350,20500,232632,186010.0,9073650.0
2006-01-11,20350,20750,19900,20250,78541,183931.0,9083000.0
2006-01-12,20500,21300,20350,21050,166783,191197.0,9083000.0
2006-01-13,20700,21300,20700,20900,56261,189835.0,9083000.0
2006-01-16,21350,21350,20600,20800,79432,188926.0,9083000.0
2006-01-17,20850,21100,19500,20000,270180,181660.0,9083000.0
2006-01-18,19550,19600,17600,18700,415735,169852.0,9083000.0
2006-01-19,18350,18800,18000,18300,99750,166219.0,9083000.0
2006-01-20,18500,18650,16200,16500,205589,149870.0,9083000.0
2006-01-23,15950,16250,14050,15000,536643,136245.0,9083000.0
2006-01-24,15200,17000,14500,16650,249678,151232.0,9083000.0
2006-01-25,16300,17400,16300,16500,184291,149870.0,9083000.0
2006-01-26,16950,17000,16350,16750,54104,152140.0,9083000.0
2006-01-27,17200,17900,17100,17850,106686,162132.0,9083000.0
2006-01-31,18400,19050,18150,18500,120292,168036.0,9083000.0
2006-02-01,18300,18300,17000,17850,118880,162132.0,9083000.0
2006-02-02,17850,18400,16850,16850,193401,153049.0,9083000.0
2006-02-03,16650,17000,16200,16800,86401,152594.0,9083000.0
2006-02-06,16250,16800,15500,15700,340428,142603.0,9083000.0
2006-02-07,15550,15900,15500,15700,134807,142603.0,9083000.0
2006-02-08,15700,16300,15600,15600,203445,141695.0,9083000.0
2006-02-09,16100,16100,15300,15650,146779,142247.0,9089250.0
2006-02-10,15500,15900,15450,15550,146767,141338.0,9089250.0
2006-02-13,15600,16300,15550,16100,203860,146337.0,9089250.0
2006-02-14,16200,16500,15850,16400,91365,149064.0,9089250.0
2006-02-15,16750,16800,15900,16100,127830,146337.0,9089250.0
2006-02-16,16000,16200,15800,15950,67210,144974.0,9089250.0
2006-02-17,16050,16350,15500,16050,80520,145882.0,9089250.0
2006-02-20,16000,16300,15900,16200,56649,147246.0,9089250.0
2006-02-21,16200,16500,16200,16350,52620,148609.0,9089250.0
2006-02-22,16350,16500,15800,16300,87620,148155.0,9089250.0
2006-02-23,16300,16500,16100,16450,73847,149518.0,9089250.0
2006-02-24,16350,16600,15900,15900,127869,144519.0,9089250.0
2006-02-27,16000,16100,15700,15950,141302,144974.0,9089250.0
2006-02-28,16100,16450,15950,16450,159370,149518.0,9089250.0
2006-03-02,16350,16450,15750,16100,1001690,146337.0,9089250.0
2006-03-03,16300,16650,16050,16150,508502,146791.0,9089250.0
2006-03-06,16500,16750,16250,16750,269417,152245.0,9089250.0
2006-03-07,16450,16450,14950,15000,392659,136339.0,9089250.0
2006-03-08,15050,15400,14350,14350,213905,130431.0,9089250.0
2006-03-09,14250,14450,13900,14150,137961,128613.0,9089250.0
2006-03-10,13700,14050,13550,14000,315541,127250.0,9089250.0
2006-03-13,14050,14200,13850,14000,194310,127250.0,9089250.0
2006-03-14,13850,14650,13700,14300,393300,129976.0,9089250.0
2006-03-15,14650,14850,14200,14400,284967,130885.0,9089250.0
2006-03-16,14250,14350,13700,13800,132605,125432.0,9089250.0
2006-03-17,13650,13900,13600,13800,135360,125432.0,9089250.0
2006-03-20,13650,13850,13650,13650,120712,124068.0,9089250.0
2006-03-21,13600,13800,13550,13600,126217,123614.0,9089250.0
2006-03-22,13500,13600,13000,13000,148571,118160.0,9089250.0
2006-03-23,13200,13300,12700,12700,122386,115433.0,9089250.0
