대림씨엔에스(004440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-11-28,21150,21350,20850,21000,22919,267371.0,12731947.0
2016-11-29,21000,21700,20850,21500,15993,273737.0,12731947.0
2016-11-30,21300,21900,21300,21850,17288,278193.0,12731947.0
2016-12-01,21650,21950,21650,21850,19739,278193.0,12731947.0
2016-12-02,21900,22000,21400,21950,22058,279466.0,12731947.0
2016-12-05,21350,22000,21200,21550,16872,274373.0,12731947.0
2016-12-06,21400,22000,21300,21300,17856,271190.0,12731947.0
2016-12-07,21300,21750,21200,21400,15528,272464.0,12731947.0
2016-12-08,21300,21650,20650,20900,44582,266098.0,12731947.0
2016-12-09,21200,21200,20650,20750,19066,264188.0,12731947.0
2016-12-12,21050,21100,20650,20800,21110,264824.0,12731947.0
2016-12-13,20950,20950,20650,20700,23874,263551.0,12731947.0
2016-12-14,20700,20950,20400,20400,38832,259732.0,12731947.0
2016-12-15,20500,20500,19900,20200,46630,257185.0,12731947.0
2016-12-16,20200,21100,19750,20250,100697,257822.0,12731947.0
2016-12-19,20250,20550,20250,20350,18226,259095.0,12731947.0
2016-12-20,20300,20600,20150,20450,30774,260368.0,12731947.0
2016-12-21,20450,20750,20350,20400,33504,259732.0,12731947.0
2016-12-22,20300,20650,20000,20250,22889,257822.0,12731947.0
2016-12-23,20150,20250,19650,19700,63540,250819.0,12731947.0
2016-12-26,19900,19900,19550,19700,24661,250819.0,12731947.0
2016-12-27,19850,19850,19300,19550,39749,248910.0,12731947.0
2016-12-28,19700,19750,19300,19500,18210,248273.0,12731947.0
2016-12-29,19450,19750,19450,19700,12632,250819.0,12731947.0
2017-01-02,19750,19800,19500,19700,12595,250819.0,12731947.0
2017-01-03,19700,19700,19350,19600,36263,249546.0,12731947.0
2017-01-04,19650,20350,19550,19850,47602,252729.0,12731947.0
2017-01-05,19900,20850,19850,20700,71283,263551.0,12731947.0
2017-01-06,20800,20950,20400,20850,44208,265461.0,12731947.0
2017-01-09,20650,20950,20350,20500,20418,261005.0,12731947.0
2017-01-10,20550,20650,20150,20400,17810,259732.0,12731947.0
2017-01-11,20300,20500,20150,20150,23569,256549.0,12731947.0
2017-01-12,20100,20400,19950,20100,13534,255912.0,12731947.0
2017-01-13,20350,20400,19900,20000,35724,254639.0,12731947.0
2017-01-16,20000,20050,19300,19500,34672,248273.0,12731947.0
2017-01-17,19550,19600,19250,19300,23006,245727.0,12731947.0
2017-01-18,19300,19350,18750,19200,27937,244453.0,12731947.0
2017-01-19,19400,19400,19000,19100,17651,243180.0,12731947.0
2017-01-20,19100,19200,18700,18800,42405,239361.0,12731947.0
2017-01-23,18900,19000,18750,18850,9244,239997.0,12731947.0
2017-01-24,19050,19050,18100,18200,54654,231721.0,12731947.0
2017-01-25,18200,18650,18200,18500,27141,235541.0,12731947.0
2017-01-26,18600,18600,18150,18200,17115,231721.0,12731947.0
2017-01-31,18350,18500,17900,18100,14508,230448.0,12731947.0
2017-02-01,18250,18600,17900,18600,22456,236814.0,12731947.0
2017-02-02,18500,18950,18350,18900,24123,240634.0,12731947.0
2017-02-03,18600,19050,18600,19000,16765,241907.0,12731947.0
2017-02-06,18900,19100,18800,19100,18352,243180.0,12731947.0
2017-02-07,19100,19350,19000,19300,23325,245727.0,12731947.0
2017-02-08,19350,19550,19200,19550,22486,248910.0,12731947.0
2017-02-09,19500,19800,19400,19600,16198,249546.0,12731947.0
2017-02-10,19450,19700,19300,19450,3976,247636.0,12731947.0
2017-02-13,19200,19600,19200,19200,11833,244453.0,12731947.0
2017-02-14,19200,19300,19150,19200,5553,244453.0,12731947.0
2017-02-15,19100,19300,19050,19300,5411,245727.0,12731947.0
2017-02-16,19200,19300,18950,19200,7572,244453.0,12731947.0
2017-02-17,19250,19250,18900,19100,4262,243180.0,12731947.0
2017-02-20,19000,19250,18900,19250,6804,245090.0,12731947.0
2017-02-21,19250,19500,19050,19400,12277,247000.0,12731947.0
2017-02-22,19450,19500,18900,19100,15474,243180.0,12731947.0
2017-02-23,19200,19300,18800,18900,11391,240634.0,12731947.0
2017-02-24,18950,19000,18450,18700,21270,238087.0,12731947.0
2017-02-27,18800,18950,18500,18600,18284,236814.0,12731947.0
2017-02-28,18650,18800,18450,18550,7659,236178.0,12731947.0
2017-03-02,18750,18850,18450,18450,12606,234904.0,12731947.0
2017-03-03,18450,18550,18400,18400,9231,234268.0,12731947.0
2017-03-06,18500,19050,18300,18950,25121,241270.0,12731947.0
2017-03-07,18950,19150,18600,19100,20451,243180.0,12731947.0
2017-03-08,19150,19150,18800,19000,9129,241907.0,12731947.0
2017-03-09,19000,19000,18650,18650,11233,237451.0,12731947.0
2017-03-10,18800,18800,18500,18650,8914,237451.0,12731947.0
2017-03-13,18800,18800,18550,18650,7788,237451.0,12731947.0
2017-03-14,18750,18900,18400,18400,17688,234268.0,12731947.0
2017-03-15,18500,18500,18300,18350,12716,233631.0,12731947.0
2017-03-16,18550,18550,18250,18400,10746,234268.0,12731947.0
2017-03-17,18600,18650,18050,18100,16113,230448.0,12731947.0
2017-03-20,17850,18150,17700,17900,34014,227902.0,12731947.0
2017-03-21,17900,18150,17900,17900,16646,227902.0,12731947.0
2017-03-22,17900,18000,17650,17650,23552,224719.0,12731947.0
2017-03-23,17650,17850,17450,17700,42005,225355.0,12731947.0
2017-03-24,17750,17750,17450,17700,47740,225355.0,12731947.0
2017-03-27,17850,17850,17600,17800,18694,226629.0,12731947.0
2017-03-28,17800,17950,17700,17750,19573,225992.0,12731947.0
2017-03-29,17800,17950,17600,17700,32899,225355.0,12731947.0
2017-03-30,17800,18200,17700,17800,43218,226629.0,12731947.0
2017-03-31,17900,18050,17750,17850,18903,227265.0,12731947.0
2017-04-03,17900,18300,17800,18200,17086,231721.0,12731947.0
2017-04-04,18200,18400,18150,18200,24747,231721.0,12731947.0
2017-04-05,18300,18600,18200,18400,33183,234268.0,12731947.0
2017-04-06,18400,18600,18350,18450,14423,234904.0,12731947.0
2017-04-07,18500,18600,18450,18500,11317,235541.0,12731947.0
2017-04-10,18600,18600,18050,18050,23294,229812.0,12731947.0
2017-04-11,18100,18250,18000,18150,19881,231085.0,12731947.0
2017-04-12,18250,19100,18150,18550,37023,236178.0,12731947.0
2017-04-13,18550,19200,18400,19200,38526,244453.0,12731947.0
2017-04-14,18950,19200,18150,18250,73898,232358.0,12731947.0
2017-04-17,18350,18500,18200,18500,27127,235541.0,12731947.0
2017-04-18,18500,18600,18250,18500,20323,235541.0,12731947.0
2017-04-19,18600,18600,18350,18550,11116,236178.0,12731947.0
2017-04-20,18550,18550,18100,18150,38347,231085.0,12731947.0
2017-04-21,18150,18350,17850,18000,52141,229175.0,12731947.0
2017-04-24,18100,18100,17650,17850,39001,227265.0,12731947.0
2017-04-25,17850,18000,17550,17900,54049,227902.0,12731947.0
2017-04-26,17900,18100,17750,17950,33223,228538.0,12731947.0
2017-04-27,18000,18000,17550,17700,32196,225355.0,12731947.0
2017-04-28,17250,17500,17050,17100,57743,217716.0,12731947.0
2017-05-02,17200,17200,16800,16900,40484,215170.0,12731947.0
2017-05-04,16850,17100,16750,17050,41859,217080.0,12731947.0
2017-05-08,17100,17300,17100,17250,21599,219626.0,12731947.0
2017-05-10,17050,17300,17000,17100,32000,217716.0,12731947.0
2017-05-11,17100,17350,16950,17200,26936,218989.0,12731947.0
2017-05-12,17200,17350,16900,17000,44386,216443.0,12731947.0
2017-05-15,17150,17300,16950,17300,21012,220263.0,12731947.0
2017-05-16,17450,17450,17000,17150,12640,218353.0,12731947.0
2017-05-17,17200,17200,16800,17000,44836,216443.0,12731947.0
2017-05-18,16850,17000,16750,17000,26232,216443.0,12731947.0
2017-05-19,16950,17050,16800,16950,15186,215807.0,12731947.0
2017-05-22,17050,17100,16750,17000,39898,216443.0,12731947.0
2017-05-23,17000,17000,16750,16900,67193,215170.0,12731947.0
2017-05-24,17000,17050,16700,16900,61078,215170.0,12731947.0
2017-05-25,16900,16900,16650,16750,69584,213260.0,12731947.0
2017-05-26,16850,17350,16750,17300,116552,220263.0,12731947.0
2017-05-29,17300,17550,17200,17250,89095,219626.0,12731947.0
2017-05-30,17300,17500,17300,17400,65666,221536.0,12731947.0
2017-05-31,17500,17550,17250,17500,124670,222809.0,12731947.0
2017-06-01,17550,17600,17350,17500,39081,222809.0,12731947.0
2017-06-02,17600,17650,17500,17550,30688,223446.0,12731947.0
2017-06-05,17550,17650,17250,17450,84318,222172.0,12731947.0
2017-06-07,17450,17450,17200,17200,52921,218989.0,12731947.0
2017-06-08,17300,17400,17150,17200,22155,218989.0,12731947.0
2017-06-09,17300,17350,17150,17300,18051,220263.0,12731947.0
2017-06-12,17350,17350,17000,17100,30257,217716.0,12731947.0
2017-06-13,17050,17350,17050,17350,33608,220899.0,12731947.0
2017-06-14,17350,17450,17200,17250,36084,219626.0,12731947.0
2017-06-15,17300,17350,16800,16900,129427,215170.0,12731947.0
2017-06-16,16900,17050,16700,16850,46505,214533.0,12731947.0
2017-06-19,16950,16950,16750,16850,28691,214533.0,12731947.0
2017-06-20,16900,17000,16800,16850,26276,214533.0,12731947.0
2017-06-21,16800,16950,16750,16750,14834,213260.0,12731947.0
2017-06-22,16750,16950,16700,16950,22704,215807.0,12731947.0
2017-06-23,17000,17050,16850,16950,12010,215807.0,12731947.0
2017-06-26,16950,16950,16750,16850,14498,214533.0,12731947.0
2017-06-27,16850,17050,16850,16850,13786,214533.0,12731947.0
2017-06-28,16900,17150,16750,17100,45236,217716.0,12731947.0
2017-06-29,17100,17300,17050,17200,39601,218989.0,12731947.0
2017-06-30,17250,17350,17100,17200,23455,218989.0,12731947.0
2017-07-03,17350,17350,17050,17100,16756,217716.0,12731947.0
2017-07-04,17200,17500,17150,17400,52565,221536.0,12731947.0
2017-07-05,17450,17700,17350,17650,41768,224719.0,12731947.0
2017-07-06,17700,17700,17350,17400,15588,221536.0,12731947.0
2017-07-07,17450,17500,17050,17150,17565,218353.0,12731947.0
2017-07-10,17100,17200,16750,16800,37692,213897.0,12731947.0
2017-07-11,16800,16850,16600,16700,39456,212624.0,12731947.0
2017-07-12,16700,16850,16650,16750,19985,213260.0,12731947.0
2017-07-13,16750,16850,16650,16650,17688,211987.0,12731947.0
2017-07-14,16700,16800,16650,16750,9137,213260.0,12731947.0
2017-07-17,16850,16900,16700,16900,10306,215170.0,12731947.0
2017-07-18,16850,16950,16750,16850,21116,214533.0,12731947.0
2017-07-19,16900,17000,16750,16950,19017,215807.0,12731947.0
2017-07-20,16950,17300,16850,17250,20963,219626.0,12731947.0
2017-07-21,17350,17350,17100,17250,20138,219626.0,12731947.0
2017-07-24,17300,17350,17000,17000,7265,216443.0,12731947.0
2017-07-25,17100,17150,16950,17100,10095,217716.0,12731947.0
2017-07-26,17100,17200,16850,16900,23488,215170.0,12731947.0
2017-07-27,17000,17050,16800,16950,13036,215807.0,12731947.0
2017-07-28,16850,16900,16700,16800,24420,213897.0,12731947.0
2017-07-31,16800,16850,16600,16600,13116,211350.0,12731947.0
2017-08-01,16800,16800,16550,16700,13702,212624.0,12731947.0
2017-08-02,16800,16900,16650,16750,10564,213260.0,12731947.0
2017-08-03,16900,16900,16350,16350,22886,208167.0,12731947.0
2017-08-04,16200,16550,16200,16250,18695,206894.0,12731947.0
2017-08-07,16350,16500,16100,16300,10576,207531.0,12731947.0
2017-08-08,16500,16500,16150,16400,10126,208804.0,12731947.0
2017-08-09,16450,16450,16000,16100,23640,204984.0,12731947.0
2017-08-10,16050,16250,15750,15950,24186,203075.0,12731947.0
2017-08-11,15700,16100,15450,16100,24693,204984.0,12731947.0
2017-08-14,16000,16150,15850,16100,6639,204984.0,12731947.0
2017-08-16,16100,16250,15750,16200,11887,206258.0,12731947.0
2017-08-17,16200,16350,16200,16200,6152,206258.0,12731947.0
2017-08-18,16250,16400,15900,16400,9063,208804.0,12731947.0
2017-08-21,16400,16450,16200,16350,8013,208167.0,12731947.0
2017-08-22,16350,16350,16150,16250,4192,206894.0,12731947.0
2017-08-23,16300,16350,16000,16250,8797,206894.0,12731947.0
2017-08-24,16100,16650,16100,16600,27412,211350.0,12731947.0
2017-08-25,16600,16650,16300,16500,4634,210077.0,12731947.0
2017-08-28,16500,16500,16250,16250,9355,206894.0,12731947.0
2017-08-29,16250,16500,15950,16450,10499,209441.0,12731947.0
2017-08-30,16400,16600,16400,16600,7900,211350.0,12731947.0
2017-08-31,16600,16650,16250,16250,5298,206894.0,12731947.0
2017-09-01,16400,16400,16050,16250,9227,206894.0,12731947.0
2017-09-04,16050,16150,15850,15900,8964,202438.0,12731947.0
2017-09-05,15950,16100,15600,15650,18557,199255.0,12731947.0
2017-09-06,15650,15750,15450,15700,9026,199892.0,12731947.0
2017-09-07,15600,15850,15600,15800,6327,201165.0,12731947.0
2017-09-08,15800,15850,15550,15600,5888,198618.0,12731947.0
2017-09-11,15600,15700,15450,15700,9604,199892.0,12731947.0
2017-09-12,15850,15850,15550,15600,6586,198618.0,12731947.0
2017-09-13,15500,15750,15000,15250,29658,194162.0,12731947.0
2017-09-14,15250,15350,14950,14950,21523,190343.0,12731947.0
2017-09-15,15050,15100,14800,15050,20968,191616.0,12731947.0
2017-09-18,15050,15050,14800,14850,13928,189069.0,12731947.0
2017-09-19,14750,14800,14450,14550,43186,185250.0,12731947.0
2017-09-20,14650,14650,14200,14300,34361,182067.0,12731947.0
2017-09-21,14300,14700,13950,14600,34258,185886.0,12731947.0
2017-09-22,14700,14950,14350,14400,12806,183340.0,12731947.0
2017-09-25,14650,14650,13900,13900,12793,176974.0,12731947.0
2017-09-26,13500,14100,13100,13650,130342,173791.0,12731947.0
2017-09-27,13850,14500,13750,14300,31686,182067.0,12731947.0
2017-09-28,14300,14700,14150,14450,3913,183977.0,12731947.0
2017-09-29,14600,14700,14450,14650,5188,186523.0,12731947.0
2017-10-10,14650,14850,14300,14650,13925,186523.0,12731947.0
2017-10-11,14600,14900,14500,14850,9090,189069.0,12731947.0
2017-10-12,14850,15000,14500,14500,14434,184613.0,12731947.0
2017-10-13,14600,14600,13700,14000,29782,178247.0,12731947.0
2017-10-16,14000,14050,13600,13800,28316,175701.0,12731947.0
2017-10-17,14000,14350,13850,14100,9115,179520.0,12731947.0
2017-10-18,14250,14350,14000,14350,5679,182703.0,12731947.0
2017-10-19,14250,14600,14150,14400,9175,183340.0,12731947.0
2017-10-20,14550,14550,14200,14250,6544,181430.0,12731947.0
2017-10-23,14400,14500,13800,13900,11393,176974.0,12731947.0
2017-10-24,13900,14300,13850,14000,9726,178247.0,12731947.0
2017-10-25,14150,14150,13650,13750,27151,175064.0,12731947.0
2017-10-26,13900,14100,13750,14000,5790,178247.0,12731947.0
2017-10-27,14100,14200,14000,14150,5604,180157.0,12731947.0
2017-10-30,14200,14500,14000,14350,13706,182703.0,12731947.0
2017-10-31,14450,14800,14200,14700,25768,187160.0,12731947.0
2017-11-01,14700,14700,14000,14250,18092,181430.0,12731947.0
2017-11-02,14250,14250,14050,14200,7358,180794.0,12731947.0
2017-11-03,14000,14050,12650,12900,198374,164242.0,12731947.0
2017-11-06,12900,12900,12300,12450,115883,158513.0,12731947.0
2017-11-07,12450,12700,12350,12700,32727,161696.0,12731947.0
2017-11-08,12700,12700,12550,12650,13461,161059.0,12731947.0
2017-11-09,12650,12800,12500,12800,32997,162969.0,12731947.0
2017-11-10,12650,12900,12500,12800,47548,162969.0,12731947.0
2017-11-13,12800,12900,12750,12850,33999,163606.0,12731947.0
2017-11-14,12800,12800,12450,12750,35273,162332.0,12731947.0
2017-11-15,12800,13500,12450,13100,143545,166789.0,12731947.0
2017-11-16,13250,13600,12550,13200,169582,168062.0,12731947.0
2017-11-17,13450,13450,12800,12850,62803,163606.0,12731947.0
2017-11-20,13000,13050,12550,12650,56084,161059.0,12731947.0
2017-11-21,12700,12750,12050,12100,114541,154057.0,12731947.0
2017-11-22,12050,12200,12000,12150,22325,154693.0,12731947.0
2017-11-23,12100,12350,12050,12300,17607,156603.0,12731947.0
2017-11-24,12300,12350,12150,12250,19093,155966.0,12731947.0
2017-11-27,12300,12350,12200,12250,21014,155966.0,12731947.0
2017-11-28,12350,12750,12300,12700,39466,161696.0,12731947.0
2017-11-29,12800,12800,12500,12750,37414,162332.0,12731947.0
2017-11-30,12750,12750,12600,12600,16083,160423.0,12731947.0
2017-12-01,12750,12850,12600,12700,13387,161696.0,12731947.0
2017-12-04,12750,12950,12650,12800,20318,162969.0,12731947.0
2017-12-05,12900,13650,12900,13550,87977,172518.0,12731947.0
2017-12-06,13650,13650,13150,13350,34297,169971.0,12731947.0
2017-12-07,13150,13450,13100,13100,29495,166789.0,12731947.0
2017-12-08,13100,13350,12950,13200,46525,168062.0,12731947.0
2017-12-11,13150,13400,13150,13350,20500,169971.0,12731947.0
2017-12-12,13400,13450,13200,13300,9278,169335.0,12731947.0
2017-12-13,13350,13450,13200,13450,9454,171245.0,12731947.0
