사조오양(006090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,2547,2897,2547,2864,69790,10325.0,2860000.0
1999-01-05,2944,3174,2793,3015,86730,10868.0,2860000.0
1999-01-06,3075,3333,3055,3214,104750,11583.0,2860000.0
1999-01-07,3412,3412,3103,3206,112230,11554.0,2860000.0
1999-01-08,3135,3412,3095,3253,157750,11726.0,2860000.0
1999-01-11,3333,3742,3301,3741,172470,13485.0,2860000.0
1999-01-12,4047,4246,3889,4126,335650,14872.0,2860000.0
1999-01-13,4127,4746,4127,4737,372340,17074.0,2860000.0
1999-01-14,4658,4658,4031,4031,216990,14529.0,2860000.0
1999-01-15,4047,4285,3690,4134,179660,14901.0,2860000.0
1999-01-18,4373,4754,4365,4753,187190,17131.0,2860000.0
1999-01-19,4762,4762,4238,4356,132350,15701.0,2860000.0
1999-01-20,4277,4365,3916,3967,87560,14300.0,2860000.0
1999-01-21,4087,4166,3690,3967,129620,14300.0,2860000.0
1999-01-22,3968,4166,3730,3967,95210,14300.0,2860000.0
1999-01-25,3968,3968,3412,3412,45790,12298.0,2860000.0
1999-01-26,3412,3730,3095,3142,92030,11326.0,2860000.0
1999-01-27,3214,3405,3055,3404,58680,12269.0,2860000.0
1999-01-28,3492,3908,3333,3721,88820,13413.0,2860000.0
1999-01-29,3809,3817,3627,3809,70530,13728.0,2860000.0
1999-02-01,3730,4166,3730,4110,134900,14815.0,2860000.0
1999-02-02,4143,4682,3849,4206,296060,15158.0,2860000.0
1999-02-03,4206,4357,3809,3928,131830,14157.0,2860000.0
1999-02-04,4127,4127,3651,3729,55450,13442.0,2860000.0
1999-02-05,3746,3968,3738,3884,71930,14000.0,2860000.0
1999-02-08,3960,3960,3619,3618,74320,13042.0,2860000.0
1999-02-09,3579,3579,3301,3412,86120,12298.0,2860000.0
1999-02-10,3452,3770,3405,3579,111170,12899.0,2860000.0
1999-02-11,3611,3706,3500,3571,69140,12870.0,2860000.0
1999-02-12,3611,3722,3571,3650,71740,13156.0,2860000.0
1999-02-18,3809,3809,3492,3515,33760,12670.0,2860000.0
1999-02-19,3492,3492,3198,3301,46720,11898.0,2860000.0
1999-02-22,3214,3722,3214,3412,69860,12298.0,2860000.0
1999-02-23,3452,3539,3325,3380,60250,12184.0,2860000.0
1999-02-24,3389,3420,3270,3293,32900,11869.0,2860000.0
1999-02-25,3262,3262,3103,3134,36280,11297.0,2860000.0
1999-02-26,3174,3412,3174,3412,35580,12298.0,2860000.0
1999-03-02,3405,3555,3405,3452,49060,12441.0,2860000.0
1999-03-03,3452,3492,3270,3372,35870,12155.0,2860000.0
1999-03-04,3333,3412,3333,3372,20610,12155.0,2860000.0
1999-03-05,3333,3412,3301,3396,19990,12241.0,2860000.0
1999-03-08,3420,3730,3420,3642,81590,13127.0,2860000.0
1999-03-09,3571,3793,3500,3587,64910,12927.0,2860000.0
1999-03-10,3500,3611,3500,3499,32500,12613.0,2860000.0
1999-03-11,3508,3643,3492,3634,43090,13099.0,2860000.0
1999-03-12,3730,4079,3730,3856,106330,13900.0,2860000.0
1999-03-15,4047,4166,3889,3928,93620,14157.0,2860000.0
1999-03-16,3928,4063,3889,3967,85960,14300.0,2860000.0
1999-03-17,3968,4031,3770,3967,66250,14300.0,2860000.0
1999-03-18,3571,4047,3571,3825,82880,13785.0,2860000.0
1999-03-19,3651,3952,3651,3928,61170,14157.0,2860000.0
1999-03-22,3968,4158,3897,3928,46310,14157.0,2860000.0
1999-03-23,3928,4031,3889,3928,50070,14157.0,2860000.0
1999-03-24,3928,4127,3857,4126,95130,14872.0,2860000.0
1999-03-25,4206,4746,4127,4523,364840,16302.0,2860000.0
1999-03-26,4682,4722,4468,4602,176470,16588.0,2860000.0
1999-03-29,4563,4563,4365,4483,54710,16159.0,2860000.0
1999-03-30,4333,4563,4333,4483,98230,16159.0,2860000.0
1999-03-31,4484,4563,4301,4301,68480,15501.0,2860000.0
1999-04-01,4349,4349,4071,4071,107070,14672.0,2860000.0
1999-04-02,4127,4166,3992,4110,47170,14815.0,2860000.0
1999-04-06,4182,4722,4182,4721,225800,17017.0,2860000.0
1999-04-07,4801,4992,4611,4610,153880,16617.0,2860000.0
1999-04-08,4682,4920,4643,4761,103630,17160.0,2860000.0
1999-04-09,4722,4722,4523,4602,107570,16588.0,2860000.0
1999-04-12,4523,4841,4389,4642,80390,16731.0,2860000.0
1999-04-13,4523,4801,4516,4523,104890,16302.0,2860000.0
1999-04-14,4603,4635,4484,4515,46900,16273.0,2860000.0
1999-04-15,4516,4682,4444,4682,95050,16874.0,2860000.0
1999-04-16,4690,4698,4484,4483,48550,16159.0,2860000.0
1999-04-19,4484,4603,4484,4563,37790,16445.0,2860000.0
1999-04-20,4143,4643,4143,4602,44350,16588.0,2860000.0
1999-04-21,4603,4920,4603,4602,93060,16588.0,2860000.0
1999-04-22,4611,5000,4611,4920,89550,17732.0,2860000.0
1999-04-23,5008,5658,5008,5396,104540,19448.0,2860000.0
1999-04-26,5619,5635,5238,5634,91200,20306.0,2860000.0
1999-04-27,5635,5793,5476,5793,86800,20878.0,2860000.0
1999-04-28,5793,5873,5555,5793,60390,20878.0,2860000.0
1999-04-29,5793,6349,5793,5872,55770,21164.0,2860000.0
1999-04-30,6190,6190,5658,5705,15120,20563.0,2860000.0
1999-05-03,5722,5912,5635,5658,39160,20392.0,2860000.0
1999-05-04,5833,5873,5555,5713,42330,20592.0,2860000.0
1999-05-06,5714,5873,5563,5642,64230,20335.0,2860000.0
1999-05-07,5825,6190,5674,5951,99590,21450.0,2860000.0
1999-05-10,6349,6349,5992,6070,71680,21879.0,2860000.0
1999-05-11,6127,6349,5952,5951,74970,21450.0,2860000.0
1999-05-12,5793,6190,5563,5713,55090,20592.0,2860000.0
1999-05-13,5714,5793,5396,5396,57700,19448.0,2860000.0
1999-05-14,5396,5476,5158,5158,54850,18590.0,2860000.0
1999-05-17,4960,5301,4777,4777,26620,17217.0,2860000.0
1999-05-18,4754,4920,4619,4840,29720,17446.0,2860000.0
1999-05-19,4841,5071,4762,4920,30880,17732.0,2860000.0
1999-05-20,4920,4960,4365,4761,24360,17160.0,2860000.0
1999-05-21,4619,4801,4603,4682,18710,16874.0,2860000.0
1999-05-24,4690,4762,4603,4610,14470,16617.0,2860000.0
1999-05-25,4603,4722,4563,4571,17840,16474.0,2860000.0
1999-05-26,4682,5158,4603,5158,33590,18590.0,2860000.0
1999-05-27,5158,5158,4928,4928,24640,17761.0,2860000.0
1999-05-28,5000,5000,4762,4761,16470,17160.0,2860000.0
1999-05-31,4762,5079,4762,4983,27680,17961.0,2860000.0
1999-06-01,4984,4984,4762,4920,8540,17732.0,2860000.0
1999-06-02,4801,5238,4801,5237,26390,18876.0,2860000.0
1999-06-03,5230,5849,5158,5674,86000,20449.0,2860000.0
1999-06-04,5674,5873,5555,5642,71140,20335.0,2860000.0
1999-06-07,5642,5912,5444,5880,88180,21193.0,2860000.0
1999-06-08,5912,6031,5761,5832,62520,21021.0,2860000.0
1999-06-09,5722,5912,5635,5832,78810,21021.0,2860000.0
1999-06-10,6023,6111,5714,5832,128870,21021.0,2860000.0
1999-06-11,6031,6031,5754,5793,51420,20878.0,2860000.0
1999-06-14,5754,5754,5087,5555,40710,20020.0,2860000.0
1999-06-15,5158,5547,5158,5158,33700,18590.0,2860000.0
1999-06-16,5198,5396,5158,5396,19040,19448.0,2860000.0
1999-06-17,5396,5515,5246,5436,37830,19591.0,2860000.0
1999-06-18,5436,5436,5198,5356,15170,19305.0,2860000.0
1999-06-21,5476,5476,5158,5356,34720,19305.0,2860000.0
1999-06-22,5158,5635,5158,5634,107990,20306.0,2860000.0
1999-06-23,5476,5746,5476,5475,32020,19734.0,2860000.0
1999-06-24,5404,5944,5404,5555,107690,20020.0,2860000.0
1999-06-25,5785,5785,5555,5555,53420,20020.0,2860000.0
1999-06-28,5595,5674,5412,5491,21690,19791.0,2860000.0
1999-06-29,5087,5754,5087,5753,38850,20735.0,2860000.0
1999-06-30,5515,5595,5436,5499,7820,19820.0,2860000.0
1999-07-01,5555,5555,5325,5515,32900,19877.0,2860000.0
1999-07-02,5515,5635,5428,5428,43790,19562.0,2860000.0
1999-07-05,5754,5754,5396,5491,41710,19791.0,2860000.0
1999-07-06,5555,5674,5412,5499,59130,19820.0,2860000.0
1999-07-07,5777,6317,5658,6317,136360,22766.0,2860000.0
1999-07-08,6793,7142,6507,6507,164950,23452.0,2860000.0
1999-07-09,6825,6825,6349,6507,57180,23452.0,2860000.0
1999-07-12,6523,6825,6238,6428,76630,23166.0,2860000.0
1999-07-13,6507,7388,6507,6904,94060,24882.0,2860000.0
1999-07-14,6904,6944,6349,6348,45160,22880.0,2860000.0
1999-07-15,6349,6349,5476,6094,37180,21965.0,2860000.0
1999-07-16,5714,6103,5714,5951,33200,21450.0,2860000.0
1999-07-19,6190,6507,5952,6213,53160,22394.0,2860000.0
1999-07-20,6039,6507,6031,6190,38360,22308.0,2860000.0
1999-07-21,6190,6198,5968,5991,51720,21593.0,2860000.0
1999-07-22,6507,6888,6119,6348,33150,22880.0,2860000.0
1999-07-23,6349,6746,5952,6348,68540,22880.0,2860000.0
1999-07-26,6190,6341,5555,6110,44910,22022.0,2860000.0
1999-07-27,6269,6507,6111,6348,38960,22880.0,2860000.0
1999-07-28,6825,6825,6349,6666,50190,24024.0,2860000.0
1999-07-29,6666,6746,6468,6745,74080,24310.0,2860000.0
1999-07-30,6825,7753,6825,7753,90580,27942.0,2860000.0
1999-08-02,8095,8095,7150,7777,91390,28028.0,2860000.0
1999-08-03,7896,8928,7539,8174,118890,29458.0,2860000.0
1999-08-04,8015,8690,7936,8332,69590,30030.0,2860000.0
1999-08-05,8015,8333,7301,7301,51170,26312.0,2860000.0
1999-08-06,7182,7523,6984,6999,25290,25225.0,2860000.0
1999-08-09,6825,7484,6825,7221,34980,26026.0,2860000.0
1999-08-10,7071,7071,6666,6745,17400,24310.0,2860000.0
1999-08-11,6825,6825,6269,6293,24720,22680.0,2860000.0
1999-08-12,6293,6507,6293,6340,28470,22851.0,2860000.0
1999-08-13,6380,6579,6111,6348,61890,22880.0,2860000.0
1999-08-16,6349,6349,6031,6340,15940,22851.0,2860000.0
1999-08-17,6230,6246,5476,5515,42020,19877.0,2860000.0
1999-08-18,5563,5563,5158,5237,24900,18876.0,2860000.0
1999-08-19,5238,5690,5238,5555,27260,20020.0,2860000.0
1999-08-20,6111,6111,5635,5634,18870,20306.0,2860000.0
1999-08-23,5952,5952,5642,5729,31730,20649.0,2860000.0
1999-08-24,5825,5952,5563,5690,29090,20506.0,2860000.0
1999-08-25,5714,5738,5476,5531,64160,19934.0,2860000.0
1999-08-26,5492,5706,5492,5555,42810,20020.0,2860000.0
1999-08-27,5627,5627,5436,5475,89320,19734.0,2860000.0
1999-08-30,5531,5563,5317,5317,24890,19162.0,2860000.0
1999-08-31,5309,5508,5158,5475,86590,19734.0,2860000.0
1999-09-01,5563,6111,5563,5832,149500,21021.0,2860000.0
1999-09-02,5754,6190,5436,5555,100400,20020.0,2860000.0
1999-09-03,5476,5754,5436,5436,49460,19591.0,2860000.0
1999-09-06,5317,5555,5238,5332,34500,19219.0,2860000.0
1999-09-07,5396,5555,5396,5547,36650,19991.0,2860000.0
1999-09-08,5547,5595,5317,5364,28290,19334.0,2860000.0
1999-09-09,5396,5436,5317,5396,19910,19448.0,2860000.0
1999-09-10,5396,5476,5357,5436,18280,19591.0,2860000.0
1999-09-13,5436,5484,5238,5475,30940,19734.0,2860000.0
1999-09-14,5555,5674,5476,5475,45610,19734.0,2860000.0
1999-09-15,5587,5595,5317,5356,40540,19305.0,2860000.0
1999-09-16,5476,5873,5396,5436,49240,19591.0,2860000.0
1999-09-17,5635,5635,5396,5451,26210,19648.0,2860000.0
1999-09-20,5396,5635,5174,5388,26650,19419.0,2860000.0
1999-09-21,5396,5547,5357,5412,25620,19505.0,2860000.0
1999-09-22,5396,5412,5222,5253,26470,18933.0,2860000.0
1999-09-27,5373,5373,5008,5205,18990,18762.0,2860000.0
1999-09-28,4928,5230,4785,4840,33730,17446.0,2860000.0
1999-09-29,4841,4841,4365,4364,27170,15730.0,2860000.0
1999-09-30,4444,4516,4166,4213,30600,15187.0,2860000.0
1999-10-01,3992,4174,3595,3809,39830,13728.0,2860000.0
1999-10-04,3809,4047,3809,3848,25250,13871.0,2860000.0
1999-10-05,3968,4087,3690,3690,22910,13299.0,2860000.0
1999-10-06,3571,3801,3341,3769,50530,13585.0,2860000.0
1999-10-07,3809,4087,3651,4047,54260,14586.0,2860000.0
1999-10-08,4047,4285,3968,4094,50000,14758.0,2860000.0
1999-10-11,4127,4127,3928,4023,25270,14500.0,2860000.0
1999-10-12,4024,4127,3968,4079,24260,14700.0,2860000.0
1999-10-13,4103,4246,3984,4087,30080,14729.0,2860000.0
1999-10-14,4047,4103,3976,4023,28820,14500.0,2860000.0
1999-10-15,4127,4127,3968,4007,16610,14443.0,2860000.0
1999-10-18,3976,3976,3825,3904,30080,14071.0,2860000.0
1999-10-19,3849,3904,3742,3884,21260,14000.0,2860000.0
1999-10-20,3904,4341,3904,4023,79730,14500.0,2860000.0
1999-10-21,4111,4127,3904,3904,26940,14071.0,2860000.0
1999-10-22,4024,4024,3809,3817,14150,13757.0,2860000.0
1999-10-25,3837,3841,3730,3729,11560,13442.0,2860000.0
1999-10-26,3651,3770,3595,3721,9040,13413.0,2860000.0
1999-10-27,3920,3920,3611,3650,4520,13156.0,2860000.0
1999-10-28,3793,3793,3587,3626,9300,13070.0,2860000.0
1999-10-29,3738,3865,3690,3741,30850,13485.0,2860000.0
1999-11-01,3853,3928,3809,3928,25730,14157.0,2860000.0
1999-11-02,3992,3992,3809,3936,22870,14186.0,2860000.0
1999-11-03,3936,4031,3817,3960,30290,14271.0,2860000.0
1999-11-04,4031,4317,3992,4285,85150,15444.0,2860000.0
1999-11-05,4285,4365,4111,4110,36380,14815.0,2860000.0
1999-11-08,4270,4270,4055,4055,30120,14615.0,2860000.0
1999-11-09,4055,4523,3897,4293,112250,15473.0,2860000.0
1999-11-10,4460,4643,4293,4293,60610,15473.0,2860000.0
1999-11-11,4325,4508,4206,4364,62030,15730.0,2860000.0
1999-11-12,4373,4484,4206,4245,41190,15301.0,2860000.0
1999-11-15,4246,4254,4039,4039,30990,14557.0,2860000.0
1999-11-16,4047,4198,3968,4047,101480,14586.0,2860000.0
1999-11-17,4166,4166,3833,3888,38690,14014.0,2860000.0
1999-11-18,3889,4325,3809,3813,50160,13742.0,2860000.0
1999-11-19,3825,3881,3758,3809,32540,13728.0,2860000.0
1999-11-22,3809,4254,3730,4126,357980,14872.0,2860000.0
1999-11-23,4063,4087,3770,3872,74570,13957.0,2860000.0
1999-11-24,3889,3889,3492,3491,66910,12584.0,2860000.0
1999-11-25,3563,3563,3095,3174,98980,11440.0,2860000.0
1999-11-26,3182,3317,3039,3055,113360,11011.0,2860000.0
1999-11-29,3067,3135,2857,2856,38720,10296.0,2860000.0
1999-11-30,2869,3016,2869,2944,36290,10611.0,2860000.0
1999-12-01,2944,3008,2706,2706,46030,9753.0,2860000.0
1999-12-02,2841,3016,2627,2936,108720,10582.0,2860000.0
1999-12-03,3159,3190,2857,2928,36740,10553.0,2860000.0
1999-12-06,3016,3016,2746,2801,17950,10096.0,2860000.0
1999-12-07,2722,2801,2516,2523,50390,9095.0,2860000.0
1999-12-08,2210,2766,2210,2539,29520,9152.0,2860000.0
1999-12-09,2540,2778,2500,2698,31320,9724.0,2860000.0
1999-12-10,2698,3095,2698,3095,38380,11154.0,2860000.0
1999-12-13,3198,3262,2984,3087,90580,11125.0,2860000.0
1999-12-14,3107,3254,2976,3102,76800,11183.0,2860000.0
1999-12-15,3095,3194,2865,2975,76400,10725.0,2860000.0
1999-12-16,3016,3016,2936,2944,35970,10611.0,2860000.0
1999-12-17,2905,2936,2786,2920,17650,10525.0,2860000.0
1999-12-20,2841,2976,2762,2821,21080,10167.0,2860000.0
1999-12-21,2770,2770,2476,2476,23800,8923.0,2860000.0
1999-12-22,2540,2540,2381,2460,40850,8866.0,2860000.0
1999-12-23,2460,2579,2460,2515,21240,9066.0,2860000.0
1999-12-24,2611,2611,2484,2499,20940,9009.0,2860000.0
1999-12-27,2500,2500,2420,2428,12760,8752.0,2860000.0
1999-12-28,2420,2603,2222,2491,40470,8980.0,2860000.0
2000-01-04,2492,2619,2492,2618,11350,9438.0,2860000.0
2000-01-05,2674,2674,2476,2610,11770,9409.0,2860000.0
2000-01-06,2619,2690,2460,2539,24420,9152.0,2860000.0
2000-01-07,2698,2738,2508,2674,24530,9638.0,2860000.0
2000-01-10,2754,2754,2635,2690,21790,9695.0,2860000.0
2000-01-11,2619,2698,2540,2555,13060,9209.0,2860000.0
2000-01-12,2540,2659,2488,2487,25140,8966.0,2860000.0
2000-01-13,2508,2619,2500,2618,13420,9438.0,2860000.0
2000-01-14,2666,3012,2500,3011,133600,10854.0,2860000.0
2000-01-17,3119,3460,2901,3015,185570,10868.0,2860000.0
2000-01-18,3087,3087,2706,2991,51460,10782.0,2860000.0
2000-01-19,3071,3333,2825,3079,132490,11097.0,2860000.0
2000-01-20,3103,3135,2738,2809,51440,10124.0,2860000.0
2000-01-21,2817,2968,2746,2797,73330,10082.0,2860000.0
2000-01-24,2698,2976,2698,2825,50940,10182.0,2860000.0
2000-01-25,2833,3246,2778,3245,109890,11697.0,2860000.0
2000-01-26,3341,3452,3016,3095,256450,11154.0,2860000.0
2000-01-27,3174,3408,3174,3309,102790,11926.0,2860000.0
2000-01-28,3405,3405,3174,3293,67500,11869.0,2860000.0
2000-01-31,3182,3293,3111,3110,40130,11211.0,2860000.0
2000-02-01,3111,3210,3079,3178,69410,11454.0,2860000.0
2000-02-02,3214,3468,3107,3364,119590,12126.0,2860000.0
2000-02-03,3531,3563,3190,3214,96950,11583.0,2860000.0
2000-02-07,3214,3278,3095,3095,84470,11154.0,2860000.0
2000-02-08,3135,3412,2960,3317,135170,11955.0,2860000.0
2000-02-09,3357,3563,3095,3095,130340,11154.0,2860000.0
2000-02-10,3016,3250,2857,2856,70990,10296.0,2860000.0
2000-02-11,2960,2960,2436,2436,72020,8780.0,2860000.0
2000-02-14,2516,2651,2500,2519,51150,9080.0,2860000.0
2000-02-15,2540,2678,2468,2527,23760,9109.0,2860000.0
2000-02-16,2528,2611,2385,2384,34340,8594.0,2860000.0
2000-02-17,2420,2536,2420,2476,37420,8923.0,2860000.0
2000-02-18,2460,2524,2428,2499,27770,9009.0,2860000.0
2000-02-21,2397,2460,2301,2420,35470,8723.0,2860000.0
2000-02-22,2222,2540,2222,2436,21750,8780.0,2860000.0
2000-02-23,2440,2801,2440,2618,39470,9438.0,2860000.0
2000-02-24,2540,2738,2476,2531,26570,9123.0,2860000.0
2000-02-25,2579,2698,2500,2587,24110,9324.0,2860000.0
2000-02-28,2627,2972,2627,2972,73910,10711.0,2860000.0
2000-02-29,3174,3333,2972,3015,124940,10868.0,2860000.0
2000-03-02,2801,3135,2801,2975,61250,10725.0,2860000.0
2000-03-03,3055,3055,2786,2817,46970,10153.0,2860000.0
2000-03-06,2817,3087,2786,3007,49900,10839.0,2860000.0
2000-03-07,3008,3317,2912,3166,78750,11411.0,2860000.0
2000-03-08,3166,3166,2778,3095,45200,11154.0,2860000.0
2000-03-09,3174,3373,3147,3214,59820,11583.0,2860000.0
2000-03-10,3412,3412,3039,3083,50910,11111.0,2860000.0
2000-03-13,3147,3543,3135,3543,183310,12770.0,2860000.0
2000-03-14,3651,3754,3254,3253,134130,11726.0,2860000.0
2000-03-15,3254,3436,3028,3182,53750,11469.0,2860000.0
2000-03-16,3095,3174,2936,3102,57590,11183.0,2860000.0
2000-03-17,3143,3174,2996,3055,47150,11011.0,2860000.0
2000-03-20,2952,3333,2952,3190,78770,11497.0,2860000.0
2000-03-21,3333,3333,3055,3106,32740,11197.0,2860000.0
2000-03-22,3111,3254,3059,3174,40980,11440.0,2860000.0
2000-03-23,3254,3293,3071,3134,31330,11297.0,2860000.0
2000-03-24,3174,3571,3103,3317,131220,11955.0,2860000.0
2000-03-27,3571,3813,3436,3813,181410,13742.0,2860000.0
2000-03-28,3889,3968,3254,3460,193740,12470.0,2860000.0
2000-03-29,3452,3452,3293,3309,69170,11926.0,2860000.0
2000-03-30,3412,3412,2952,3055,60550,11011.0,2860000.0
2000-03-31,2857,3159,2857,3007,36920,10839.0,2860000.0
2000-04-03,3127,3246,2849,2856,58890,10296.0,2860000.0
2000-04-04,2865,2936,2579,2646,39420,9538.0,2860000.0
2000-04-06,2647,2690,2504,2622,26730,9452.0,2860000.0
2000-04-07,2690,2817,2619,2698,35550,9724.0,2860000.0
2000-04-10,2635,2833,2635,2817,35200,10153.0,2860000.0
2000-04-11,2746,2746,2619,2714,36870,9781.0,2860000.0
2000-04-12,2666,2738,2623,2694,22100,9710.0,2860000.0
2000-04-14,2547,2651,2547,2583,16220,9309.0,2860000.0
2000-04-17,2496,2496,2222,2269,23910,8180.0,2860000.0
2000-04-18,2460,2460,2305,2380,23940,8580.0,2860000.0
2000-04-19,2468,2619,2460,2539,24960,9152.0,2860000.0
2000-04-20,2500,2532,2405,2531,8120,9123.0,2860000.0
2000-04-21,2659,2659,2508,2515,8490,9066.0,2860000.0
2000-04-24,2420,2579,2420,2547,13090,9181.0,2860000.0
2000-04-25,2583,2583,2472,2507,12440,9038.0,2860000.0
2000-04-26,2508,2540,2381,2380,12720,8580.0,2860000.0
2000-04-27,2222,2492,2222,2333,8210,8408.0,2860000.0
2000-04-28,2333,2413,2309,2309,16110,8323.0,2860000.0
2000-05-02,2317,2381,2270,2364,13070,8523.0,2860000.0
2000-05-03,2357,2460,2309,2353,12650,8480.0,2860000.0
2000-05-04,2353,2413,2301,2380,26750,8580.0,2860000.0
2000-05-08,2428,2428,2365,2380,25980,8580.0,2860000.0
2000-05-09,2397,2528,2397,2412,17650,8694.0,2860000.0
2000-05-10,2409,2440,2365,2412,9420,8694.0,2860000.0
2000-05-12,2349,2381,2305,2305,15310,8308.0,2860000.0
2000-05-15,2305,2341,2234,2261,28030,8151.0,2860000.0
2000-05-16,2222,2397,2174,2245,12210,8094.0,2860000.0
2000-05-17,2178,2262,1928,1928,15970,6950.0,2860000.0
2000-05-18,1897,1897,1667,1745,20900,6292.0,2860000.0
2000-05-19,1770,1857,1587,1837,14230,6621.0,2860000.0
2000-05-22,1833,1865,1563,1563,33260,5634.0,2860000.0
2000-05-23,1587,1694,1563,1603,20210,5777.0,2860000.0
2000-05-24,1563,1778,1476,1777,29310,6406.0,2860000.0
2000-05-25,1682,1984,1682,1944,18950,7007.0,2860000.0
2000-05-26,1905,1905,1655,1654,17280,5963.0,2860000.0
2000-05-29,1520,1746,1512,1634,11000,5892.0,2860000.0
2000-05-30,1730,1778,1674,1745,17980,6292.0,2860000.0
2000-05-31,1786,1897,1786,1825,28720,6578.0,2860000.0
2000-06-01,1817,1817,1722,1757,23570,6335.0,2860000.0
2000-06-02,1817,2020,1817,1896,72760,6835.0,2860000.0
2000-06-05,1909,2055,1865,1968,71110,7093.0,2860000.0
2000-06-07,2103,2127,2000,2075,56300,7479.0,2860000.0
2000-06-08,2135,2143,1877,1983,19080,7150.0,2860000.0
2000-06-09,1913,2000,1865,1920,17310,6921.0,2860000.0
2000-06-12,1976,2016,1944,1952,8130,7036.0,2860000.0
2000-06-13,1913,2055,1881,1888,17470,6807.0,2860000.0
2000-06-14,1897,1960,1845,1944,7630,7007.0,2860000.0
2000-06-15,1944,2012,1865,1864,10130,6721.0,2860000.0
2000-06-16,1790,1976,1790,1960,4220,7064.0,2860000.0
2000-06-19,1865,2047,1865,1928,11230,6950.0,2860000.0
2000-06-20,1936,2040,1873,1904,1490,6864.0,2860000.0
2000-06-21,1905,2024,1889,1976,19190,7121.0,2860000.0
2000-06-22,1913,2000,1913,1976,13000,7121.0,2860000.0
2000-06-23,2012,2024,1913,1972,26410,7107.0,2860000.0
2000-06-26,1984,2143,1976,2059,20400,7422.0,2860000.0
2000-06-27,1996,2218,1996,2134,41960,7693.0,2860000.0
2000-06-28,2254,2262,2143,2222,23770,8008.0,2860000.0
2000-06-29,2222,2301,2159,2222,24440,8008.0,2860000.0
2000-06-30,2182,2329,2182,2329,34900,8394.0,2860000.0
2000-07-03,2357,2500,2286,2380,43350,8580.0,2860000.0
2000-07-04,2381,2460,2274,2293,19680,8265.0,2860000.0
2000-07-05,2286,2377,2222,2301,23100,8294.0,2860000.0
2000-07-06,2357,2381,2301,2356,8860,8494.0,2860000.0
2000-07-07,2381,2540,2361,2420,20340,8723.0,2860000.0
2000-07-10,2420,2520,2420,2483,16830,8952.0,2860000.0
2000-07-11,2508,2524,2381,2436,24110,8780.0,2860000.0
2000-07-12,2381,2460,2317,2360,18100,8508.0,2860000.0
2000-07-13,2349,2373,2250,2341,10340,8437.0,2860000.0
2000-07-14,2270,2460,2270,2269,66150,8180.0,2860000.0
2000-07-18,2607,2607,2607,2606,78920,9395.0,2860000.0
2000-07-19,2778,2984,2262,2261,919660,8151.0,2860000.0
2000-07-20,2198,2198,1948,1983,204220,7150.0,2860000.0
2000-07-21,2032,2135,1917,2063,104870,7436.0,2860000.0
2000-07-24,1984,2119,1909,1976,57210,7121.0,2860000.0
2000-07-25,1996,1996,1905,1912,36480,6893.0,2860000.0
2000-07-26,1913,1984,1913,1944,24390,7007.0,2860000.0
2000-07-27,1877,1944,1865,1872,26300,6750.0,2860000.0
2000-07-28,1833,1952,1833,1864,25220,6721.0,2860000.0
2000-07-31,1865,1865,1801,1864,20550,6721.0,2860000.0
2000-08-01,1905,2143,1794,1944,77680,7007.0,2860000.0
2000-08-02,1976,2024,1928,1968,28970,7093.0,2860000.0
2000-08-03,1984,2024,1909,1980,22520,7136.0,2860000.0
2000-08-04,1976,1976,1913,1936,9030,6978.0,2860000.0
2000-08-07,1928,1928,1825,1825,15490,6578.0,2860000.0
2000-08-08,1833,1905,1809,1864,22270,6721.0,2860000.0
2000-08-09,1865,1893,1825,1857,18030,6692.0,2860000.0
2000-08-10,1865,1944,1833,1872,20870,6750.0,2860000.0
2000-08-11,1905,2024,1857,1944,60940,7007.0,2860000.0
2000-08-14,2024,2202,1984,2134,108320,7693.0,2860000.0
2000-08-16,2182,2190,2040,2039,45710,7350.0,2860000.0
2000-08-17,2071,2071,1972,2007,28410,7236.0,2860000.0
2000-08-18,2079,2079,1972,2015,28230,7264.0,2860000.0
2000-08-21,2055,2063,1944,2011,28880,7250.0,2860000.0
2000-08-22,1976,2063,1976,2063,42770,7436.0,2860000.0
2000-08-23,2079,2103,2024,2063,41450,7436.0,2860000.0
2000-08-24,2063,2206,1996,1995,100960,7193.0,2860000.0
2000-08-25,2293,2293,2293,2293,82990,8265.0,2860000.0
2000-08-28,2635,2635,2190,2253,464140,8122.0,2860000.0
2000-08-29,2500,2500,2115,2233,114560,8051.0,2860000.0
2000-08-30,2186,2206,2083,2142,101550,7722.0,2860000.0
2000-08-31,2119,2222,2063,2071,125380,7465.0,2860000.0
2000-09-01,2071,2174,2071,2103,50770,7579.0,2860000.0
2000-09-04,2135,2416,2135,2416,279880,8709.0,2860000.0
2000-09-05,2416,2540,2222,2301,302630,8294.0,2860000.0
2000-09-06,2309,2555,2262,2261,236610,8151.0,2860000.0
2000-09-07,2373,2599,2309,2452,559980,8837.0,2860000.0
2000-09-08,2460,2587,2301,2301,277130,8294.0,2860000.0
2000-09-14,2420,2420,2301,2380,97360,8580.0,2860000.0
2000-09-15,2413,2540,2345,2356,179400,8494.0,2860000.0
2000-09-18,2230,2301,2004,2118,134570,7636.0,2860000.0
2000-09-19,1992,2178,1992,2174,80530,7836.0,2860000.0
2000-09-20,2182,2413,2111,2412,138440,8694.0,2860000.0
