OCI(010060),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-10,14063,15750,13406,15375,96760,225183.0,13730668.0
1999-06-11,15234,15563,14531,15187,71710,222437.0,13730668.0
1999-06-14,14625,15000,14297,14296,21390,209393.0,13730668.0
1999-06-15,14625,15750,13969,15000,46690,219691.0,13730668.0
1999-06-16,15094,16875,14672,15281,121160,223810.0,13730668.0
1999-06-17,15469,15656,14063,14156,38330,207333.0,13730668.0
1999-06-18,14438,14531,13219,13406,30490,196349.0,13730668.0
1999-06-21,13125,13969,13031,13125,20160,192229.0,13730668.0
1999-06-22,13500,13781,13313,13781,26200,201841.0,13730668.0
1999-06-23,13313,15000,13313,14437,35770,211452.0,13730668.0
1999-06-24,14391,14391,13594,13687,22910,200468.0,13730668.0
1999-06-25,13313,13781,13313,13312,15820,194975.0,13730668.0
1999-06-28,13313,13500,13313,13312,13320,194975.0,13730668.0
1999-06-29,13219,13453,13031,13312,15530,194975.0,13730668.0
1999-06-30,13219,13406,12938,12937,28360,189483.0,13730668.0
1999-07-01,12891,13547,12750,12843,49500,188110.0,13730668.0
1999-07-02,13125,13219,12656,13125,57290,192229.0,13730668.0
1999-07-05,13219,13594,13031,13359,55380,195662.0,13730668.0
1999-07-06,13594,14203,13125,13968,56500,204587.0,13730668.0
1999-07-07,14531,14531,13875,13875,43080,203214.0,13730668.0
1999-07-08,14203,14203,13641,13875,48320,203214.0,13730668.0
1999-07-09,13781,14016,13313,13968,39560,204587.0,13730668.0
1999-07-12,13781,15938,13781,14765,112230,216258.0,13730668.0
1999-07-13,14906,15000,14063,14531,44430,212825.0,13730668.0
1999-07-14,14719,14719,13594,14062,31260,205960.0,13730668.0
1999-07-15,12656,14063,12656,13406,21740,196349.0,13730668.0
1999-07-16,13406,14063,13359,13359,28360,195662.0,13730668.0
1999-07-19,13500,13688,13172,13593,31320,199095.0,13730668.0
1999-07-20,13688,13781,13313,13593,27640,199095.0,13730668.0
1999-07-21,13406,13594,12891,12890,30850,188797.0,13730668.0
1999-07-22,12703,13031,12609,12984,28090,190170.0,13730668.0
1999-07-23,13078,13125,11719,11718,21240,171633.0,13730668.0
1999-07-26,11484,11813,10688,10687,23240,156530.0,13730668.0
1999-07-27,9938,11250,9938,11156,25260,163395.0,13730668.0
1999-07-28,11719,12797,11625,12656,46980,185364.0,13730668.0
1999-07-29,12609,12609,11859,12000,44160,175753.0,13730668.0
1999-07-30,11906,12375,11016,11156,39520,163395.0,13730668.0
1999-08-02,11156,12188,11156,11343,18590,166141.0,13730668.0
1999-08-03,11250,11719,11063,11437,26300,167514.0,13730668.0
1999-08-04,11344,11813,11344,11625,15460,170260.0,13730668.0
1999-08-05,11625,11719,11250,11250,16460,164768.0,13730668.0
1999-08-06,11063,11906,11063,11531,38620,168887.0,13730668.0
1999-08-09,12141,12141,11391,11484,12160,168201.0,13730668.0
1999-08-10,11438,11719,11438,11484,17030,168201.0,13730668.0
1999-08-11,11250,11578,11063,11531,14460,168887.0,13730668.0
1999-08-12,11063,11766,11063,11296,13420,165455.0,13730668.0
1999-08-13,11250,11813,10969,11250,20830,164768.0,13730668.0
1999-08-16,11531,11531,10969,11250,19140,164768.0,13730668.0
1999-08-17,11531,11906,10500,10968,17670,160649.0,13730668.0
1999-08-18,10781,10828,10313,10312,23660,151037.0,13730668.0
1999-08-19,10031,10875,10031,10687,5720,156530.0,13730668.0
1999-08-20,10359,10781,10313,10781,11030,157903.0,13730668.0
1999-08-23,10547,11063,10313,10968,27740,160649.0,13730668.0
1999-08-24,10969,11063,10688,11062,27380,162022.0,13730668.0
1999-08-25,11156,11719,11109,11343,18060,166141.0,13730668.0
1999-08-26,11625,11625,10969,11250,18620,164768.0,13730668.0
1999-08-27,11250,11250,10781,11062,10910,162022.0,13730668.0
1999-08-30,11250,11484,10875,11062,20260,162022.0,13730668.0
1999-08-31,11203,11203,10500,10781,17550,157903.0,13730668.0
1999-09-01,10641,10969,10500,10500,12810,153783.0,13730668.0
1999-09-02,10500,10500,9563,9796,17410,143485.0,13730668.0
1999-09-03,9844,10219,9750,9843,12600,144172.0,13730668.0
1999-09-06,10219,10219,9938,9984,7910,146232.0,13730668.0
1999-09-07,9844,10172,9844,10078,10720,147605.0,13730668.0
1999-09-08,10219,10219,9703,9796,9810,143485.0,13730668.0
1999-09-09,9844,9891,9422,9515,13370,139366.0,13730668.0
1999-09-10,9469,9844,9422,9843,20130,144172.0,13730668.0
1999-09-13,9422,11297,9422,11296,49750,165455.0,13730668.0
1999-09-14,12141,12188,11344,11765,51410,172320.0,13730668.0
1999-09-15,12141,12141,11063,12093,45810,177126.0,13730668.0
1999-09-16,11813,13875,11813,13875,229180,203214.0,13730668.0
1999-09-17,13125,14625,12234,14343,153790,210079.0,13730668.0
1999-09-20,14719,15000,13781,13968,99370,204587.0,13730668.0
1999-09-21,14344,14344,13406,13875,80770,203214.0,13730668.0
1999-09-22,13875,14438,12938,13453,70590,197035.0,13730668.0
1999-09-27,12984,13781,12516,12703,62770,186051.0,13730668.0
1999-09-28,12797,14250,12375,12890,122650,188797.0,13730668.0
1999-09-29,12891,13219,12375,12375,24020,181245.0,13730668.0
1999-09-30,12375,12375,11156,11250,22150,164768.0,13730668.0
1999-10-01,10125,11250,9938,10031,56570,146918.0,13730668.0
1999-10-04,10219,11531,10219,10500,71180,153783.0,13730668.0
1999-10-05,10688,11531,10313,10312,56090,151037.0,13730668.0
1999-10-06,10500,10781,10266,10640,27590,155843.0,13730668.0
1999-10-07,10359,10922,10125,10687,44940,156530.0,13730668.0
1999-10-08,10875,11484,10688,10781,43050,157903.0,13730668.0
1999-10-11,10969,11344,10781,10921,21810,159962.0,13730668.0
1999-10-12,11063,11344,10828,11062,33140,162022.0,13730668.0
1999-10-13,10969,12656,10828,12656,57570,185364.0,13730668.0
1999-10-14,13031,13406,12047,12046,61210,176439.0,13730668.0
1999-10-15,11766,12469,11672,11765,24870,172320.0,13730668.0
1999-10-18,11719,11719,11063,11062,64060,162022.0,13730668.0
1999-10-19,11250,11531,10828,11062,27060,162022.0,13730668.0
1999-10-20,11063,11906,11063,11718,48580,171633.0,13730668.0
1999-10-21,11484,11906,11344,11531,18740,168887.0,13730668.0
1999-10-22,11531,11906,11391,11765,36040,172320.0,13730668.0
1999-10-25,12188,12844,12047,12187,83380,178499.0,13730668.0
1999-10-26,12281,12422,11813,12421,38960,181931.0,13730668.0
1999-10-27,12188,13500,12000,12562,91580,183991.0,13730668.0
1999-10-28,12375,13078,12375,12703,67430,186051.0,13730668.0
1999-10-29,12750,13688,12469,12843,139380,188110.0,13730668.0
1999-11-01,12844,13125,12656,12890,35680,188797.0,13730668.0
1999-11-02,12844,13031,12563,12890,48520,188797.0,13730668.0
1999-11-03,12938,13500,12750,13406,71640,196349.0,13730668.0
1999-11-04,13500,13781,13125,13593,59460,199095.0,13730668.0
1999-11-05,13594,15188,13125,14250,156980,208706.0,13730668.0
1999-11-08,14250,14344,13781,14250,60670,208706.0,13730668.0
1999-11-09,14344,14906,13969,14156,85290,207333.0,13730668.0
1999-11-10,14531,14906,14250,14531,95790,212825.0,13730668.0
1999-11-11,14719,14719,14063,14343,59680,210079.0,13730668.0
1999-11-12,14109,14250,13219,13218,83940,193602.0,13730668.0
1999-11-15,12750,13219,12375,12515,50630,183304.0,13730668.0
1999-11-16,12609,12609,11906,12140,76900,177812.0,13730668.0
1999-11-17,12141,12188,11250,11531,73450,168887.0,13730668.0
1999-11-18,11250,12281,11063,12140,47370,177812.0,13730668.0
1999-11-19,12375,13313,11906,12890,70780,188797.0,13730668.0
1999-11-22,13313,13500,12750,13359,41120,195662.0,13730668.0
1999-11-23,13219,14344,13125,13781,93470,201841.0,13730668.0
1999-11-24,13594,13594,12750,12937,37010,189483.0,13730668.0
1999-11-25,12750,12938,12281,12703,40540,186051.0,13730668.0
1999-11-26,12750,14578,12750,14578,174030,213512.0,13730668.0
1999-11-29,14531,15375,13594,13875,116420,203214.0,13730668.0
1999-11-30,13781,14625,13172,13781,98110,201841.0,13730668.0
1999-12-01,13313,13781,12656,12703,45640,186051.0,13730668.0
1999-12-02,12844,13594,12656,12937,56920,189483.0,13730668.0
1999-12-03,13313,13313,12656,12796,35630,187424.0,13730668.0
1999-12-06,12469,12938,11906,12000,58280,175753.0,13730668.0
1999-12-07,12844,12844,11438,11437,46600,167514.0,13730668.0
1999-12-08,11531,11625,11063,11250,29540,164768.0,13730668.0
1999-12-09,11250,12375,10875,12375,37560,181245.0,13730668.0
1999-12-10,12375,12656,11813,12187,21870,178499.0,13730668.0
1999-12-13,11906,12563,11813,11812,30400,173006.0,13730668.0
1999-12-14,12469,12469,11484,12187,36960,178499.0,13730668.0
1999-12-15,11953,12375,11625,11718,19910,171633.0,13730668.0
1999-12-16,11813,12141,11250,11531,28330,168887.0,13730668.0
1999-12-17,11438,11625,11156,11250,27310,164768.0,13730668.0
1999-12-20,11063,12375,11063,11906,33560,174379.0,13730668.0
1999-12-21,11719,12375,11344,11718,22170,171633.0,13730668.0
1999-12-22,11344,11719,10781,11296,27640,165455.0,13730668.0
1999-12-23,11016,11438,10875,11250,23170,164768.0,13730668.0
1999-12-24,11063,11250,10688,11015,10930,161335.0,13730668.0
1999-12-27,10781,12000,10406,12000,32310,175753.0,13730668.0
1999-12-28,12188,12375,10781,11250,38700,164768.0,13730668.0
2000-01-04,11063,11063,10641,10875,12060,159276.0,13730668.0
2000-01-05,11063,11531,10875,10875,28810,159276.0,13730668.0
2000-01-06,11250,12469,10594,12468,47940,182618.0,13730668.0
2000-01-07,12563,14063,11813,13125,199580,192229.0,13730668.0
2000-01-10,13406,13875,12656,12843,54750,188110.0,13730668.0
2000-01-11,12656,12984,12188,12375,27340,181245.0,13730668.0
2000-01-12,11813,12938,11719,12656,28040,185364.0,13730668.0
2000-01-13,12188,13500,12188,12937,49590,189483.0,13730668.0
2000-01-14,13125,13125,12094,12093,27360,177126.0,13730668.0
2000-01-17,12375,12375,11250,11625,31310,170260.0,13730668.0
2000-01-18,11625,11906,11063,11062,46770,162022.0,13730668.0
2000-01-19,11250,11719,10125,10312,49960,151037.0,13730668.0
2000-01-20,9938,9938,8906,9375,34940,137307.0,13730668.0
2000-01-21,9422,10266,8841,9328,26840,136620.0,13730668.0
2000-01-24,9844,9844,8906,9000,33870,131814.0,13730668.0
2000-01-25,8906,8916,7969,8250,48010,120830.0,13730668.0
2000-01-26,8063,8578,7547,7687,26700,112591.0,13730668.0
2000-01-27,7688,8156,7509,7800,25440,114239.0,13730668.0
2000-01-28,7969,8606,7903,7968,30240,116711.0,13730668.0
2000-01-31,7706,7922,7622,7818,19310,114514.0,13730668.0
2000-02-01,7969,8016,7641,7968,26440,116711.0,13730668.0
2000-02-02,7969,8531,7922,8531,34310,124949.0,13730668.0
2000-02-03,8719,8906,8156,8390,39630,122889.0,13730668.0
2000-02-07,8906,8906,8250,8287,35660,121379.0,13730668.0
2000-02-08,8166,8438,7875,7875,45960,115338.0,13730668.0
2000-02-09,7706,7959,7500,7734,62180,113278.0,13730668.0
2000-02-10,7781,7781,7406,7406,34450,108472.0,13730668.0
2000-02-11,7228,7397,6844,6909,36430,101195.0,13730668.0
2000-02-14,6938,6938,6159,6159,21670,90210.0,13730668.0
2000-02-15,5250,5906,5241,5625,38880,82384.0,13730668.0
2000-02-16,5644,6375,5644,5812,45370,85130.0,13730668.0
2000-02-17,6000,6019,5634,5803,20890,84993.0,13730668.0
2000-02-18,5813,6000,5166,5165,30850,75656.0,13730668.0
2000-02-21,5166,5166,4406,4406,53400,64534.0,13730668.0
2000-02-22,4434,5063,4434,4921,40330,72086.0,13730668.0
2000-02-23,4547,5606,4547,5240,45620,76754.0,13730668.0
2000-02-24,5400,5400,4683,4743,24490,69477.0,13730668.0
2000-02-25,4688,4959,4416,4828,32630,70713.0,13730668.0
2000-02-28,5109,5531,4594,5240,48760,76754.0,13730668.0
2000-02-29,5297,6019,5297,6018,60630,88151.0,13730668.0
2000-03-02,6919,6919,6919,6918,24070,101332.0,13730668.0
2000-03-03,7950,7950,7031,7734,118640,113278.0,13730668.0
2000-03-06,7734,8147,6581,7734,87220,113278.0,13730668.0
2000-03-07,7500,7641,6581,6581,66310,96389.0,13730668.0
2000-03-08,6581,6938,6094,6234,75050,91309.0,13730668.0
2000-03-09,6094,6750,6094,6515,61500,95428.0,13730668.0
2000-03-10,6563,6928,6356,6384,43690,93506.0,13730668.0
2000-03-13,6384,6844,6384,6834,55660,100097.0,13730668.0
2000-03-14,7313,7406,6478,6478,41020,94879.0,13730668.0
2000-03-15,6581,6656,6188,6468,16450,94742.0,13730668.0
2000-03-16,6488,6900,6103,6318,24000,92545.0,13730668.0
2000-03-17,6281,6609,6141,6281,16300,91995.0,13730668.0
2000-03-20,6113,6750,6094,6093,24590,89249.0,13730668.0
2000-03-21,6113,6178,5822,5821,23770,85267.0,13730668.0
2000-03-22,5831,6094,5813,5925,27490,86778.0,13730668.0
2000-03-23,6000,6000,5719,5718,19210,83757.0,13730668.0
2000-03-24,5747,5981,5634,5793,27240,84856.0,13730668.0
2000-03-27,5859,6000,5719,5775,26890,84581.0,13730668.0
2000-03-28,5916,6281,5859,6281,42720,91995.0,13730668.0
2000-03-29,6103,6234,5869,5878,25260,86091.0,13730668.0
2000-03-30,6375,6375,5831,5906,27750,86503.0,13730668.0
2000-03-31,6019,6141,5625,5859,29630,85817.0,13730668.0
2000-04-03,5719,5897,5513,5615,28580,82247.0,13730668.0
2000-04-04,5250,5616,5250,5521,15120,80874.0,13730668.0
2000-04-06,5297,5531,4969,5062,17930,74146.0,13730668.0
2000-04-07,4884,5531,4884,5343,14580,78265.0,13730668.0
2000-04-10,5344,5588,5250,5353,29990,78402.0,13730668.0
2000-04-11,5297,5438,5156,5437,27790,79638.0,13730668.0
2000-04-12,5438,5625,5344,5484,19500,80324.0,13730668.0
2000-04-14,5269,5625,5259,5625,28100,82384.0,13730668.0
2000-04-17,5344,5531,5063,5156,22210,75519.0,13730668.0
2000-04-18,5438,5438,4969,5250,25120,76892.0,13730668.0
2000-04-19,5250,5813,5250,5484,32860,80324.0,13730668.0
2000-04-20,5484,5691,5259,5690,35090,83345.0,13730668.0
2000-04-21,5691,6281,5691,6140,111010,89936.0,13730668.0
2000-04-24,5953,6122,5831,6093,38280,89249.0,13730668.0
2000-04-25,6188,6881,5906,6562,169470,96115.0,13730668.0
2000-04-26,6572,7219,6553,6553,110880,95977.0,13730668.0
2000-04-27,6469,6469,5934,6281,59050,91995.0,13730668.0
2000-04-28,6563,6563,6094,6103,20750,89387.0,13730668.0
2000-05-02,5953,6103,5766,5812,41390,85130.0,13730668.0
2000-05-03,5719,5859,5531,5531,30210,81011.0,13730668.0
2000-05-04,5344,5672,5344,5362,27730,78539.0,13730668.0
2000-05-08,5625,5625,5438,5484,37180,80324.0,13730668.0
2000-05-09,5503,5766,5438,5634,43630,82521.0,13730668.0
2000-05-10,5672,5672,4791,5250,20900,76892.0,13730668.0
2000-05-12,5156,5250,4997,5062,23220,74146.0,13730668.0
2000-05-15,5063,5063,4781,4875,20720,71399.0,13730668.0
2000-05-16,4875,5231,4828,4828,9010,70713.0,13730668.0
2000-05-17,4875,5484,4866,4875,15840,71399.0,13730668.0
2000-05-18,4791,4791,4219,4575,9310,67006.0,13730668.0
2000-05-19,4547,5156,4219,4921,16420,72086.0,13730668.0
2000-05-22,5016,5016,4547,4593,7690,67280.0,13730668.0
2000-05-23,4275,4500,3905,4143,15800,60690.0,13730668.0
2000-05-24,4406,4406,3984,4359,14950,63848.0,13730668.0
2000-05-25,4444,4866,4275,4687,19550,68653.0,13730668.0
2000-05-26,4406,4744,4359,4406,19730,64534.0,13730668.0
2000-05-29,4219,4313,4134,4307,10070,63092.0,13730668.0
2000-05-30,4134,4589,4134,4368,12140,63985.0,13730668.0
2000-05-31,4313,4650,4313,4640,26150,67967.0,13730668.0
2000-06-01,4791,4922,4594,4734,11760,69340.0,13730668.0
2000-06-02,4781,4866,4598,4612,23630,67555.0,13730668.0
2000-06-05,4697,4875,4594,4687,38280,68653.0,13730668.0
2000-06-07,4781,4969,4552,4884,50590,71537.0,13730668.0
2000-06-08,4884,4978,4706,4706,32600,68928.0,13730668.0
2000-06-09,4613,4725,4406,4415,22180,64671.0,13730668.0
2000-06-12,4406,4641,4284,4406,35270,64534.0,13730668.0
2000-06-13,4491,4491,4242,4256,38570,62337.0,13730668.0
2000-06-14,4406,4406,4172,4195,28130,61445.0,13730668.0
2000-06-15,4294,4294,4116,4214,19970,61719.0,13730668.0
2000-06-16,4209,4838,4031,4125,196930,60415.0,13730668.0
2000-06-19,4734,4734,4144,4176,69690,61170.0,13730668.0
2000-06-20,4266,4266,3956,4031,53590,59042.0,13730668.0
2000-06-21,4078,4097,3914,3914,52990,57326.0,13730668.0
2000-06-22,3933,3984,3848,3928,48980,57531.0,13730668.0
2000-06-23,3914,3923,3858,3914,24840,57326.0,13730668.0
2000-06-26,3914,4031,3900,3975,34550,58218.0,13730668.0
2000-06-27,3984,4125,3952,4045,48620,59248.0,13730668.0
2000-06-28,4172,4650,4017,4650,128400,68104.0,13730668.0
2000-06-29,5119,5250,4444,4556,193710,66731.0,13730668.0
2000-06-30,4448,4594,4172,4223,38110,61857.0,13730668.0
2000-07-03,4223,4355,4191,4284,25930,62749.0,13730668.0
2000-07-04,4313,4659,4284,4439,56370,65015.0,13730668.0
2000-07-05,4575,4575,4280,4331,43730,63436.0,13730668.0
2000-07-06,4331,4481,4219,4331,38570,63436.0,13730668.0
2000-07-07,4453,4734,4331,4546,98010,66594.0,13730668.0
2000-07-10,4800,4875,4688,4687,89690,68653.0,13730668.0
2000-07-11,4706,4866,4584,4612,30340,67555.0,13730668.0
2000-07-12,4613,4688,4509,4640,39670,67967.0,13730668.0
2000-07-13,4650,4650,4420,4420,24060,64740.0,13730668.0
2000-07-14,4458,4791,4406,4790,58750,70164.0,13730668.0
2000-07-18,4655,5503,4655,5137,130390,75244.0,13730668.0
2000-07-19,5288,5344,4716,4865,68240,71262.0,13730668.0
2000-07-20,4594,4941,4144,4214,166620,61719.0,13730668.0
2000-07-21,4144,4219,4078,4096,43780,60003.0,13730668.0
2000-07-24,4106,4186,3947,3946,27870,57806.0,13730668.0
2000-07-25,3713,4078,3713,4068,30440,59591.0,13730668.0
2000-07-26,3947,4341,3938,4237,44580,62063.0,13730668.0
2000-07-27,4584,4594,4247,4260,34350,62406.0,13730668.0
2000-07-28,4261,4388,3984,4040,23480,59179.0,13730668.0
2000-07-31,4041,4294,4041,4218,13480,61788.0,13730668.0
2000-08-01,4125,4406,4031,4265,25030,62475.0,13730668.0
2000-08-02,4214,4388,4106,4260,23170,62406.0,13730668.0
2000-08-03,4219,4313,4172,4204,31860,61582.0,13730668.0
2000-08-04,4200,4294,4031,4125,22410,60415.0,13730668.0
2000-08-07,4214,4214,4013,4031,18640,59042.0,13730668.0
2000-08-08,3984,4144,3984,4031,19930,59042.0,13730668.0
2000-08-09,4106,4322,4022,4087,19880,59866.0,13730668.0
2000-08-10,4214,4214,4013,4078,27840,59728.0,13730668.0
2000-08-11,4036,4313,4022,4157,37220,60896.0,13730668.0
2000-08-14,4303,4538,4228,4509,40570,66045.0,13730668.0
2000-08-16,4659,4856,4641,4809,82120,70438.0,13730668.0
2000-08-17,4828,4828,4547,4753,34260,69614.0,13730668.0
2000-08-18,4781,5456,4706,5156,147320,75519.0,13730668.0
2000-08-21,5156,5250,4931,5203,55360,76205.0,13730668.0
2000-08-22,5156,5981,5109,5981,187290,87602.0,13730668.0
2000-08-23,6019,6863,5981,6000,344690,87876.0,13730668.0
2000-08-24,5859,6328,5625,6234,96110,91309.0,13730668.0
2000-08-25,6356,6375,6009,6271,75000,91858.0,13730668.0
2000-08-28,6113,6309,5719,5953,67810,87190.0,13730668.0
2000-08-29,5859,6000,5550,5803,36310,84993.0,13730668.0
2000-08-30,5719,5822,5391,5812,35380,85130.0,13730668.0
2000-08-31,5813,6000,5578,5746,46210,84169.0,13730668.0
2000-09-01,5934,6600,5906,6600,163590,96664.0,13730668.0
2000-09-04,6675,6947,6291,6290,144050,92133.0,13730668.0
2000-09-05,6188,6938,6047,6750,70340,98861.0,13730668.0
2000-09-06,6741,7500,6581,6750,110980,98861.0,13730668.0
2000-09-07,6750,6834,6469,6562,99580,96115.0,13730668.0
2000-09-08,6806,6844,5953,6375,63720,93369.0,13730668.0
2000-09-14,6375,6553,5822,6018,49200,88151.0,13730668.0
2000-09-15,5822,6263,5719,5859,66690,85817.0,13730668.0
2000-09-18,5813,5813,4988,5062,34950,74146.0,13730668.0
2000-09-19,4688,5241,4688,5212,36680,76343.0,13730668.0
2000-09-20,4875,5625,4875,5371,46570,78677.0,13730668.0
2000-09-21,5259,5438,5016,5015,40680,73459.0,13730668.0
2000-09-22,5034,5222,4594,4593,46730,67280.0,13730668.0
2000-09-25,4791,4969,4416,4968,37180,72773.0,13730668.0
